TEMPORAL;TERRITORIO;CUSTODIA;INDICATOR;OBS_VALUE;FREQ
2014;11;4;SEPARACIONES;1.50283;A
2014;11;NP;SEPARACIONES;87.16414;A
2014;14;00;SEPARACIONES;113.25196;A
2014;14;1;SEPARACIONES;3.33094;A
2014;14;2;SEPARACIONES;46.63316;A
2014;14;3;SEPARACIONES;9.99282;A
2014;14;4;SEPARACIONES;1.66547;A
2014;14;NP;SEPARACIONES;51.62957;A
2014;18;00;SEPARACIONES;138.23355;A
2014;18;1;SEPARACIONES;3.0381;A
2014;18;2;SEPARACIONES;57.7239;A
2014;18;3;SEPARACIONES;3.0381;A
2014;18;NP;SEPARACIONES;74.43345;A
2014;21;00;SEPARACIONES;57.99901;A
2014;21;2;SEPARACIONES;25.46298;A
2014;21;3;SEPARACIONES;2.82922;A
2014;21;NP;SEPARACIONES;29.70681;A
2014;23;00;SEPARACIONES;74.8578;A
2014;23;1;SEPARACIONES;1.4678;A
2014;23;2;SEPARACIONES;23.4848;A
2014;23;3;SEPARACIONES;7.339;A
2014;23;NP;SEPARACIONES;42.5662;A
2014;29;00;SEPARACIONES;207.69645;A
2014;29;1;SEPARACIONES;3.2201;A
2014;29;2;SEPARACIONES;111.09345;A
2014;29;3;SEPARACIONES;16.1005;A
2014;29;NP;SEPARACIONES;77.2824;A
2014;41;00;SEPARACIONES;221.40356;A
2014;41;1;SEPARACIONES;3.86169;A
2014;41;2;SEPARACIONES;92.68056;A
2014;41;3;SEPARACIONES;7.72338;A
2014;41;NP;SEPARACIONES;117.13793;A
2013;C01;00;SEPARACIONES;974.08657;A
2013;C01;1;SEPARACIONES;11.59809;A
2013;C01;2;SEPARACIONES;453.31149;A
2013;C01;3;SEPARACIONES;69.48535;A
2013;C01;NP;SEPARACIONES;439.69164;A
2013;04;00;SEPARACIONES;64.0302;A
2013;04;1;SEPARACIONES;1.6418;A
2013;04;2;SEPARACIONES;32.836;A
2013;04;3;SEPARACIONES;6.5672;A
2013;04;NP;SEPARACIONES;22.9852;A
2013;11;00;SEPARACIONES;161.1555;A
2013;11;1;SEPARACIONES;5.8602;A
2013;11;2;SEPARACIONES;74.71755;A
2013;11;3;SEPARACIONES;11.7204;A
2013;11;NP;SEPARACIONES;68.85735;A
2013;14;00;SEPARACIONES;97.66512;A
2013;14;1;SEPARACIONES;1.35646;A
2013;14;2;SEPARACIONES;55.61486;A
2013;14;3;SEPARACIONES;5.42584;A
2013;14;NP;SEPARACIONES;35.26796;A
2013;18;00;SEPARACIONES;103.65564;A
2013;18;2;SEPARACIONES;42.28059;A
2013;18;3;SEPARACIONES;6.81945;A
2013;18;NP;SEPARACIONES;54.5556;A
2013;21;00;SEPARACIONES;66.06842;A
2013;21;2;SEPARACIONES;40.21556;A
2013;21;3;SEPARACIONES;1.43627;A
2013;21;NP;SEPARACIONES;24.41659;A
2013;23;00;SEPARACIONES;88.90119;A
2013;23;1;SEPARACIONES;1.41113;A
2013;23;2;SEPARACIONES;43.74503;A
2013;23;3;SEPARACIONES;4.23339;A
2013;23;NP;SEPARACIONES;39.51164;A
2013;29;00;SEPARACIONES;186.693;A
2013;29;2;SEPARACIONES;77.5494;A
2013;29;3;SEPARACIONES;18.6693;A
2013;29;NP;SEPARACIONES;90.4743;A
2013;41;00;SEPARACIONES;205.9175;A
2013;41;1;SEPARACIONES;1.3285;A
2013;41;2;SEPARACIONES;86.3525;A
2013;41;3;SEPARACIONES;14.6135;A
2013;41;NP;SEPARACIONES;103.623;A
2012;C01;00;SEPARACIONES;1325.99833;A
2012;C01;1;SEPARACIONES;46.42835;A
2012;C01;2;SEPARACIONES;623.89905;A
2012;C01;3;SEPARACIONES;37.59087;A
2012;C01;4;SEPARACIONES;2.59863;A
2012;C01;NP;SEPARACIONES;615.48143;A
2012;04;00;SEPARACIONES;81.0995;A
2012;04;2;SEPARACIONES;49.26599;A
2012;04;3;SEPARACIONES;2.10157;A
2012;04;NP;SEPARACIONES;29.73194;A
2012;11;00;SEPARACIONES;217.75166;A
2012;11;1;SEPARACIONES;5.63976;A
2012;11;2;SEPARACIONES;117.5635;A
2012;11;3;SEPARACIONES;9.70364;A
2012;11;NP;SEPARACIONES;84.84476;A
2012;14;00;SEPARACIONES;108.2448;A
2012;14;2;SEPARACIONES;55.305;A
2012;14;3;SEPARACIONES;5.05944;A
2012;14;NP;SEPARACIONES;47.88036;A
2012;18;00;SEPARACIONES;139.01817;A
2012;18;2;SEPARACIONES;75.12131;A
2012;18;3;SEPARACIONES;2.24489;A
2012;18;NP;SEPARACIONES;61.65197;A
2012;21;00;SEPARACIONES;60.6245;A
2012;21;1;SEPARACIONES;4.64866;A
2012;21;2;SEPARACIONES;24.08205;A
2012;21;NP;SEPARACIONES;31.89379;A
2012;23;00;SEPARACIONES;141.41699;A
2012;23;1;SEPARACIONES;7.49754;A
2012;23;2;SEPARACIONES;66.44159;A
2012;23;3;SEPARACIONES;1.63297;A
2012;23;4;SEPARACIONES;2.59863;A
2012;23;NP;SEPARACIONES;63.24626;A
2012;29;00;SEPARACIONES;271.91439;A
2012;29;1;SEPARACIONES;11.82708;A
2012;29;2;SEPARACIONES;112.02402;A
2012;29;3;SEPARACIONES;8.12904;A
2012;29;NP;SEPARACIONES;139.93425;A
2012;41;00;SEPARACIONES;305.92832;A
2012;41;1;SEPARACIONES;16.81531;A
2012;41;2;SEPARACIONES;124.09559;A
2012;41;3;SEPARACIONES;8.71932;A
2012;41;NP;SEPARACIONES;156.2981;A
2011;C01;00;SEPARACIONES;1399.03667512;A
2011;C01;1;SEPARACIONES;34.06864707;A
2011;C01;2;SEPARACIONES;697.32245802;A
2011;C01;3;SEPARACIONES;70.03230069;A
2011;C01;NP;SEPARACIONES;597.61326934;A
2011;04;00;SEPARACIONES;85.45557379;A
2011;04;2;SEPARACIONES;35.19885202;A
2011;04;3;SEPARACIONES;2.15112425;A
2011;04;NP;SEPARACIONES;48.10559752;A
2011;11;00;SEPARACIONES;246.54489022;A
2011;11;1;SEPARACIONES;4.2119112;A
2011;11;2;SEPARACIONES;119.06053391;A
2011;11;3;SEPARACIONES;12.66883105;A
2011;11;NP;SEPARACIONES;110.60361406;A
2011;14;00;SEPARACIONES;180.74680224;A
2011;14;1;SEPARACIONES;7.13570151;A
2011;14;2;SEPARACIONES;93.0705023;A
2011;14;NP;SEPARACIONES;80.54059843;A
2011;18;00;SEPARACIONES;166.89356225;A
2011;18;1;SEPARACIONES;10.71297247;A
2011;18;2;SEPARACIONES;96.87772732;A
2011;18;3;SEPARACIONES;2.01861499;A
2011;18;NP;SEPARACIONES;57.28424747;A
2011;21;00;SEPARACIONES;59.07766582;A
2011;21;1;SEPARACIONES;1.50783566;A
2011;21;2;SEPARACIONES;27.27707942;A
2011;21;3;SEPARACIONES;3.01567132;A
2011;21;NP;SEPARACIONES;27.27707942;A
2011;23;00;SEPARACIONES;112.55728429;A
2011;23;1;SEPARACIONES;1.50676476;A
2011;23;2;SEPARACIONES;52.98403964;A
2011;23;3;SEPARACIONES;4.20542135;A
2011;23;NP;SEPARACIONES;53.86105854;A
2011;29;00;SEPARACIONES;242.68781176;A
2011;29;1;SEPARACIONES;5.75719072;A
2011;29;2;SEPARACIONES;117.67647466;A
2011;29;3;SEPARACIONES;25.87276473;A
2011;29;NP;SEPARACIONES;93.38138165;A
2011;41;00;SEPARACIONES;305.07308475;A
2011;41;1;SEPARACIONES;3.23627075;A
2011;41;2;SEPARACIONES;155.17724875;A
2011;41;3;SEPARACIONES;20.099873;A
2011;41;NP;SEPARACIONES;126.55969225;A
2010;C01;00;SEPARACIONES;1530.47424568;A
2010;C01;1;SEPARACIONES;44.16218901;A
2010;C01;2;SEPARACIONES;839.81120331;A
2010;C01;3;SEPARACIONES;51.46062972;A
2010;C01;NP;SEPARACIONES;595.04022364;A
2010;04;00;SEPARACIONES;67.26164627;A
2010;04;1;SEPARACIONES;1.55149012;A
2010;04;2;SEPARACIONES;54.84972531;A
2010;04;NP;SEPARACIONES;10.86043084;A
2010;11;00;SEPARACIONES;276.67635717;A
2010;11;1;SEPARACIONES;7.50743623;A
2010;11;2;SEPARACIONES;155.49540358;A
2010;11;3;SEPARACIONES;7.50743623;A
2010;11;NP;SEPARACIONES;106.16608113;A
2010;14;00;SEPARACIONES;201.9348937;A
2010;14;1;SEPARACIONES;6.42960298;A
2010;14;2;SEPARACIONES;126.00320836;A
2010;14;3;SEPARACIONES;7.73820364;A
2010;14;NP;SEPARACIONES;61.76387872;A
2010;18;00;SEPARACIONES;185.5777762;A
2010;18;1;SEPARACIONES;5.24007438;A
2010;18;2;SEPARACIONES;91.1879967;A
2010;18;3;SEPARACIONES;1.29290843;A
2010;18;NP;SEPARACIONES;87.85679669;A
2010;21;00;SEPARACIONES;67.9660588;A
2010;21;1;SEPARACIONES;5.43265294;A
2010;21;2;SEPARACIONES;33.2638758;A
2010;21;3;SEPARACIONES;1.05313268;A
2010;21;NP;SEPARACIONES;28.21639738;A
2010;23;00;SEPARACIONES;120.14646873;A
2010;23;1;SEPARACIONES;3.96547842;A
2010;23;2;SEPARACIONES;64.99833874;A
2010;23;3;SEPARACIONES;1.51247779;A
2010;23;NP;SEPARACIONES;49.67017378;A
2010;29;00;SEPARACIONES;269.07493748;A
2010;29;1;SEPARACIONES;6.84455129;A
2010;29;2;SEPARACIONES;144.56123394;A
2010;29;3;SEPARACIONES;10.84942205;A
2010;29;NP;SEPARACIONES;106.8197302;A
2010;41;00;SEPARACIONES;341.83610733;A
2010;41;1;SEPARACIONES;7.19090265;A
2010;41;2;SEPARACIONES;169.45142088;A
2010;41;3;SEPARACIONES;21.5070489;A
2010;41;NP;SEPARACIONES;143.6867349;A
2009;C01;00;SEPARACIONES;1592.640000016;A
2009;C01;1;SEPARACIONES;65.0094417393;A
2009;C01;2;SEPARACIONES;817.3133701379;A
2009;C01;3;SEPARACIONES;80.9405019825;A
2009;C01;4;SEPARACIONES;4.6322916667;A
2009;C01;NP;SEPARACIONES;622.7443944896;A
2009;C01;NC;SEPARACIONES;2.0;A
2009;04;00;SEPARACIONES;82.4700000021;A
2009;04;2;SEPARACIONES;33.0831914903;A
2009;04;3;SEPARACIONES;10.8308936172;A
2009;04;NP;SEPARACIONES;38.5559148946;A
2009;11;00;SEPARACIONES;275.3500000001;A
2009;11;1;SEPARACIONES;7.0325531915;A
2009;11;2;SEPARACIONES;153.5655319152;A
2009;11;3;SEPARACIONES;14.0534042553;A
2009;11;NP;SEPARACIONES;100.6985106381;A
2009;14;00;SEPARACIONES;191.580000002;A
2009;14;1;SEPARACIONES;14.90454433;A
2009;14;2;SEPARACIONES;116.92918763;A
2009;14;3;SEPARACIONES;1.217628866;A
2009;14;NP;SEPARACIONES;58.528639176;A
2009;18;00;SEPARACIONES;187.1600000002;A
2009;18;1;SEPARACIONES;13.5055769231;A
2009;18;2;SEPARACIONES;109.8235096155;A
2009;18;3;SEPARACIONES;1.143125;A
2009;18;4;SEPARACIONES;1.143125;A
2009;18;NP;SEPARACIONES;61.5446634616;A
2009;21;00;SEPARACIONES;80.0000000014;A
2009;21;2;SEPARACIONES;30.1878985514;A
2009;21;3;SEPARACIONES;5.1469927537;A
2009;21;4;SEPARACIONES;3.4891666667;A
2009;21;NP;SEPARACIONES;41.1759420296;A
2009;23;00;SEPARACIONES;140.120000003;A
2009;23;1;SEPARACIONES;5.0633333335;A
2009;23;2;SEPARACIONES;78.5850000017;A
2009;23;3;SEPARACIONES;5.4870000001;A
2009;23;NP;SEPARACIONES;50.9846666677;A
2009;29;00;SEPARACIONES;262.8999999998;A
2009;29;1;SEPARACIONES;4.2282051282;A
2009;29;2;SEPARACIONES;106.6512820512;A
2009;29;3;SEPARACIONES;32.6846153846;A
2009;29;NP;SEPARACIONES;118.3358974358;A
2009;29;NC;SEPARACIONES;1.0;A
2009;41;00;SEPARACIONES;373.0600000074;A
2009;41;1;SEPARACIONES;20.275228833;A
2009;41;2;SEPARACIONES;188.4877688826;A
2009;41;3;SEPARACIONES;10.3768421056;A
2009;41;NP;SEPARACIONES;152.9201601862;A
2009;41;NC;SEPARACIONES;1.0;A
2008;C01;00;SEPARACIONES;1692.7371674121;A
2008;C01;1;SEPARACIONES;13.8357344666;A
2008;C01;2;SEPARACIONES;866.3739132522;A
2008;C01;3;SEPARACIONES;109.6470406983;A
2008;C01;4;SEPARACIONES;1.164925775;A
2008;C01;NP;SEPARACIONES;701.71555322;A
2008;04;00;SEPARACIONES;96.2877203913;A
2008;04;2;SEPARACIONES;34.2450609213;A
2008;04;3;SEPARACIONES;8.819809134;A
2008;04;NP;SEPARACIONES;53.222850336;A
2008;11;00;SEPARACIONES;285.8106521385;A
2008;11;1;SEPARACIONES;2.32985155;A
2008;11;2;SEPARACIONES;141.2968408848;A
2008;11;3;SEPARACIONES;26.4617879183;A
2008;11;4;SEPARACIONES;1.164925775;A
2008;11;NP;SEPARACIONES;114.5572460104;A
2008;14;00;SEPARACIONES;227.038028358;A
2008;14;1;SEPARACIONES;2.0841581138;A
2008;14;2;SEPARACIONES;121.7018817326;A
2008;14;3;SEPARACIONES;4.4758460308;A
2008;14;NP;SEPARACIONES;98.7761424808;A
2008;18;00;SEPARACIONES;182.40095509;A
2008;18;1;SEPARACIONES;2.061022525;A
2008;18;2;SEPARACIONES;101.1139681926;A
2008;18;3;SEPARACIONES;3.0915337875;A
2008;18;NP;SEPARACIONES;76.1344305849;A
2008;21;00;SEPARACIONES;100.3696713296;A
2008;21;2;SEPARACIONES;62.2464475531;A
2008;21;3;SEPARACIONES;7.8246447553;A
2008;21;NP;SEPARACIONES;30.2985790212;A
2008;23;00;SEPARACIONES;135.4196187528;A
2008;23;1;SEPARACIONES;2.3418610854;A
2008;23;2;SEPARACIONES;82.7718074256;A
2008;23;3;SEPARACIONES;4.4628142368;A
2008;23;NP;SEPARACIONES;45.843136005;A
2008;29;00;SEPARACIONES;266.3862143614;A
2008;29;2;SEPARACIONES;108.2765383626;A
2008;29;3;SEPARACIONES;37.5554250908;A
2008;29;NP;SEPARACIONES;120.554250908;A
2008;41;00;SEPARACIONES;399.0243069905;A
2008;41;1;SEPARACIONES;5.0188411924;A
2008;41;2;SEPARACIONES;214.7213681796;A
2008;41;3;SEPARACIONES;16.9551797448;A
2008;41;NP;SEPARACIONES;162.3289178737;A
2007;C01;00;SEPARACIONES;2252.190000142;A
2007;C01;1;SEPARACIONES;36.487350812;A
2007;C01;2;SEPARACIONES;1191.829035206;A
2007;C01;3;SEPARACIONES;138.078203544;A
2007;C01;NP;SEPARACIONES;885.79541058;A
2007;04;00;SEPARACIONES;121.410000006;A
2007;04;2;SEPARACIONES;62.580000002;A
2007;04;3;SEPARACIONES;12.962727274;A
2007;04;NP;SEPARACIONES;45.86727273;A
2007;11;00;SEPARACIONES;345.03999999;A
2007;11;1;SEPARACIONES;4.482872444;A
2007;11;2;SEPARACIONES;191.268013625;A
2007;11;3;SEPARACIONES;9.503544303;A
2007;11;NP;SEPARACIONES;139.785569618;A
2007;14;00;SEPARACIONES;269.900000005;A
2007;14;1;SEPARACIONES;2.0;A
2007;14;2;SEPARACIONES;170.952727276;A
2007;14;3;SEPARACIONES;3.0;A
2007;14;NP;SEPARACIONES;93.947272729;A
2007;18;00;SEPARACIONES;229.899999993;A
2007;18;1;SEPARACIONES;6.088617886;A
2007;18;2;SEPARACIONES;114.803252029;A
2007;18;3;SEPARACIONES;8.201626016;A
2007;18;NP;SEPARACIONES;100.806504062;A
2007;21;00;SEPARACIONES;120.089999991;A
2007;21;1;SEPARACIONES;3.743207547;A
2007;21;2;SEPARACIONES;68.482641504;A
2007;21;3;SEPARACIONES;5.216037735;A
2007;21;NP;SEPARACIONES;42.648113205;A
2007;23;00;SEPARACIONES;213.10999998;A
2007;23;1;SEPARACIONES;1.40525641;A
2007;23;2;SEPARACIONES;124.37730768;A
2007;23;3;SEPARACIONES;18.55852564;A
2007;23;NP;SEPARACIONES;68.76891025;A
2007;29;00;SEPARACIONES;424.9200001;A
2007;29;1;SEPARACIONES;7.343384166;A
2007;29;2;SEPARACIONES;195.01746339;A
2007;29;3;SEPARACIONES;43.224739014;A
2007;29;NP;SEPARACIONES;179.33441353;A
2007;41;00;SEPARACIONES;527.820000077;A
2007;41;1;SEPARACIONES;11.424012359;A
2007;41;2;SEPARACIONES;264.3476297;A
2007;41;3;SEPARACIONES;37.411003562;A
2007;41;NP;SEPARACIONES;214.637354456;A
2006;C01;00;SEPARACIONES;4085.709783;A
2006;C01;NC;SEPARACIONES;4085.709783;A
2006;04;00;SEPARACIONES;267.840027;A
2006;04;NC;SEPARACIONES;267.840027;A
2006;11;00;SEPARACIONES;640.770013;A
2006;11;NC;SEPARACIONES;640.770013;A
2006;14;00;SEPARACIONES;451.979978;A
2006;14;NC;SEPARACIONES;451.979978;A
2006;18;00;SEPARACIONES;537.299946;A
2006;18;NC;SEPARACIONES;537.299946;A
2006;21;00;SEPARACIONES;286.899984;A
2006;21;NC;SEPARACIONES;286.899984;A
2006;23;00;SEPARACIONES;326.429937;A
2006;23;NC;SEPARACIONES;326.429937;A
2006;29;00;SEPARACIONES;657.509904;A
2006;29;NC;SEPARACIONES;657.509904;A
2006;41;00;SEPARACIONES;916.979994;A
2006;41;NC;SEPARACIONES;916.979994;A
2005;C01;00;SEPARACIONES;11613.00000646;A
2005;C01;NC;SEPARACIONES;11613.00000646;A
2005;04;00;SEPARACIONES;808.99999851;A
2005;04;NC;SEPARACIONES;808.99999851;A
2005;11;00;SEPARACIONES;1853.00000467;A
2005;11;NC;SEPARACIONES;1853.00000467;A
2005;14;00;SEPARACIONES;1087.99999705;A
2005;14;NC;SEPARACIONES;1087.99999705;A
2005;18;00;SEPARACIONES;1255.99999686;A
2005;18;NC;SEPARACIONES;1255.99999686;A
2005;21;00;SEPARACIONES;779.00000184;A
2005;21;NC;SEPARACIONES;779.00000184;A
2005;23;00;SEPARACIONES;816.99999969;A
2005;23;NC;SEPARACIONES;816.99999969;A
2005;29;00;SEPARACIONES;2263.00000248;A
2005;29;NC;SEPARACIONES;2263.00000248;A
2005;41;00;SEPARACIONES;2748.00000536;A
2005;41;NC;SEPARACIONES;2748.00000536;A
2004;C01;00;SEPARACIONES;14276.001079;A
2004;C01;NC;SEPARACIONES;14276.001079;A
2004;04;00;SEPARACIONES;1112.00024;A
2004;04;NC;SEPARACIONES;1112.00024;A
2004;11;00;SEPARACIONES;2093.000459;A
2004;11;NC;SEPARACIONES;2093.000459;A
2004;14;00;SEPARACIONES;1267.00032;A
2004;14;NC;SEPARACIONES;1267.00032;A
2004;18;00;SEPARACIONES;1612.9995;A
2004;18;NC;SEPARACIONES;1612.9995;A
2004;21;00;SEPARACIONES;935.999804;A
2004;21;NC;SEPARACIONES;935.999804;A
2004;23;00;SEPARACIONES;895.000176;A
2004;23;NC;SEPARACIONES;895.000176;A
2004;29;00;SEPARACIONES;2906.000692;A
2004;29;NC;SEPARACIONES;2906.000692;A
2004;41;00;SEPARACIONES;3453.999888;A
2004;41;NC;SEPARACIONES;3453.999888;A
2003;C01;00;SEPARACIONES;12967.001106;A
2003;C01;NC;SEPARACIONES;12967.001106;A
2003;04;00;SEPARACIONES;910.999995;A
2003;04;NC;SEPARACIONES;910.999995;A
2003;11;00;SEPARACIONES;1905.00024;A
2003;11;NC;SEPARACIONES;1905.00024;A
2003;14;00;SEPARACIONES;1177.00044;A
2003;14;NC;SEPARACIONES;1177.00044;A
2003;18;00;SEPARACIONES;1573.999476;A
2003;18;NC;SEPARACIONES;1573.999476;A
2003;21;00;SEPARACIONES;761.00001;A
2003;21;NC;SEPARACIONES;761.00001;A
2003;23;00;SEPARACIONES;810.000224;A
2003;23;NC;SEPARACIONES;810.000224;A
2003;29;00;SEPARACIONES;2759.000618;A
2003;29;NC;SEPARACIONES;2759.000618;A
2003;41;00;SEPARACIONES;3070.000103;A
2003;41;NC;SEPARACIONES;3070.000103;A
2002;C01;00;SEPARACIONES;12611.000178;A
2002;C01;NC;SEPARACIONES;12611.000178;A
2002;04;00;SEPARACIONES;1013.99996;A
2002;04;NC;SEPARACIONES;1013.99996;A
2002;11;00;SEPARACIONES;1800.000576;A
2002;11;NC;SEPARACIONES;1800.000576;A
2002;14;00;SEPARACIONES;1117.999998;A
2002;14;NC;SEPARACIONES;1117.999998;A
2002;18;00;SEPARACIONES;1362.000035;A
2002;18;NC;SEPARACIONES;1362.000035;A
2002;21;00;SEPARACIONES;693.999885;A
2002;21;NC;SEPARACIONES;693.999885;A
2002;23;00;SEPARACIONES;793.999797;A
2002;23;NC;SEPARACIONES;793.999797;A
2002;29;00;SEPARACIONES;2621.999218;A
2002;29;NC;SEPARACIONES;2621.999218;A
2002;41;00;SEPARACIONES;3207.000709;A
2002;41;NC;SEPARACIONES;3207.000709;A
2001;C01;00;SEPARACIONES;10770.998593;A
2001;C01;NC;SEPARACIONES;10770.998593;A
2001;04;00;SEPARACIONES;733.999794;A
2001;04;NC;SEPARACIONES;733.999794;A
2001;11;00;SEPARACIONES;1631.99998;A
2001;11;NC;SEPARACIONES;1631.99998;A
2001;14;00;SEPARACIONES;1051.99975;A
2001;14;NC;SEPARACIONES;1051.99975;A
2001;18;00;SEPARACIONES;1143.999663;A
2001;18;NC;SEPARACIONES;1143.999663;A
2001;21;00;SEPARACIONES;718.99982;A
2001;21;NC;SEPARACIONES;718.99982;A
2001;23;00;SEPARACIONES;708.0;A
2001;23;NC;SEPARACIONES;708.0;A
2001;29;00;SEPARACIONES;2181.999582;A
2001;29;NC;SEPARACIONES;2181.999582;A
2001;41;00;SEPARACIONES;2600.000004;A
2001;41;NC;SEPARACIONES;2600.000004;A
2000;C01;00;SEPARACIONES;10759.000045;A
2000;C01;NC;SEPARACIONES;10759.000045;A
2000;04;00;SEPARACIONES;759.000089;A
2000;04;NC;SEPARACIONES;759.000089;A
2000;11;00;SEPARACIONES;1694.00028;A
2000;11;NC;SEPARACIONES;1694.00028;A
2000;14;00;SEPARACIONES;904.999872;A
2000;14;NC;SEPARACIONES;904.999872;A
2000;18;00;SEPARACIONES;1188.000051;A
2000;18;NC;SEPARACIONES;1188.000051;A
2000;21;00;SEPARACIONES;655.000038;A
2000;21;NC;SEPARACIONES;655.000038;A
2000;23;00;SEPARACIONES;667.000116;A
2000;23;NC;SEPARACIONES;667.000116;A
2000;29;00;SEPARACIONES;2343.999334;A
2000;29;NC;SEPARACIONES;2343.999334;A
2000;41;00;SEPARACIONES;2547.000265;A
2000;41;NC;SEPARACIONES;2547.000265;A
1999;C01;00;SEPARACIONES;9376.389167;A
1999;C01;NC;SEPARACIONES;9376.389167;A
1999;04;00;SEPARACIONES;638.000217;A
1999;04;NC;SEPARACIONES;638.000217;A
1999;11;00;SEPARACIONES;1402.999689;A
1999;11;NC;SEPARACIONES;1402.999689;A
1999;14;00;SEPARACIONES;865.999735;A
1999;14;NC;SEPARACIONES;865.999735;A
1999;18;00;SEPARACIONES;1033.000086;A
1999;18;NC;SEPARACIONES;1033.000086;A
1999;21;00;SEPARACIONES;549.999954;A
1999;21;NC;SEPARACIONES;549.999954;A
1999;23;00;SEPARACIONES;601.0002;A
1999;23;NC;SEPARACIONES;601.0002;A
1999;29;00;SEPARACIONES;2020.999806;A
1999;29;NC;SEPARACIONES;2020.999806;A
1999;41;00;SEPARACIONES;2264.38948;A
1999;41;NC;SEPARACIONES;2264.38948;A
1998;C01;00;SEPARACIONES;9329.556592;A
1998;C01;NC;SEPARACIONES;9329.556592;A
1998;04;00;SEPARACIONES;673.999758;A
1998;04;NC;SEPARACIONES;673.999758;A
1998;11;00;SEPARACIONES;1387.9998;A
1998;11;NC;SEPARACIONES;1387.9998;A
1998;14;00;SEPARACIONES;894.99984;A
1998;14;NC;SEPARACIONES;894.99984;A
1998;18;00;SEPARACIONES;945.99972;A
1998;18;NC;SEPARACIONES;945.99972;A
1998;21;00;SEPARACIONES;570.000144;A
1998;21;NC;SEPARACIONES;570.000144;A
1998;23;00;SEPARACIONES;594.000154;A
1998;23;NC;SEPARACIONES;594.000154;A
1998;29;00;SEPARACIONES;1871.99972;A
1998;29;NC;SEPARACIONES;1871.99972;A
1998;41;00;SEPARACIONES;2390.557456;A
1998;41;NC;SEPARACIONES;2390.557456;A
2020;C01;00;NULIDADES;5.05742;A
2020;C01;NP;NULIDADES;5.05742;A
2020;04;00;NULIDADES;2.13486;A
2020;04;NP;NULIDADES;2.13486;A
2020;23;00;NULIDADES;2.92256;A
2020;23;NP;NULIDADES;2.92256;A
2019;C01;00;NULIDADES;13.00912;A
2019;C01;2;NULIDADES;4.12316;A
2019;C01;3;NULIDADES;6.54042;A
2019;C01;NP;NULIDADES;2.34554;A
2019;11;00;NULIDADES;6.54042;A
2019;11;3;NULIDADES;6.54042;A
2019;18;00;NULIDADES;2.39728;A
2019;18;2;NULIDADES;2.39728;A
2019;29;00;NULIDADES;2.34554;A
2019;29;NP;NULIDADES;2.34554;A
2019;41;00;NULIDADES;1.72588;A
2019;41;2;NULIDADES;1.72588;A
2018;C01;00;NULIDADES;15.9558;A
2018;C01;1;NULIDADES;4.1442;A
2018;C01;NP;NULIDADES;11.8116;A
2018;04;00;NULIDADES;1.6277;A
2018;04;NP;NULIDADES;1.6277;A
2018;11;00;NULIDADES;8.7124;A
2018;11;1;NULIDADES;2.1781;A
2018;11;NP;NULIDADES;6.5343;A
2018;14;00;NULIDADES;1.312;A
2018;14;NP;NULIDADES;1.312;A
2018;18;00;NULIDADES;2.3376;A
2018;18;NP;NULIDADES;2.3376;A
2018;29;00;NULIDADES;1.9661;A
2018;29;1;NULIDADES;1.9661;A
2017;C01;00;NULIDADES;18.7654;A
2017;C01;NP;NULIDADES;18.7654;A
2017;04;00;NULIDADES;1.5212;A
2017;04;NP;NULIDADES;1.5212;A
2017;14;00;NULIDADES;1.523;A
2017;14;NP;NULIDADES;1.523;A
2017;18;00;NULIDADES;4.0304;A
2017;18;NP;NULIDADES;4.0304;A
2017;23;00;NULIDADES;4.0944;A
2017;23;NP;NULIDADES;4.0944;A
2017;29;00;NULIDADES;4.8474;A
2017;29;NP;NULIDADES;4.8474;A
2017;41;00;NULIDADES;2.749;A
2017;41;NP;NULIDADES;2.749;A
2016;C01;00;NULIDADES;13.6103;A
2016;C01;2;NULIDADES;3.0215;A
2016;C01;NP;NULIDADES;10.5888;A
2016;04;00;NULIDADES;1.3299;A
2016;04;NP;NULIDADES;1.3299;A
2016;14;00;NULIDADES;1.3049;A
2016;14;NP;NULIDADES;1.3049;A
2016;18;00;NULIDADES;1.7288;A
2016;18;NP;NULIDADES;1.7288;A
2016;21;00;NULIDADES;3.4584;A
2016;21;2;NULIDADES;1.7292;A
2016;21;NP;NULIDADES;1.7292;A
2016;23;00;NULIDADES;1.4948;A
2016;23;NP;NULIDADES;1.4948;A
2016;29;00;NULIDADES;3.0012;A
2016;29;NP;NULIDADES;3.0012;A
2016;41;00;NULIDADES;1.2923;A
2016;41;2;NULIDADES;1.2923;A
2015;C01;00;NULIDADES;29.5612;A
2015;C01;1;NULIDADES;1.3598;A
2015;C01;2;NULIDADES;13.2765;A
2015;C01;NP;NULIDADES;14.9249;A
2015;04;00;NULIDADES;3.1572;A
2015;04;NP;NULIDADES;3.1572;A
2015;11;00;NULIDADES;4.7814;A
2015;11;2;NULIDADES;3.1876;A
2015;11;NP;NULIDADES;1.5938;A
2015;18;00;NULIDADES;3.438;A
2015;18;2;NULIDADES;1.719;A
2015;18;NP;NULIDADES;1.719;A
2015;21;00;NULIDADES;2.9718;A
2015;21;2;NULIDADES;1.4859;A
2015;21;NP;NULIDADES;1.4859;A
2015;29;00;NULIDADES;8.4138;A
2015;29;2;NULIDADES;2.8046;A
2015;29;NP;NULIDADES;5.6092;A
2015;41;00;NULIDADES;6.799;A
