TEMPORAL;TERRITORIO;NUMHIJOSMENORED;INDICATOR;OBS_VALUE;FREQ
2017;41;000;SEPARACIONES;189.3126;A
2017;41;0;SEPARACIONES;104.0936;A
2017;41;1;SEPARACIONES;39.8605;A
2017;41;2;SEPARACIONES;37.1115;A
2017;41;3;SEPARACIONES;5.498;A
2017;41;4;SEPARACIONES;2.749;A
2016;C01;000;SEPARACIONES;902.9587;A
2016;C01;0;SEPARACIONES;477.4809;A
2016;C01;1;SEPARACIONES;222.0151;A
2016;C01;2;SEPARACIONES;168.2046;A
2016;C01;3;SEPARACIONES;33.9658;A
2016;C01;4;SEPARACIONES;1.2923;A
2016;04;000;SEPARACIONES;42.5671;A
2016;04;0;SEPARACIONES;19.9588;A
2016;04;1;SEPARACIONES;14.6289;A
2016;04;2;SEPARACIONES;6.6495;A
2016;04;3;SEPARACIONES;1.3299;A
2016;11;000;SEPARACIONES;139.4344;A
2016;11;0;SEPARACIONES;68.4874;A
2016;11;1;SEPARACIONES;40.9916;A
2016;11;2;SEPARACIONES;28.3788;A
2016;11;3;SEPARACIONES;1.5766;A
2016;14;000;SEPARACIONES;115.2214;A
2016;14;0;SEPARACIONES;52.5862;A
2016;14;1;SEPARACIONES;32.6225;A
2016;14;2;SEPARACIONES;23.4882;A
2016;14;3;SEPARACIONES;6.5245;A
2016;18;000;SEPARACIONES;106.728;A
2016;18;0;SEPARACIONES;56.5928;A
2016;18;1;SEPARACIONES;25.932;A
2016;18;2;SEPARACIONES;17.288;A
2016;18;3;SEPARACIONES;6.9152;A
2016;21;000;SEPARACIONES;50.6884;A
2016;21;0;SEPARACIONES;33.3964;A
2016;21;1;SEPARACIONES;8.646;A
2016;21;2;SEPARACIONES;5.1876;A
2016;21;3;SEPARACIONES;3.4584;A
2016;23;000;SEPARACIONES;72.7504;A
2016;23;0;SEPARACIONES;45.844;A
2016;23;1;SEPARACIONES;14.948;A
2016;23;2;SEPARACIONES;8.9688;A
2016;23;3;SEPARACIONES;2.9896;A
2016;29;000;SEPARACIONES;172.0624;A
2016;29;0;SEPARACIONES;94.0312;A
2016;29;1;SEPARACIONES;39.0156;A
2016;29;2;SEPARACIONES;33.0132;A
2016;29;3;SEPARACIONES;6.0024;A
2016;41;000;SEPARACIONES;203.5066;A
2016;41;0;SEPARACIONES;106.5841;A
2016;41;1;SEPARACIONES;45.2305;A
2016;41;2;SEPARACIONES;45.2305;A
2016;41;3;SEPARACIONES;5.1692;A
2016;41;4;SEPARACIONES;1.2923;A
2015;C01;000;SEPARACIONES;899.1127;A
2015;C01;0;SEPARACIONES;454.8428;A
2015;C01;1;SEPARACIONES;206.4049;A
2015;C01;2;SEPARACIONES;174.8718;A
2015;C01;3;SEPARACIONES;53.8521;A
2015;C01;4;SEPARACIONES;7.7813;A
2015;C01;05MAS;SEPARACIONES;1.3598;A
2015;04;000;SEPARACIONES;56.0604;A
2015;04;0;SEPARACIONES;30.8028;A
2015;04;1;SEPARACIONES;12.6288;A
2015;04;2;SEPARACIONES;11.0502;A
2015;04;3;SEPARACIONES;1.5786;A
2015;11;000;SEPARACIONES;133.4995;A
2015;11;0;SEPARACIONES;61.7785;A
2015;11;1;SEPARACIONES;39.845;A
2015;11;2;SEPARACIONES;22.3132;A
2015;11;3;SEPARACIONES;7.969;A
2015;11;4;SEPARACIONES;1.5938;A
2015;14;000;SEPARACIONES;117.3954;A
2015;14;0;SEPARACIONES;44.4099;A
2015;14;1;SEPARACIONES;25.3215;A
2015;14;2;SEPARACIONES;40.2165;A
2015;14;3;SEPARACIONES;2.979;A
2015;14;4;SEPARACIONES;4.4685;A
2015;18;000;SEPARACIONES;108.1972;A
2015;18;0;SEPARACIONES;60.0652;A
2015;18;1;SEPARACIONES;22.347;A
2015;18;2;SEPARACIONES;15.471;A
2015;18;3;SEPARACIONES;8.595;A
2015;18;4;SEPARACIONES;1.719;A
2015;21;000;SEPARACIONES;40.5241;A
2015;21;0;SEPARACIONES;19.7215;A
2015;21;1;SEPARACIONES;14.859;A
2015;21;2;SEPARACIONES;5.9436;A
2015;23;000;SEPARACIONES;81.3217;A
2015;23;0;SEPARACIONES;38.7869;A
2015;23;1;SEPARACIONES;18.2292;A
2015;23;2;SEPARACIONES;13.6719;A
2015;23;3;SEPARACIONES;10.6337;A
2015;29;000;SEPARACIONES;173.1336;A
2015;29;0;SEPARACIONES;94.6048;A
2015;29;1;SEPARACIONES;36.4598;A
2015;29;2;SEPARACIONES;30.8506;A
2015;29;3;SEPARACIONES;11.2184;A
2015;41;000;SEPARACIONES;188.9808;A
2015;41;0;SEPARACIONES;104.6732;A
2015;41;1;SEPARACIONES;36.7146;A
2015;41;2;SEPARACIONES;35.3548;A
2015;41;3;SEPARACIONES;10.8784;A
2015;41;05MAS;SEPARACIONES;1.3598;A
2014;C01;000;SEPARACIONES;1033.68097;A
2014;C01;0;SEPARACIONES;501.1155;A
2014;C01;1;SEPARACIONES;258.1684;A
2014;C01;2;SEPARACIONES;236.11905;A
2014;C01;3;SEPARACIONES;33.84314;A
2014;C01;4;SEPARACIONES;4.43488;A
2014;04;000;SEPARACIONES;57.933;A
2014;04;0;SEPARACIONES;21.195;A
2014;04;1;SEPARACIONES;18.369;A
2014;04;2;SEPARACIONES;12.717;A
2014;04;3;SEPARACIONES;4.239;A
2014;04;4;SEPARACIONES;1.413;A
2014;11;000;SEPARACIONES;162.30564;A
2014;11;0;SEPARACIONES;87.16414;A
2014;11;1;SEPARACIONES;36.06792;A
2014;11;2;SEPARACIONES;30.0566;A
2014;11;3;SEPARACIONES;7.51415;A
2014;11;4;SEPARACIONES;1.50283;A
2014;14;000;SEPARACIONES;113.25196;A
2014;14;0;SEPARACIONES;51.62957;A
2014;14;1;SEPARACIONES;29.97846;A
2014;14;2;SEPARACIONES;28.31299;A
2014;14;3;SEPARACIONES;3.33094;A
2014;18;000;SEPARACIONES;138.23355;A
2014;18;0;SEPARACIONES;74.43345;A
2014;18;1;SEPARACIONES;36.4572;A
2014;18;2;SEPARACIONES;21.2667;A
2014;18;3;SEPARACIONES;4.55715;A
2014;18;4;SEPARACIONES;1.51905;A
2014;21;000;SEPARACIONES;57.99901;A
2014;21;0;SEPARACIONES;29.70681;A
2014;21;1;SEPARACIONES;15.56071;A
2014;21;2;SEPARACIONES;12.73149;A
2014;23;000;SEPARACIONES;74.8578;A
2014;23;0;SEPARACIONES;42.5662;A
2014;23;1;SEPARACIONES;16.1458;A
2014;23;2;SEPARACIONES;13.2102;A
2014;23;3;SEPARACIONES;2.9356;A
2014;29;000;SEPARACIONES;207.69645;A
2014;29;0;SEPARACIONES;77.2824;A
2014;29;1;SEPARACIONES;57.9618;A
2014;29;2;SEPARACIONES;67.6221;A
2014;29;3;SEPARACIONES;4.83015;A
2014;41;000;SEPARACIONES;221.40356;A
2014;41;0;SEPARACIONES;117.13793;A
2014;41;1;SEPARACIONES;47.62751;A
2014;41;2;SEPARACIONES;50.20197;A
2014;41;3;SEPARACIONES;6.43615;A
2013;C01;000;SEPARACIONES;974.08657;A
2013;C01;0;SEPARACIONES;439.69164;A
2013;C01;1;SEPARACIONES;276.77832;A
2013;C01;2;SEPARACIONES;222.38185;A
2013;C01;3;SEPARACIONES;31.07814;A
2013;C01;4;SEPARACIONES;4.15662;A
2013;04;000;SEPARACIONES;64.0302;A
2013;04;0;SEPARACIONES;22.9852;A
2013;04;1;SEPARACIONES;27.9106;A
2013;04;2;SEPARACIONES;11.4926;A
2013;04;3;SEPARACIONES;1.6418;A
2013;11;000;SEPARACIONES;161.1555;A
2013;11;0;SEPARACIONES;68.85735;A
2013;11;1;SEPARACIONES;45.41655;A
2013;11;2;SEPARACIONES;39.55635;A
2013;11;3;SEPARACIONES;7.32525;A
2013;14;000;SEPARACIONES;97.66512;A
2013;14;0;SEPARACIONES;35.26796;A
2013;14;1;SEPARACIONES;31.19858;A
2013;14;2;SEPARACIONES;23.05982;A
2013;14;3;SEPARACIONES;6.7823;A
2013;14;4;SEPARACIONES;1.35646;A
2013;18;000;SEPARACIONES;103.65564;A
2013;18;0;SEPARACIONES;54.5556;A
2013;18;1;SEPARACIONES;21.82224;A
2013;18;2;SEPARACIONES;19.09446;A
2013;18;3;SEPARACIONES;6.81945;A
2013;18;4;SEPARACIONES;1.36389;A
2013;21;000;SEPARACIONES;66.06842;A
2013;21;0;SEPARACIONES;24.41659;A
2013;21;1;SEPARACIONES;20.10778;A
2013;21;2;SEPARACIONES;17.23524;A
2013;21;3;SEPARACIONES;2.87254;A
2013;21;4;SEPARACIONES;1.43627;A
2013;23;000;SEPARACIONES;88.90119;A
2013;23;0;SEPARACIONES;39.51164;A
2013;23;1;SEPARACIONES;26.81147;A
2013;23;2;SEPARACIONES;22.57808;A
2013;29;000;SEPARACIONES;186.693;A
2013;29;0;SEPARACIONES;90.4743;A
2013;29;1;SEPARACIONES;51.6996;A
2013;29;2;SEPARACIONES;40.2108;A
2013;29;3;SEPARACIONES;4.3083;A
2013;41;000;SEPARACIONES;205.9175;A
2013;41;0;SEPARACIONES;103.623;A
2013;41;1;SEPARACIONES;51.8115;A
2013;41;2;SEPARACIONES;49.1545;A
2013;41;3;SEPARACIONES;1.3285;A
2012;C01;000;SEPARACIONES;1325.99833;A
2012;C01;0;SEPARACIONES;615.48143;A
2012;C01;1;SEPARACIONES;338.4834;A
2012;C01;2;SEPARACIONES;312.17917;A
2012;C01;3;SEPARACIONES;51.40521;A
2012;C01;4;SEPARACIONES;2.03194;A
2012;C01;05MAS;SEPARACIONES;6.41718;A
2012;04;000;SEPARACIONES;81.0995;A
2012;04;0;SEPARACIONES;29.73194;A
2012;04;1;SEPARACIONES;27.94033;A
2012;04;2;SEPARACIONES;23.42723;A
2012;11;000;SEPARACIONES;217.75166;A
2012;11;0;SEPARACIONES;84.84476;A
2012;11;1;SEPARACIONES;48.06214;A
2012;11;2;SEPARACIONES;61.82966;A
2012;11;3;SEPARACIONES;20.98316;A
2012;11;4;SEPARACIONES;2.03194;A
2012;14;000;SEPARACIONES;108.2448;A
2012;14;0;SEPARACIONES;47.88036;A
2012;14;1;SEPARACIONES;33.5358;A
2012;14;2;SEPARACIONES;20.0052;A
2012;14;3;SEPARACIONES;6.82344;A
2012;18;000;SEPARACIONES;139.01817;A
2012;18;0;SEPARACIONES;61.65197;A
2012;18;1;SEPARACIONES;45.46504;A
2012;18;2;SEPARACIONES;27.31684;A
2012;18;3;SEPARACIONES;4.58432;A
2012;21;000;SEPARACIONES;60.6245;A
2012;21;0;SEPARACIONES;31.89379;A
2012;21;1;SEPARACIONES;26.40638;A
2012;21;2;SEPARACIONES;2.32433;A
2012;23;000;SEPARACIONES;141.41699;A
2012;23;0;SEPARACIONES;63.24626;A
2012;23;1;SEPARACIONES;32.58879;A
2012;23;2;SEPARACIONES;38.75171;A
2012;23;3;SEPARACIONES;4.2316;A
2012;23;05MAS;SEPARACIONES;2.59863;A
2012;29;000;SEPARACIONES;271.91439;A
2012;29;0;SEPARACIONES;139.93425;A
2012;29;1;SEPARACIONES;54.52947;A
2012;29;2;SEPARACIONES;73.75263;A
2012;29;3;SEPARACIONES;3.69804;A
2012;41;000;SEPARACIONES;305.92832;A
2012;41;0;SEPARACIONES;156.2981;A
2012;41;1;SEPARACIONES;69.95545;A
2012;41;2;SEPARACIONES;64.77157;A
2012;41;3;SEPARACIONES;11.08465;A
2012;41;05MAS;SEPARACIONES;3.81855;A
2011;C01;000;SEPARACIONES;1399.03667512;A
2011;C01;0;SEPARACIONES;597.61326934;A
2011;C01;1;SEPARACIONES;395.66964198;A
2011;C01;2;SEPARACIONES;362.53823608;A
2011;C01;3;SEPARACIONES;37.77740571;A
2011;C01;4;SEPARACIONES;1.39980475;A
2011;C01;05MAS;SEPARACIONES;4.03831726;A
2011;04;000;SEPARACIONES;85.45557379;A
2011;04;0;SEPARACIONES;48.10559752;A
2011;04;1;SEPARACIONES;19.75055026;A
2011;04;2;SEPARACIONES;14.60111634;A
2011;04;3;SEPARACIONES;2.99830967;A
2011;11;000;SEPARACIONES;246.54489022;A
2011;11;0;SEPARACIONES;110.60361406;A
2011;11;1;SEPARACIONES;67.5891639;A
2011;11;2;SEPARACIONES;68.35211226;A
2011;14;000;SEPARACIONES;180.74680224;A
2011;14;0;SEPARACIONES;80.54059843;A
2011;14;1;SEPARACIONES;43.80398053;A
2011;14;2;SEPARACIONES;46.60359003;A
2011;14;3;SEPARACIONES;6.99902375;A
2011;14;4;SEPARACIONES;1.39980475;A
2011;14;05MAS;SEPARACIONES;1.39980475;A
2011;18;000;SEPARACIONES;166.89356225;A
2011;18;0;SEPARACIONES;57.28424747;A
2011;18;1;SEPARACIONES;46.73019743;A
2011;18;2;SEPARACIONES;53.56486235;A
2011;18;3;SEPARACIONES;6.67574249;A
2011;18;05MAS;SEPARACIONES;2.63851251;A
2011;21;000;SEPARACIONES;59.07766582;A
2011;21;0;SEPARACIONES;27.27707942;A
2011;21;1;SEPARACIONES;23.8504398;A
2011;21;2;SEPARACIONES;6.44231094;A
2011;21;3;SEPARACIONES;1.50783566;A
2011;23;000;SEPARACIONES;112.55728429;A
2011;23;0;SEPARACIONES;53.86105854;A
2011;23;1;SEPARACIONES;23.4784903;A
2011;23;2;SEPARACIONES;35.21773545;A
2011;29;000;SEPARACIONES;242.68781176;A
2011;29;0;SEPARACIONES;93.38138165;A
2011;29;1;SEPARACIONES;80.35851551;A
2011;29;2;SEPARACIONES;61.78601971;A
2011;29;3;SEPARACIONES;7.16189489;A
2011;41;000;SEPARACIONES;305.07308475;A
2011;41;0;SEPARACIONES;126.55969225;A
2011;41;1;SEPARACIONES;90.10830425;A
2011;41;2;SEPARACIONES;75.970489;A
2011;41;3;SEPARACIONES;12.43459925;A
2010;C01;000;SEPARACIONES;1530.47424568;A
2010;C01;1;SEPARACIONES;447.94742009;A
2010;C01;2;SEPARACIONES;416.94888787;A
2010;C01;3;SEPARACIONES;57.05293315;A
2010;C01;4;SEPARACIONES;10.89592969;A
2010;C01;05MAS;SEPARACIONES;597.62907488;A
2010;04;000;SEPARACIONES;67.26164627;A
2010;04;1;SEPARACIONES;34.77162333;A
2010;04;2;SEPARACIONES;21.6295921;A
2010;04;05MAS;SEPARACIONES;10.86043084;A
2010;11;000;SEPARACIONES;276.67635717;A
2010;11;1;SEPARACIONES;73.59114228;A
2010;11;2;SEPARACIONES;91.08713589;A
2010;11;3;SEPARACIONES;5.83199787;A
2010;11;05MAS;SEPARACIONES;106.16608113;A
2010;14;000;SEPARACIONES;201.9348937;A
2010;14;1;SEPARACIONES;65.57628038;A
2010;14;2;SEPARACIONES;59.11832732;A
2010;14;3;SEPARACIONES;10.2987048;A
2010;14;4;SEPARACIONES;2.58885124;A
2010;14;05MAS;SEPARACIONES;64.35272996;A
2010;18;000;SEPARACIONES;185.5777762;A
2010;18;1;SEPARACIONES;44.23264926;A
2010;18;2;SEPARACIONES;45.59399835;A
2010;18;3;SEPARACIONES;3.94716595;A
2010;18;4;SEPARACIONES;3.94716595;A
2010;18;05MAS;SEPARACIONES;87.85679669;A
2010;21;000;SEPARACIONES;67.9660588;A
2010;21;1;SEPARACIONES;18.9051928;A
2010;21;2;SEPARACIONES;18.57121372;A
2010;21;3;SEPARACIONES;2.2732549;A
2010;21;05MAS;SEPARACIONES;28.21639738;A
2010;23;000;SEPARACIONES;120.14646873;A
2010;23;1;SEPARACIONES;31.55864653;A
2010;23;2;SEPARACIONES;26.44925821;A
2010;23;3;SEPARACIONES;9.44343463;A
2010;23;4;SEPARACIONES;3.02495558;A
2010;23;05MAS;SEPARACIONES;49.67017378;A
2010;29;000;SEPARACIONES;269.07493748;A
2010;29;1;SEPARACIONES;71.60155021;A
2010;29;2;SEPARACIONES;76.96455449;A
2010;29;3;SEPARACIONES;12.35414566;A
2010;29;4;SEPARACIONES;1.33495692;A
2010;29;05MAS;SEPARACIONES;106.8197302;A
2010;41;000;SEPARACIONES;341.83610733;A
2010;41;1;SEPARACIONES;107.7103353;A
2010;41;2;SEPARACIONES;77.53480779;A
2010;41;3;SEPARACIONES;12.90422934;A
2010;41;05MAS;SEPARACIONES;143.6867349;A
2009;C01;000;SEPARACIONES;1592.640000016;A
2009;C01;0;SEPARACIONES;624.7443944896;A
2009;C01;1;SEPARACIONES;444.4180267469;A
2009;C01;2;SEPARACIONES;423.0097372119;A
2009;C01;3;SEPARACIONES;82.2255454984;A
2009;C01;4;SEPARACIONES;15.9059130905;A
2009;C01;05MAS;SEPARACIONES;2.3363829787;A
2009;04;000;SEPARACIONES;82.4700000021;A
2009;04;0;SEPARACIONES;38.5559148946;A
2009;04;1;SEPARACIONES;23.5301276602;A
2009;04;2;SEPARACIONES;18.2865106387;A
2009;04;3;SEPARACIONES;2.0974468086;A
2009;11;000;SEPARACIONES;275.3500000001;A
2009;11;0;SEPARACIONES;100.6985106381;A
2009;11;1;SEPARACIONES;73.8359574469;A
2009;11;2;SEPARACIONES;87.936170213;A
2009;11;3;SEPARACIONES;10.5429787234;A
2009;11;05MAS;SEPARACIONES;2.3363829787;A
2009;14;000;SEPARACIONES;191.580000002;A
2009;14;0;SEPARACIONES;58.528639176;A
2009;14;1;SEPARACIONES;55.882837114;A
2009;14;2;SEPARACIONES;62.97806598;A
2009;14;3;SEPARACIONES;8.312857732;A
2009;14;4;SEPARACIONES;5.8776;A
2009;18;000;SEPARACIONES;187.1600000002;A
2009;18;0;SEPARACIONES;61.5446634616;A
2009;18;1;SEPARACIONES;56.9721634616;A
2009;18;2;SEPARACIONES;55.8290384616;A
2009;18;3;SEPARACIONES;9.8364423077;A
2009;18;4;SEPARACIONES;2.9776923077;A
2009;21;000;SEPARACIONES;80.0000000014;A
2009;21;0;SEPARACIONES;41.1759420296;A
2009;21;1;SEPARACIONES;25.3879347831;A
2009;21;2;SEPARACIONES;13.4361231887;A
2009;23;000;SEPARACIONES;140.120000003;A
2009;23;0;SEPARACIONES;50.9846666677;A
2009;23;1;SEPARACIONES;38.7396666677;A
2009;23;2;SEPARACIONES;40.4343333341;A
2009;23;3;SEPARACIONES;9.9613333335;A
2009;29;000;SEPARACIONES;262.8999999998;A
2009;29;0;SEPARACIONES;119.3358974358;A
2009;29;1;SEPARACIONES;68.282051282;A
2009;29;2;SEPARACIONES;62.5974358974;A
2009;29;3;SEPARACIONES;8.2282051282;A
2009;29;4;SEPARACIONES;4.4564102564;A
2009;41;000;SEPARACIONES;373.0600000074;A
2009;41;0;SEPARACIONES;153.9201601862;A
2009;41;1;SEPARACIONES;101.7872883314;A
2009;41;2;SEPARACIONES;81.5120594984;A
2009;41;3;SEPARACIONES;33.246281465;A
2009;41;4;SEPARACIONES;2.5942105264;A
2008;C01;000;SEPARACIONES;1692.7371674121;A
2008;C01;0;SEPARACIONES;701.71555322;A
2008;C01;1;SEPARACIONES;502.4927584006;A
2008;C01;2;SEPARACIONES;401.879498771;A
2008;C01;3;SEPARACIONES;62.7326211368;A
2008;C01;4;SEPARACIONES;14.5595897545;A
2008;C01;05MAS;SEPARACIONES;9.3571461292;A
2008;04;000;SEPARACIONES;96.2877203913;A
2008;04;0;SEPARACIONES;53.222850336;A
2008;04;1;SEPARACIONES;28.3449874416;A
2008;04;2;SEPARACIONES;9.3671980269;A
2008;04;3;SEPARACIONES;4.0145134401;A
2008;04;4;SEPARACIONES;1.3381711467;A
2008;11;000;SEPARACIONES;285.8106521385;A
2008;11;0;SEPARACIONES;114.5572460104;A
2008;11;1;SEPARACIONES;87.5398441799;A
2008;11;2;SEPARACIONES;68.013912961;A
2008;11;3;SEPARACIONES;9.5972131561;A
2008;11;05MAS;SEPARACIONES;6.1024358311;A
2008;14;000;SEPARACIONES;227.038028358;A
2008;14;0;SEPARACIONES;98.7761424808;A
2008;14;1;SEPARACIONES;59.962626711;A
2008;14;2;SEPARACIONES;55.9138001307;A
2008;14;3;SEPARACIONES;7.9096130047;A
2008;14;4;SEPARACIONES;4.4758460308;A
2008;18;000;SEPARACIONES;182.40095509;A
2008;18;0;SEPARACIONES;76.1344305849;A
2008;18;1;SEPARACIONES;54.204984733;A
2008;18;2;SEPARACIONES;48.021917158;A
2008;18;3;SEPARACIONES;1.0305112625;A
2008;18;4;SEPARACIONES;3.0091113516;A
2008;21;000;SEPARACIONES;100.3696713296;A
2008;21;0;SEPARACIONES;30.2985790212;A
2008;21;1;SEPARACIONES;47.4218027978;A
2008;21;2;SEPARACIONES;18.8246447553;A
2008;21;3;SEPARACIONES;3.8246447553;A
2008;23;000;SEPARACIONES;135.4196187528;A
2008;23;0;SEPARACIONES;45.843136005;A
2008;23;1;SEPARACIONES;52.3164494262;A
2008;23;2;SEPARACIONES;25.8820897956;A
2008;23;3;SEPARACIONES;11.377943526;A
2008;29;000;SEPARACIONES;266.3862143614;A
2008;29;0;SEPARACIONES;120.554250908;A
2008;29;1;SEPARACIONES;70.0548379994;A
2008;29;2;SEPARACIONES;62.2217003632;A
2008;29;3;SEPARACIONES;9.2777125454;A
2008;29;4;SEPARACIONES;2.2777125454;A
2008;29;05MAS;SEPARACIONES;2.0;A
2008;41;000;SEPARACIONES;399.0243069905;A
2008;41;0;SEPARACIONES;162.3289178737;A
2008;41;1;SEPARACIONES;102.6472251117;A
2008;41;2;SEPARACIONES;113.6342355803;A
2008;41;3;SEPARACIONES;15.7004694467;A
2008;41;4;SEPARACIONES;3.45874868;A
2008;41;05MAS;SEPARACIONES;1.2547102981;A
2007;C01;000;SEPARACIONES;2252.190000142;A
2007;C01;0;SEPARACIONES;885.79541058;A
2007;C01;1;SEPARACIONES;656.883226045;A
2007;C01;2;SEPARACIONES;583.919057451;A
2007;C01;3;SEPARACIONES;106.535398424;A
2007;C01;4;SEPARACIONES;14.300134914;A
2007;C01;05MAS;SEPARACIONES;4.756772728;A
2007;04;000;SEPARACIONES;121.410000006;A
2007;04;0;SEPARACIONES;45.86727273;A
2007;04;1;SEPARACIONES;29.200909092;A
2007;04;2;SEPARACIONES;44.490000002;A
2007;04;3;SEPARACIONES;1.851818182;A
2007;11;000;SEPARACIONES;345.03999999;A
2007;11;0;SEPARACIONES;139.785569618;A
2007;11;1;SEPARACIONES;112.648909441;A
2007;11;2;SEPARACIONES;67.02331061;A
2007;11;3;SEPARACIONES;25.582210321;A
2007;14;000;SEPARACIONES;269.900000005;A
2007;14;0;SEPARACIONES;93.947272729;A
2007;14;1;SEPARACIONES;88.063636365;A
2007;14;2;SEPARACIONES;74.005454547;A
2007;14;3;SEPARACIONES;13.883636364;A
2007;18;000;SEPARACIONES;229.899999993;A
2007;18;0;SEPARACIONES;100.806504062;A
2007;18;1;SEPARACIONES;60.236585364;A
2007;18;2;SEPARACIONES;59.211382112;A
2007;18;3;SEPARACIONES;7.113821138;A
2007;18;4;SEPARACIONES;2.531707317;A
2007;21;000;SEPARACIONES;120.089999991;A
2007;21;0;SEPARACIONES;42.648113205;A
2007;21;1;SEPARACIONES;49.091320752;A
2007;21;2;SEPARACIONES;22.520943393;A
2007;21;3;SEPARACIONES;5.829622641;A
2007;23;000;SEPARACIONES;213.10999998;A
2007;23;0;SEPARACIONES;68.76891025;A
2007;23;1;SEPARACIONES;59.37814102;A
2007;23;2;SEPARACIONES;55.38538461;A
2007;23;3;SEPARACIONES;24.17955128;A
2007;23;4;SEPARACIONES;2.81051282;A
2007;23;05MAS;SEPARACIONES;2.5875;A
2007;29;000;SEPARACIONES;424.9200001;A
2007;29;0;SEPARACIONES;179.33441353;A
2007;29;1;SEPARACIONES;108.567985362;A
2007;29;2;SEPARACIONES;116.321155456;A
2007;29;3;SEPARACIONES;17.44253666;A
2007;29;4;SEPARACIONES;1.084636364;A
2007;29;05MAS;SEPARACIONES;2.169272728;A
2007;41;000;SEPARACIONES;527.820000077;A
2007;41;0;SEPARACIONES;214.637354456;A
2007;41;1;SEPARACIONES;149.695738649;A
2007;41;2;SEPARACIONES;144.961426721;A
2007;41;3;SEPARACIONES;10.652201838;A
2007;41;4;SEPARACIONES;7.873278413;A
2006;C01;000;SEPARACIONES;4085.709783;A
2006;C01;NC;SEPARACIONES;4085.709783;A
2006;04;000;SEPARACIONES;267.840027;A
2006;04;NC;SEPARACIONES;267.840027;A
2006;11;000;SEPARACIONES;640.770013;A
2006;11;NC;SEPARACIONES;640.770013;A
2006;14;000;SEPARACIONES;451.979978;A
2006;14;NC;SEPARACIONES;451.979978;A
2006;18;000;SEPARACIONES;537.299946;A
2006;18;NC;SEPARACIONES;537.299946;A
2006;21;000;SEPARACIONES;286.899984;A
2006;21;NC;SEPARACIONES;286.899984;A
2006;23;000;SEPARACIONES;326.429937;A
2006;23;NC;SEPARACIONES;326.429937;A
2006;29;000;SEPARACIONES;657.509904;A
2006;29;NC;SEPARACIONES;657.509904;A
2006;41;000;SEPARACIONES;916.979994;A
2006;41;NC;SEPARACIONES;916.979994;A
2005;C01;000;SEPARACIONES;11613.00000646;A
2005;C01;NC;SEPARACIONES;11613.00000646;A
2005;04;000;SEPARACIONES;808.99999851;A
2005;04;NC;SEPARACIONES;808.99999851;A
2005;11;000;SEPARACIONES;1853.00000467;A
2005;11;NC;SEPARACIONES;1853.00000467;A
2005;14;000;SEPARACIONES;1087.99999705;A
2005;14;NC;SEPARACIONES;1087.99999705;A
2005;18;000;SEPARACIONES;1255.99999686;A
2005;18;NC;SEPARACIONES;1255.99999686;A
2005;21;000;SEPARACIONES;779.00000184;A
2005;21;NC;SEPARACIONES;779.00000184;A
2005;23;000;SEPARACIONES;816.99999969;A
2005;23;NC;SEPARACIONES;816.99999969;A
2005;29;000;SEPARACIONES;2263.00000248;A
2005;29;NC;SEPARACIONES;2263.00000248;A
2005;41;000;SEPARACIONES;2748.00000536;A
2005;41;NC;SEPARACIONES;2748.00000536;A
2004;C01;000;SEPARACIONES;14276.001079;A
2004;C01;NC;SEPARACIONES;14276.001079;A
2004;04;000;SEPARACIONES;1112.00024;A
2004;04;NC;SEPARACIONES;1112.00024;A
2004;11;000;SEPARACIONES;2093.000459;A
2004;11;NC;SEPARACIONES;2093.000459;A
2004;14;000;SEPARACIONES;1267.00032;A
2004;14;NC;SEPARACIONES;1267.00032;A
2004;18;000;SEPARACIONES;1612.9995;A
2004;18;NC;SEPARACIONES;1612.9995;A
2004;21;000;SEPARACIONES;935.999804;A
2004;21;NC;SEPARACIONES;935.999804;A
2004;23;000;SEPARACIONES;895.000176;A
2004;23;NC;SEPARACIONES;895.000176;A
2004;29;000;SEPARACIONES;2906.000692;A
2004;29;NC;SEPARACIONES;2906.000692;A
2004;41;000;SEPARACIONES;3453.999888;A
2004;41;NC;SEPARACIONES;3453.999888;A
2003;C01;000;SEPARACIONES;12967.001106;A
2003;C01;NC;SEPARACIONES;12967.001106;A
2003;04;000;SEPARACIONES;910.999995;A
2003;04;NC;SEPARACIONES;910.999995;A
2003;11;000;SEPARACIONES;1905.00024;A
2003;11;NC;SEPARACIONES;1905.00024;A
2003;14;000;SEPARACIONES;1177.00044;A
2003;14;NC;SEPARACIONES;1177.00044;A
2003;18;000;SEPARACIONES;1573.999476;A
2003;18;NC;SEPARACIONES;1573.999476;A
2003;21;000;SEPARACIONES;761.00001;A
2003;21;NC;SEPARACIONES;761.00001;A
2003;23;000;SEPARACIONES;810.000224;A
2003;23;NC;SEPARACIONES;810.000224;A
2003;29;000;SEPARACIONES;2759.000618;A
2003;29;NC;SEPARACIONES;2759.000618;A
2003;41;000;SEPARACIONES;3070.000103;A
2003;41;NC;SEPARACIONES;3070.000103;A
2002;C01;000;SEPARACIONES;12611.000178;A
2002;C01;NC;SEPARACIONES;12611.000178;A
2002;04;000;SEPARACIONES;1013.99996;A
2002;04;NC;SEPARACIONES;1013.99996;A
2002;11;000;SEPARACIONES;1800.000576;A
2002;11;NC;SEPARACIONES;1800.000576;A
