TEMPORAL;TERRITORIO;SEXO;SEXOC2;INDICATOR;OBS_VALUE;FREQ
2005;C01;00;00;NULIDADES;37.00000001;A
2005;C01;00;06;NULIDADES;37.00000001;A
2005;C01;01;00;NULIDADES;37.00000001;A
2005;C01;01;06;NULIDADES;37.00000001;A
2005;04;00;00;NULIDADES;7.0;A
2005;04;00;06;NULIDADES;7.0;A
2005;04;01;00;NULIDADES;7.0;A
2005;04;01;06;NULIDADES;7.0;A
2005;11;00;00;NULIDADES;3.0;A
2005;11;00;06;NULIDADES;3.0;A
2005;11;01;00;NULIDADES;3.0;A
2005;11;01;06;NULIDADES;3.0;A
2005;14;00;00;NULIDADES;3.0;A
2005;14;00;06;NULIDADES;3.0;A
2005;14;01;00;NULIDADES;3.0;A
2005;14;01;06;NULIDADES;3.0;A
2005;18;00;00;NULIDADES;1.0;A
2005;18;00;06;NULIDADES;1.0;A
2005;18;01;00;NULIDADES;1.0;A
2005;18;01;06;NULIDADES;1.0;A
2005;21;00;00;NULIDADES;1.0;A
2005;21;00;06;NULIDADES;1.0;A
2005;21;01;00;NULIDADES;1.0;A
2005;21;01;06;NULIDADES;1.0;A
2005;23;00;00;NULIDADES;1.0;A
2005;23;00;06;NULIDADES;1.0;A
2005;23;01;00;NULIDADES;1.0;A
2005;23;01;06;NULIDADES;1.0;A
2005;29;00;00;NULIDADES;13.00000001;A
2005;29;00;06;NULIDADES;13.00000001;A
2005;29;01;00;NULIDADES;13.00000001;A
2005;29;01;06;NULIDADES;13.00000001;A
2005;41;00;00;NULIDADES;8.0;A
2005;41;00;06;NULIDADES;8.0;A
2005;41;01;00;NULIDADES;8.0;A
2005;41;01;06;NULIDADES;8.0;A
2004;C01;00;00;NULIDADES;33.000001;A
2004;C01;00;06;NULIDADES;33.000001;A
2004;C01;01;00;NULIDADES;33.000001;A
2004;C01;01;06;NULIDADES;33.000001;A
2004;04;00;00;NULIDADES;1.0;A
2004;04;00;06;NULIDADES;1.0;A
2004;04;01;00;NULIDADES;1.0;A
2004;04;01;06;NULIDADES;1.0;A
2004;11;00;00;NULIDADES;6.0;A
2004;11;00;06;NULIDADES;6.0;A
2004;11;01;00;NULIDADES;6.0;A
2004;11;01;06;NULIDADES;6.0;A
2004;14;00;00;NULIDADES;2.0;A
2004;14;00;06;NULIDADES;2.0;A
2004;14;01;00;NULIDADES;2.0;A
2004;14;01;06;NULIDADES;2.0;A
2004;18;00;00;NULIDADES;4.0;A
2004;18;00;06;NULIDADES;4.0;A
2004;18;01;00;NULIDADES;4.0;A
2004;18;01;06;NULIDADES;4.0;A
2004;23;00;00;NULIDADES;2.0;A
2004;23;00;06;NULIDADES;2.0;A
2004;23;01;00;NULIDADES;2.0;A
2004;23;01;06;NULIDADES;2.0;A
2004;29;00;00;NULIDADES;7.0;A
2004;29;00;06;NULIDADES;7.0;A
2004;29;01;00;NULIDADES;7.0;A
2004;29;01;06;NULIDADES;7.0;A
2004;41;00;00;NULIDADES;11.000001;A
2004;41;00;06;NULIDADES;11.000001;A
2004;41;01;00;NULIDADES;11.000001;A
2004;41;01;06;NULIDADES;11.000001;A
2003;C01;00;00;NULIDADES;43.0;A
2003;C01;00;06;NULIDADES;43.0;A
2003;C01;01;00;NULIDADES;43.0;A
2003;C01;01;06;NULIDADES;43.0;A
2003;04;00;00;NULIDADES;6.0;A
2003;04;00;06;NULIDADES;6.0;A
2003;04;01;00;NULIDADES;6.0;A
2003;04;01;06;NULIDADES;6.0;A
2003;11;00;00;NULIDADES;6.0;A
2003;11;00;06;NULIDADES;6.0;A
2003;11;01;00;NULIDADES;6.0;A
2003;11;01;06;NULIDADES;6.0;A
2003;14;00;00;NULIDADES;5.0;A
2003;14;00;06;NULIDADES;5.0;A
2003;14;01;00;NULIDADES;5.0;A
2003;14;01;06;NULIDADES;5.0;A
2003;18;00;00;NULIDADES;2.0;A
2003;18;00;06;NULIDADES;2.0;A
2003;18;01;00;NULIDADES;2.0;A
2003;18;01;06;NULIDADES;2.0;A
2003;21;00;00;NULIDADES;2.0;A
2003;21;00;06;NULIDADES;2.0;A
2003;21;01;00;NULIDADES;2.0;A
2003;21;01;06;NULIDADES;2.0;A
2003;23;00;00;NULIDADES;0.0;A
2003;23;00;06;NULIDADES;0.0;A
2003;23;01;00;NULIDADES;0.0;A
2003;23;01;06;NULIDADES;0.0;A
2003;29;00;00;NULIDADES;16.0;A
2003;29;00;06;NULIDADES;16.0;A
2003;29;01;00;NULIDADES;16.0;A
2003;29;01;06;NULIDADES;16.0;A
2003;41;00;00;NULIDADES;6.0;A
2003;41;00;06;NULIDADES;6.0;A
2003;41;01;00;NULIDADES;6.0;A
2003;41;01;06;NULIDADES;6.0;A
2002;C01;00;00;NULIDADES;29.0;A
2002;C01;00;06;NULIDADES;29.0;A
2002;C01;01;00;NULIDADES;29.0;A
2002;C01;01;06;NULIDADES;29.0;A
2002;04;00;00;NULIDADES;3.0;A
2002;04;00;06;NULIDADES;3.0;A
2002;04;01;00;NULIDADES;3.0;A
2002;04;01;06;NULIDADES;3.0;A
2002;11;00;00;NULIDADES;5.0;A
2002;11;00;06;NULIDADES;5.0;A
2002;11;01;00;NULIDADES;5.0;A
2002;11;01;06;NULIDADES;5.0;A
2002;14;00;00;NULIDADES;2.0;A
2002;14;00;06;NULIDADES;2.0;A
2002;14;01;00;NULIDADES;2.0;A
2002;14;01;06;NULIDADES;2.0;A
2002;18;00;00;NULIDADES;1.0;A
2002;18;00;06;NULIDADES;1.0;A
2002;18;01;00;NULIDADES;1.0;A
2002;18;01;06;NULIDADES;1.0;A
2002;23;00;00;NULIDADES;1.0;A
2002;23;00;06;NULIDADES;1.0;A
2002;23;01;00;NULIDADES;1.0;A
2002;23;01;06;NULIDADES;1.0;A
2002;29;00;00;NULIDADES;11.0;A
2002;29;00;06;NULIDADES;11.0;A
2002;29;01;00;NULIDADES;11.0;A
2002;29;01;06;NULIDADES;11.0;A
2002;41;00;00;NULIDADES;6.0;A
2002;41;00;06;NULIDADES;6.0;A
2002;41;01;00;NULIDADES;6.0;A
2002;41;01;06;NULIDADES;6.0;A
2001;C01;00;00;NULIDADES;18.0;A
2001;C01;00;06;NULIDADES;18.0;A
2001;C01;01;00;NULIDADES;18.0;A
2001;C01;01;06;NULIDADES;18.0;A
2001;04;00;00;NULIDADES;3.0;A
2001;04;00;06;NULIDADES;3.0;A
2001;04;01;00;NULIDADES;3.0;A
2001;04;01;06;NULIDADES;3.0;A
2001;11;00;00;NULIDADES;4.0;A
2001;11;00;06;NULIDADES;4.0;A
2001;11;01;00;NULIDADES;4.0;A
2001;11;01;06;NULIDADES;4.0;A
2001;14;00;00;NULIDADES;4.0;A
2001;14;00;06;NULIDADES;4.0;A
2001;14;01;00;NULIDADES;4.0;A
2001;14;01;06;NULIDADES;4.0;A
2001;18;00;00;NULIDADES;4.0;A
2001;18;00;06;NULIDADES;4.0;A
2001;18;01;00;NULIDADES;4.0;A
2001;18;01;06;NULIDADES;4.0;A
2001;29;00;00;NULIDADES;2.0;A
2001;29;00;06;NULIDADES;2.0;A
2001;29;01;00;NULIDADES;2.0;A
2001;29;01;06;NULIDADES;2.0;A
2001;41;00;00;NULIDADES;1.0;A
2001;41;00;06;NULIDADES;1.0;A
2001;41;01;00;NULIDADES;1.0;A
2001;41;01;06;NULIDADES;1.0;A
2000;C01;00;00;NULIDADES;20.0;A
2000;C01;00;06;NULIDADES;20.0;A
2000;C01;01;00;NULIDADES;20.0;A
2000;C01;01;06;NULIDADES;20.0;A
2000;11;00;00;NULIDADES;2.0;A
2000;11;00;06;NULIDADES;2.0;A
2000;11;01;00;NULIDADES;2.0;A
2000;11;01;06;NULIDADES;2.0;A
2000;18;00;00;NULIDADES;5.0;A
2000;18;00;06;NULIDADES;5.0;A
2000;18;01;00;NULIDADES;5.0;A
2000;18;01;06;NULIDADES;5.0;A
2000;23;00;00;NULIDADES;2.0;A
2000;23;00;06;NULIDADES;2.0;A
2000;23;01;00;NULIDADES;2.0;A
2000;23;01;06;NULIDADES;2.0;A
2000;29;00;00;NULIDADES;6.0;A
2000;29;00;06;NULIDADES;6.0;A
2000;29;01;00;NULIDADES;6.0;A
2000;29;01;06;NULIDADES;6.0;A
2000;41;00;00;NULIDADES;5.0;A
2000;41;00;06;NULIDADES;5.0;A
2000;41;01;00;NULIDADES;5.0;A
2000;41;01;06;NULIDADES;5.0;A
1999;C01;00;00;NULIDADES;16.0;A
1999;C01;00;06;NULIDADES;16.0;A
1999;C01;01;00;NULIDADES;16.0;A
1999;C01;01;06;NULIDADES;16.0;A
1999;11;00;00;NULIDADES;2.0;A
1999;11;00;06;NULIDADES;2.0;A
1999;11;01;00;NULIDADES;2.0;A
1999;11;01;06;NULIDADES;2.0;A
1999;14;00;00;NULIDADES;1.0;A
1999;14;00;06;NULIDADES;1.0;A
1999;14;01;00;NULIDADES;1.0;A
1999;14;01;06;NULIDADES;1.0;A
1999;18;00;00;NULIDADES;1.0;A
1999;18;00;06;NULIDADES;1.0;A
1999;18;01;00;NULIDADES;1.0;A
1999;18;01;06;NULIDADES;1.0;A
1999;21;00;00;NULIDADES;1.0;A
1999;21;00;06;NULIDADES;1.0;A
1999;21;01;00;NULIDADES;1.0;A
1999;21;01;06;NULIDADES;1.0;A
1999;23;00;00;NULIDADES;2.0;A
1999;23;00;06;NULIDADES;2.0;A
1999;23;01;00;NULIDADES;2.0;A
1999;23;01;06;NULIDADES;2.0;A
1999;29;00;00;NULIDADES;2.0;A
1999;29;00;06;NULIDADES;2.0;A
1999;29;01;00;NULIDADES;2.0;A
1999;29;01;06;NULIDADES;2.0;A
1999;41;00;00;NULIDADES;7.0;A
1999;41;00;06;NULIDADES;7.0;A
1999;41;01;00;NULIDADES;7.0;A
1999;41;01;06;NULIDADES;7.0;A
1998;C01;00;00;NULIDADES;18.0;A
1998;C01;00;06;NULIDADES;18.0;A
1998;C01;01;00;NULIDADES;18.0;A
1998;C01;01;06;NULIDADES;18.0;A
1998;11;00;00;NULIDADES;1.0;A
1998;11;00;06;NULIDADES;1.0;A
1998;11;01;00;NULIDADES;1.0;A
1998;11;01;06;NULIDADES;1.0;A
1998;18;00;00;NULIDADES;3.0;A
1998;18;00;06;NULIDADES;3.0;A
1998;18;01;00;NULIDADES;3.0;A
1998;18;01;06;NULIDADES;3.0;A
1998;21;00;00;NULIDADES;1.0;A
1998;21;00;06;NULIDADES;1.0;A
1998;21;01;00;NULIDADES;1.0;A
1998;21;01;06;NULIDADES;1.0;A
1998;23;00;00;NULIDADES;1.0;A
1998;23;00;06;NULIDADES;1.0;A
1998;23;01;00;NULIDADES;1.0;A
1998;23;01;06;NULIDADES;1.0;A
1998;29;00;00;NULIDADES;5.0;A
1998;29;00;06;NULIDADES;5.0;A
1998;29;01;00;NULIDADES;5.0;A
1998;29;01;06;NULIDADES;5.0;A
1998;41;00;00;NULIDADES;7.0;A
1998;41;00;06;NULIDADES;7.0;A
1998;41;01;00;NULIDADES;7.0;A
1998;41;01;06;NULIDADES;7.0;A
