D_TERRITORIO_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
143;2010;Población 25-34 años educ super. HOMBRES;20.1;A
143;2011;Población 25-34 años educ super. HOMBRES;21.9;A
143;2012;Población 25-34 años educ super. HOMBRES;23.2;A
143;2013;Población 25-34 años educ super. HOMBRES;24.5;A
143;2014;Población 25-34 años educ super. HOMBRES;24.9;A
143;2015;Población 25-34 años educ super. HOMBRES;24.3;A
143;2016;Población 25-34 años educ super. HOMBRES;26.5;A
143;2017;Población 25-34 años educ super. HOMBRES;27.5;A
143;2018;Población 25-34 años educ super. HOMBRES;26.3;A
143;2019;Población 25-34 años educ super. HOMBRES;26.0;A
143;2020;Población 25-34 años educ super. HOMBRES;26.1;A
143;2021;Población 25-34 años educ super. HOMBRES;27.1;A
107;2004;Población 25-34 años educ super. HOMBRES;34.3;A
107;2005;Población 25-34 años educ super. HOMBRES;35.3;A
107;2006;Población 25-34 años educ super. HOMBRES;36.2;A
107;2007;Población 25-34 años educ super. HOMBRES;32.1;A
107;2008;Población 25-34 años educ super. HOMBRES;32.5;A
107;2009;Población 25-34 años educ super. HOMBRES;30.5;A
107;2010;Población 25-34 años educ super. HOMBRES;30.5;A
107;2011;Población 25-34 años educ super. HOMBRES;30.8;A
107;2012;Población 25-34 años educ super. HOMBRES;31.1;A
107;2013;Población 25-34 años educ super. HOMBRES;32.4;A
107;2014;Población 25-34 años educ super. HOMBRES;34.4;A
107;2015;Población 25-34 años educ super. HOMBRES;34.6;A
107;2016;Población 25-34 años educ super. HOMBRES;38.0;A
107;2017;Población 25-34 años educ super. HOMBRES;37.5;A
107;2018;Población 25-34 años educ super. HOMBRES;37.7;A
107;2019;Población 25-34 años educ super. HOMBRES;38.9;A
107;2020;Población 25-34 años educ super. HOMBRES;39.0;A
107;2021;Población 25-34 años educ super. HOMBRES;40.6;A
126;2004;Población 25-34 años educ super. HOMBRES;23.3;A
126;2005;Población 25-34 años educ super. HOMBRES;22.8;A
126;2006;Población 25-34 años educ super. HOMBRES;21.6;A
126;2007;Población 25-34 años educ super. HOMBRES;21.9;A
126;2008;Población 25-34 años educ super. HOMBRES;23.0;A
126;2009;Población 25-34 años educ super. HOMBRES;24.4;A
126;2010;Población 25-34 años educ super. HOMBRES;24.8;A
126;2011;Población 25-34 años educ super. HOMBRES;25.6;A
126;2012;Población 25-34 años educ super. HOMBRES;26.8;A
126;2013;Población 25-34 años educ super. HOMBRES;27.9;A
126;2014;Población 25-34 años educ super. HOMBRES;28.0;A
126;2015;Población 25-34 años educ super. HOMBRES;28.6;A
126;2016;Población 25-34 años educ super. HOMBRES;29.6;A
126;2017;Población 25-34 años educ super. HOMBRES;30.2;A
126;2018;Población 25-34 años educ super. HOMBRES;31.1;A
126;2019;Población 25-34 años educ super. HOMBRES;32.1;A
126;2020;Población 25-34 años educ super. HOMBRES;34.1;A
126;2021;Población 25-34 años educ super. HOMBRES;33.9;A
141;2004;Población 25-34 años educ super. HOMBRES;21.1;A
141;2005;Población 25-34 años educ super. HOMBRES;27.4;A
141;2006;Población 25-34 años educ super. HOMBRES;28.1;A
141;2007;Población 25-34 años educ super. HOMBRES;26.1;A
141;2008;Población 25-34 años educ super. HOMBRES;29.9;A
141;2009;Población 25-34 años educ super. HOMBRES;27.6;A
141;2010;Población 25-34 años educ super. HOMBRES;28.5;A
141;2011;Población 25-34 años educ super. HOMBRES;29.8;A
141;2012;Población 25-34 años educ super. HOMBRES;29.5;A
141;2013;Población 25-34 años educ super. HOMBRES;29.7;A
141;2014;Población 25-34 años educ super. HOMBRES;31.6;A
141;2015;Población 25-34 años educ super. HOMBRES;28.3;A
141;2016;Población 25-34 años educ super. HOMBRES;29.5;A
141;2017;Población 25-34 años educ super. HOMBRES;31.3;A
141;2018;Población 25-34 años educ super. HOMBRES;31.3;A
141;2019;Población 25-34 años educ super. HOMBRES;28.5;A
141;2020;Población 25-34 años educ super. HOMBRES;29.7;A
141;2021;Población 25-34 años educ super. HOMBRES;33.1;A
113;2004;Población 25-34 años educ super. HOMBRES;36.2;A
113;2005;Población 25-34 años educ super. HOMBRES;36.0;A
113;2006;Población 25-34 años educ super. HOMBRES;37.1;A
113;2007;Población 25-34 años educ super. HOMBRES;40.0;A
113;2008;Población 25-34 años educ super. HOMBRES;40.3;A
113;2009;Población 25-34 años educ super. HOMBRES;42.9;A
113;2010;Población 25-34 años educ super. HOMBRES;43.2;A
113;2011;Población 25-34 años educ super. HOMBRES;41.9;A
113;2012;Población 25-34 años educ super. HOMBRES;43.8;A
113;2013;Población 25-34 años educ super. HOMBRES;45.9;A
113;2014;Población 25-34 años educ super. HOMBRES;46.0;A
113;2015;Población 25-34 años educ super. HOMBRES;47.1;A
113;2016;Población 25-34 años educ super. HOMBRES;47.3;A
113;2017;Población 25-34 años educ super. HOMBRES;49.4;A
113;2018;Población 25-34 años educ super. HOMBRES;52.1;A
113;2019;Población 25-34 años educ super. HOMBRES;51.5;A
113;2020;Población 25-34 años educ super. HOMBRES;54.5;A
113;2021;Población 25-34 años educ super. HOMBRES;57.4;A
111;2004;Población 25-34 años educ super. HOMBRES;22.2;A
111;2005;Población 25-34 años educ super. HOMBRES;22.0;A
111;2006;Población 25-34 años educ super. HOMBRES;23.6;A
111;2007;Población 25-34 años educ super. HOMBRES;24.6;A
111;2008;Población 25-34 años educ super. HOMBRES;24.0;A
111;2009;Población 25-34 años educ super. HOMBRES;24.4;A
111;2010;Población 25-34 años educ super. HOMBRES;25.5;A
111;2011;Población 25-34 años educ super. HOMBRES;27.2;A
111;2012;Población 25-34 años educ super. HOMBRES;29.4;A
111;2013;Población 25-34 años educ super. HOMBRES;31.9;A
111;2014;Población 25-34 años educ super. HOMBRES;33.1;A
111;2015;Población 25-34 años educ super. HOMBRES;34.0;A
111;2016;Población 25-34 años educ super. HOMBRES;34.0;A
111;2017;Población 25-34 años educ super. HOMBRES;35.1;A
111;2018;Población 25-34 años educ super. HOMBRES;35.0;A
111;2019;Población 25-34 años educ super. HOMBRES;35.1;A
111;2020;Población 25-34 años educ super. HOMBRES;36.7;A
111;2021;Población 25-34 años educ super. HOMBRES;37.7;A
110;2004;Población 25-34 años educ super. HOMBRES;35.3;A
110;2005;Población 25-34 años educ super. HOMBRES;35.9;A
110;2006;Población 25-34 años educ super. HOMBRES;36.6;A
110;2007;Población 25-34 años educ super. HOMBRES;36.8;A
110;2008;Población 25-34 años educ super. HOMBRES;36.1;A
110;2009;Población 25-34 años educ super. HOMBRES;38.5;A
110;2010;Población 25-34 años educ super. HOMBRES;38.1;A
110;2011;Población 25-34 años educ super. HOMBRES;38.6;A
110;2012;Población 25-34 años educ super. HOMBRES;38.1;A
110;2013;Población 25-34 años educ super. HOMBRES;39.2;A
110;2014;Población 25-34 años educ super. HOMBRES;40.1;A
110;2015;Población 25-34 años educ super. HOMBRES;40.6;A
110;2016;Población 25-34 años educ super. HOMBRES;39.4;A
110;2017;Población 25-34 años educ super. HOMBRES;39.6;A
110;2018;Población 25-34 años educ super. HOMBRES;42.8;A
110;2019;Población 25-34 años educ super. HOMBRES;43.8;A
110;2020;Población 25-34 años educ super. HOMBRES;45.9;A
110;2021;Población 25-34 años educ super. HOMBRES;46.0;A
146;2004;Población 25-34 años educ super. HOMBRES;14.7;A
146;2005;Población 25-34 años educ super. HOMBRES;14.2;A
146;2006;Población 25-34 años educ super. HOMBRES;13.9;A
146;2007;Población 25-34 años educ super. HOMBRES;13.1;A
146;2008;Población 25-34 años educ super. HOMBRES;14.6;A
146;2009;Población 25-34 años educ super. HOMBRES;16.3;A
146;2010;Población 25-34 años educ super. HOMBRES;20.9;A
146;2011;Población 25-34 años educ super. HOMBRES;18.7;A
146;2012;Población 25-34 años educ super. HOMBRES;18.0;A
146;2013;Población 25-34 años educ super. HOMBRES;20.7;A
146;2014;Población 25-34 años educ super. HOMBRES;26.4;A
146;2015;Población 25-34 años educ super. HOMBRES;23.5;A
146;2016;Población 25-34 años educ super. HOMBRES;24.8;A
146;2017;Población 25-34 años educ super. HOMBRES;25.5;A
146;2018;Población 25-34 años educ super. HOMBRES;28.3;A
146;2019;Población 25-34 años educ super. HOMBRES;25.1;A
146;2020;Población 25-34 años educ super. HOMBRES;27.5;A
146;2021;Población 25-34 años educ super. HOMBRES;27.5;A
115;2004;Población 25-34 años educ super. HOMBRES;12.0;A
115;2005;Población 25-34 años educ super. HOMBRES;13.1;A
115;2006;Población 25-34 años educ super. HOMBRES;13.8;A
115;2007;Población 25-34 años educ super. HOMBRES;14.8;A
115;2008;Población 25-34 años educ super. HOMBRES;15.4;A
115;2009;Población 25-34 años educ super. HOMBRES;15.8;A
115;2010;Población 25-34 años educ super. HOMBRES;16.4;A
115;2011;Población 25-34 años educ super. HOMBRES;16.5;A
115;2012;Población 25-34 años educ super. HOMBRES;17.5;A
115;2013;Población 25-34 años educ super. HOMBRES;17.8;A
115;2014;Población 25-34 años educ super. HOMBRES;18.6;A
115;2015;Población 25-34 años educ super. HOMBRES;19.4;A
115;2016;Población 25-34 años educ super. HOMBRES;19.5;A
115;2017;Población 25-34 años educ super. HOMBRES;20.4;A
115;2018;Población 25-34 años educ super. HOMBRES;21.6;A
115;2019;Población 25-34 años educ super. HOMBRES;21.8;A
115;2020;Población 25-34 años educ super. HOMBRES;22.9;A
115;2021;Población 25-34 años educ super. HOMBRES;22.3;A
106;2004;Población 25-34 años educ super. HOMBRES;41.4;A
106;2005;Población 25-34 años educ super. HOMBRES;37.8;A
106;2006;Población 25-34 años educ super. HOMBRES;42.1;A
106;2007;Población 25-34 años educ super. HOMBRES;41.7;A
106;2008;Población 25-34 años educ super. HOMBRES;41.2;A
106;2009;Población 25-34 años educ super. HOMBRES;41.6;A
106;2010;Población 25-34 años educ super. HOMBRES;41.9;A
106;2011;Población 25-34 años educ super. HOMBRES;42.6;A
106;2012;Población 25-34 años educ super. HOMBRES;46.9;A
106;2013;Población 25-34 años educ super. HOMBRES;44.2;A
106;2014;Población 25-34 años educ super. HOMBRES;44.3;A
106;2015;Población 25-34 años educ super. HOMBRES;44.9;A
106;2016;Población 25-34 años educ super. HOMBRES;46.4;A
106;2017;Población 25-34 años educ super. HOMBRES;47.9;A
106;2018;Población 25-34 años educ super. HOMBRES;49.9;A
106;2019;Población 25-34 años educ super. HOMBRES;50.5;A
106;2020;Población 25-34 años educ super. HOMBRES;47.3;A
106;2021;Población 25-34 años educ super. HOMBRES;50.0;A
136;2004;Población 25-34 años educ super. HOMBRES;15.2;A
136;2005;Población 25-34 años educ super. HOMBRES;15.9;A
136;2006;Población 25-34 años educ super. HOMBRES;17.0;A
136;2007;Población 25-34 años educ super. HOMBRES;19.4;A
136;2008;Población 25-34 años educ super. HOMBRES;21.0;A
136;2009;Población 25-34 años educ super. HOMBRES;22.2;A
136;2010;Población 25-34 años educ super. HOMBRES;23.9;A
136;2011;Población 25-34 años educ super. HOMBRES;23.9;A
136;2012;Población 25-34 años educ super. HOMBRES;26.2;A
136;2013;Población 25-34 años educ super. HOMBRES;28.4;A
136;2014;Población 25-34 años educ super. HOMBRES;27.8;A
136;2015;Población 25-34 años educ super. HOMBRES;26.0;A
136;2016;Población 25-34 años educ super. HOMBRES;30.1;A
136;2017;Población 25-34 años educ super. HOMBRES;29.8;A
136;2018;Población 25-34 años educ super. HOMBRES;30.0;A
136;2019;Población 25-34 años educ super. HOMBRES;33.6;A
136;2020;Población 25-34 años educ super. HOMBRES;33.8;A
136;2021;Población 25-34 años educ super. HOMBRES;36.2;A
142;2004;Población 25-34 años educ super. HOMBRES;31.0;A
142;2005;Población 25-34 años educ super. HOMBRES;31.1;A
142;2006;Población 25-34 años educ super. HOMBRES;31.5;A
142;2007;Población 25-34 años educ super. HOMBRES;31.8;A
142;2008;Población 25-34 años educ super. HOMBRES;33.7;A
142;2009;Población 25-34 años educ super. HOMBRES;36.1;A
142;2010;Población 25-34 años educ super. HOMBRES;37.8;A
142;2011;Población 25-34 años educ super. HOMBRES;39.7;A
142;2012;Población 25-34 años educ super. HOMBRES;39.8;A
142;2013;Población 25-34 años educ super. HOMBRES;42.3;A
142;2014;Población 25-34 años educ super. HOMBRES;44.3;A
142;2015;Población 25-34 años educ super. HOMBRES;45.0;A
142;2016;Población 25-34 años educ super. HOMBRES;44.2;A
142;2017;Población 25-34 años educ super. HOMBRES;46.2;A
142;2018;Población 25-34 años educ super. HOMBRES;46.6;A
142;2019;Población 25-34 años educ super. HOMBRES;45.2;A
142;2020;Población 25-34 años educ super. HOMBRES;45.6;A
142;2021;Población 25-34 años educ super. HOMBRES;48.4;A
117;2004;Población 25-34 años educ super. HOMBRES;31.9;A
117;2005;Población 25-34 años educ super. HOMBRES;35.3;A
117;2006;Población 25-34 años educ super. HOMBRES;31.6;A
117;2007;Población 25-34 años educ super. HOMBRES;31.7;A
117;2008;Población 25-34 años educ super. HOMBRES;34.8;A
117;2009;Población 25-34 años educ super. HOMBRES;42.2;A
117;2010;Población 25-34 años educ super. HOMBRES;42.5;A
117;2011;Población 25-34 años educ super. HOMBRES;44.6;A
117;2012;Población 25-34 años educ super. HOMBRES;47.8;A
117;2013;Población 25-34 años educ super. HOMBRES;42.3;A
117;2014;Población 25-34 años educ super. HOMBRES;48.0;A
117;2015;Población 25-34 años educ super. HOMBRES;45.0;A
117;2016;Población 25-34 años educ super. HOMBRES;48.7;A
117;2017;Población 25-34 años educ super. HOMBRES;47.1;A
117;2018;Población 25-34 años educ super. HOMBRES;49.5;A
117;2019;Población 25-34 años educ super. HOMBRES;51.3;A
117;2020;Población 25-34 años educ super. HOMBRES;55.0;A
117;2021;Población 25-34 años educ super. HOMBRES;58.0;A
112;2004;Población 25-34 años educ super. HOMBRES;15.9;A
112;2005;Población 25-34 años educ super. HOMBRES;16.5;A
112;2006;Población 25-34 años educ super. HOMBRES;17.0;A
112;2007;Población 25-34 años educ super. HOMBRES;17.7;A
112;2008;Población 25-34 años educ super. HOMBRES;19.9;A
112;2009;Población 25-34 años educ super. HOMBRES;20.6;A
112;2010;Población 25-34 años educ super. HOMBRES;21.4;A
112;2011;Población 25-34 años educ super. HOMBRES;22.9;A
112;2012;Población 25-34 años educ super. HOMBRES;24.7;A
112;2013;Población 25-34 años educ super. HOMBRES;25.3;A
112;2014;Población 25-34 años educ super. HOMBRES;26.1;A
112;2015;Población 25-34 años educ super. HOMBRES;26.1;A
112;2016;Población 25-34 años educ super. HOMBRES;24.4;A
112;2017;Población 25-34 años educ super. HOMBRES;24.7;A
112;2018;Población 25-34 años educ super. HOMBRES;24.9;A
112;2019;Población 25-34 años educ super. HOMBRES;24.9;A
112;2020;Población 25-34 años educ super. HOMBRES;25.3;A
112;2021;Población 25-34 años educ super. HOMBRES;27.0;A
118;2004;Población 25-34 años educ super. HOMBRES;17.4;A
118;2005;Población 25-34 años educ super. HOMBRES;18.1;A
118;2006;Población 25-34 años educ super. HOMBRES;18.7;A
118;2007;Población 25-34 años educ super. HOMBRES;19.6;A
118;2008;Población 25-34 años educ super. HOMBRES;21.9;A
118;2009;Población 25-34 años educ super. HOMBRES;19.7;A
118;2010;Población 25-34 años educ super. HOMBRES;20.7;A
118;2011;Población 25-34 años educ super. HOMBRES;23.4;A
118;2012;Población 25-34 años educ super. HOMBRES;24.7;A
118;2013;Población 25-34 años educ super. HOMBRES;25.8;A
118;2014;Población 25-34 años educ super. HOMBRES;26.8;A
118;2015;Población 25-34 años educ super. HOMBRES;27.3;A
118;2016;Población 25-34 años educ super. HOMBRES;30.7;A
118;2017;Población 25-34 años educ super. HOMBRES;32.4;A
118;2018;Población 25-34 años educ super. HOMBRES;35.9;A
118;2019;Población 25-34 años educ super. HOMBRES;34.9;A
118;2020;Población 25-34 años educ super. HOMBRES;36.3;A
118;2021;Población 25-34 años educ super. HOMBRES;36.4;A
121;2004;Población 25-34 años educ super. HOMBRES;32.9;A
121;2005;Población 25-34 años educ super. HOMBRES;32.4;A
121;2006;Población 25-34 años educ super. HOMBRES;32.5;A
121;2007;Población 25-34 años educ super. HOMBRES;33.0;A
121;2008;Población 25-34 años educ super. HOMBRES;35.6;A
121;2009;Población 25-34 años educ super. HOMBRES;35.2;A
121;2010;Población 25-34 años educ super. HOMBRES;37.1;A
121;2011;Población 25-34 años educ super. HOMBRES;36.0;A
121;2012;Población 25-34 años educ super. HOMBRES;37.7;A
121;2013;Población 25-34 años educ super. HOMBRES;38.7;A
121;2014;Población 25-34 años educ super. HOMBRES;39.9;A
121;2015;Población 25-34 años educ super. HOMBRES;40.6;A
121;2016;Población 25-34 años educ super. HOMBRES;40.3;A
121;2017;Población 25-34 años educ super. HOMBRES;41.8;A
121;2018;Población 25-34 años educ super. HOMBRES;42.8;A
121;2019;Población 25-34 años educ super. HOMBRES;44.3;A
121;2020;Población 25-34 años educ super. HOMBRES;47.5;A
121;2021;Población 25-34 años educ super. HOMBRES;50.8;A
102;2004;Población 25-34 años educ super. HOMBRES;20.2;A
102;2005;Población 25-34 años educ super. HOMBRES;18.9;A
102;2006;Población 25-34 años educ super. HOMBRES;18.7;A
102;2007;Población 25-34 años educ super. HOMBRES;18.4;A
102;2008;Población 25-34 años educ super. HOMBRES;18.5;A
102;2009;Población 25-34 años educ super. HOMBRES;19.6;A
102;2010;Población 25-34 años educ super. HOMBRES;18.7;A
102;2011;Población 25-34 años educ super. HOMBRES;19.5;A
102;2012;Población 25-34 años educ super. HOMBRES;21.3;A
102;2013;Población 25-34 años educ super. HOMBRES;23.3;A
102;2014;Población 25-34 años educ super. HOMBRES;35.8;A
102;2015;Población 25-34 años educ super. HOMBRES;35.8;A
102;2016;Población 25-34 años educ super. HOMBRES;36.2;A
102;2017;Población 25-34 años educ super. HOMBRES;36.4;A
102;2018;Población 25-34 años educ super. HOMBRES;36.1;A
102;2019;Población 25-34 años educ super. HOMBRES;37.4;A
102;2020;Población 25-34 años educ super. HOMBRES;37.3;A
102;2021;Población 25-34 años educ super. HOMBRES;38.2;A
122;2004;Población 25-34 años educ super. HOMBRES;19.0;A
122;2005;Población 25-34 años educ super. HOMBRES;20.5;A
122;2006;Población 25-34 años educ super. HOMBRES;22.8;A
122;2007;Población 25-34 años educ super. HOMBRES;24.2;A
122;2008;Población 25-34 años educ super. HOMBRES;25.6;A
