D_TERRITORIO_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
126;2015;Proporcion Personas con Habilidades Digitales Avanzadas;35.0;A
126;2016;Proporcion Personas con Habilidades Digitales Avanzadas;33.0;A
126;2017;Proporcion Personas con Habilidades Digitales Avanzadas;37.0;A
126;2019;Proporcion Personas con Habilidades Digitales Avanzadas;39.0;A
126;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
126;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
141;2015;Proporcion Personas con Habilidades Digitales Avanzadas;37.0;A
141;2016;Proporcion Personas con Habilidades Digitales Avanzadas;35.0;A
141;2017;Proporcion Personas con Habilidades Digitales Avanzadas;35.0;A
141;2019;Proporcion Personas con Habilidades Digitales Avanzadas;37.0;A
141;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
141;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
113;2015;Proporcion Personas con Habilidades Digitales Avanzadas;25.0;A
113;2016;Proporcion Personas con Habilidades Digitales Avanzadas;25.0;A
113;2017;Proporcion Personas con Habilidades Digitales Avanzadas;28.0;A
113;2019;Proporcion Personas con Habilidades Digitales Avanzadas;34.0;A
113;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
113;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
111;2015;Proporcion Personas con Habilidades Digitales Avanzadas;16.0;A
111;2016;Proporcion Personas con Habilidades Digitales Avanzadas;19.0;A
111;2017;Proporcion Personas con Habilidades Digitales Avanzadas;22.0;A
111;2019;Proporcion Personas con Habilidades Digitales Avanzadas;23.0;A
111;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
111;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
110;2015;Proporcion Personas con Habilidades Digitales Avanzadas;27.0;A
110;2016;Proporcion Personas con Habilidades Digitales Avanzadas;28.0;A
110;2017;Proporcion Personas con Habilidades Digitales Avanzadas;29.0;A
110;2019;Proporcion Personas con Habilidades Digitales Avanzadas;31.0;A
110;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
110;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
146;2015;Proporcion Personas con Habilidades Digitales Avanzadas;30.0;A
146;2016;Proporcion Personas con Habilidades Digitales Avanzadas;33.0;A
146;2017;Proporcion Personas con Habilidades Digitales Avanzadas;21.0;A
146;2019;Proporcion Personas con Habilidades Digitales Avanzadas;35.0;A
146;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
146;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
115;2015;Proporcion Personas con Habilidades Digitales Avanzadas;19.0;A
115;2016;Proporcion Personas con Habilidades Digitales Avanzadas;19.0;A
115;2017;Proporcion Personas con Habilidades Digitales Avanzadas;;A
115;2019;Proporcion Personas con Habilidades Digitales Avanzadas;22.0;A
115;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
115;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
106;2015;Proporcion Personas con Habilidades Digitales Avanzadas;15.0;A
106;2016;Proporcion Personas con Habilidades Digitales Avanzadas;20.0;A
106;2017;Proporcion Personas con Habilidades Digitales Avanzadas;19.0;A
106;2019;Proporcion Personas con Habilidades Digitales Avanzadas;25.0;A
106;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
106;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
136;2015;Proporcion Personas con Habilidades Digitales Avanzadas;26.0;A
136;2016;Proporcion Personas con Habilidades Digitales Avanzadas;27.0;A
136;2017;Proporcion Personas con Habilidades Digitales Avanzadas;27.0;A
136;2019;Proporcion Personas con Habilidades Digitales Avanzadas;24.0;A
136;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
136;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
142;2015;Proporcion Personas con Habilidades Digitales Avanzadas;30.0;A
142;2016;Proporcion Personas con Habilidades Digitales Avanzadas;29.0;A
142;2017;Proporcion Personas con Habilidades Digitales Avanzadas;32.0;A
142;2019;Proporcion Personas con Habilidades Digitales Avanzadas;32.0;A
142;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
142;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
117;2015;Proporcion Personas con Habilidades Digitales Avanzadas;56.0;A
117;2016;Proporcion Personas con Habilidades Digitales Avanzadas;54.0;A
117;2017;Proporcion Personas con Habilidades Digitales Avanzadas;55.0;A
117;2019;Proporcion Personas con Habilidades Digitales Avanzadas;36.0;A
117;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
117;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
112;2015;Proporcion Personas con Habilidades Digitales Avanzadas;22.0;A
112;2016;Proporcion Personas con Habilidades Digitales Avanzadas;24.0;A
112;2017;Proporcion Personas con Habilidades Digitales Avanzadas;26.0;A
112;2019;Proporcion Personas con Habilidades Digitales Avanzadas;25.0;A
112;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
112;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
118;2015;Proporcion Personas con Habilidades Digitales Avanzadas;35.0;A
118;2016;Proporcion Personas con Habilidades Digitales Avanzadas;32.0;A
118;2017;Proporcion Personas con Habilidades Digitales Avanzadas;39.0;A
118;2019;Proporcion Personas con Habilidades Digitales Avanzadas;38.0;A
118;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
118;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
121;2015;Proporcion Personas con Habilidades Digitales Avanzadas;43.0;A
121;2016;Proporcion Personas con Habilidades Digitales Avanzadas;45.0;A
121;2017;Proporcion Personas con Habilidades Digitales Avanzadas;48.0;A
121;2019;Proporcion Personas con Habilidades Digitales Avanzadas;50.0;A
121;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
121;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
102;2015;Proporcion Personas con Habilidades Digitales Avanzadas;33.0;A
102;2016;Proporcion Personas con Habilidades Digitales Avanzadas;35.0;A
102;2017;Proporcion Personas con Habilidades Digitales Avanzadas;36.0;A
102;2019;Proporcion Personas con Habilidades Digitales Avanzadas;39.0;A
102;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
102;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
122;2015;Proporcion Personas con Habilidades Digitales Avanzadas;15.0;A
122;2016;Proporcion Personas con Habilidades Digitales Avanzadas;19.0;A
122;2017;Proporcion Personas con Habilidades Digitales Avanzadas;21.0;A
122;2019;Proporcion Personas con Habilidades Digitales Avanzadas;21.0;A
122;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
122;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
123;2015;Proporcion Personas con Habilidades Digitales Avanzadas;28.0;A
123;2016;Proporcion Personas con Habilidades Digitales Avanzadas;28.0;A
123;2017;Proporcion Personas con Habilidades Digitales Avanzadas;31.0;A
123;2019;Proporcion Personas con Habilidades Digitales Avanzadas;32.0;A
123;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
123;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
128;2015;Proporcion Personas con Habilidades Digitales Avanzadas;9.0;A
128;2016;Proporcion Personas con Habilidades Digitales Avanzadas;9.0;A
128;2017;Proporcion Personas con Habilidades Digitales Avanzadas;10.0;A
128;2019;Proporcion Personas con Habilidades Digitales Avanzadas;10.0;A
128;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
128;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
147;2015;Proporcion Personas con Habilidades Digitales Avanzadas;26.0;A
147;2016;Proporcion Personas con Habilidades Digitales Avanzadas;28.0;A
147;2017;Proporcion Personas con Habilidades Digitales Avanzadas;30.0;A
147;2019;Proporcion Personas con Habilidades Digitales Avanzadas;31.0;A
147;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
147;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
144;2015;Proporcion Personas con Habilidades Digitales Avanzadas;26.0;A
144;2016;Proporcion Personas con Habilidades Digitales Avanzadas;29.0;A
144;2017;Proporcion Personas con Habilidades Digitales Avanzadas;33.0;A
144;2019;Proporcion Personas con Habilidades Digitales Avanzadas;27.0;A
144;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
144;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
109;2015;Proporcion Personas con Habilidades Digitales Avanzadas;41.0;A
109;2016;Proporcion Personas con Habilidades Digitales Avanzadas;44.0;A
109;2017;Proporcion Personas con Habilidades Digitales Avanzadas;45.0;A
109;2019;Proporcion Personas con Habilidades Digitales Avanzadas;50.0;A
109;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
109;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
131;2015;Proporcion Personas con Habilidades Digitales Avanzadas;35.0;A
131;2016;Proporcion Personas con Habilidades Digitales Avanzadas;39.0;A
131;2017;Proporcion Personas con Habilidades Digitales Avanzadas;46.0;A
131;2019;Proporcion Personas con Habilidades Digitales Avanzadas;46.0;A
131;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
131;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
125;2015;Proporcion Personas con Habilidades Digitales Avanzadas;40.0;A
125;2016;Proporcion Personas con Habilidades Digitales Avanzadas;43.0;A
125;2017;Proporcion Personas con Habilidades Digitales Avanzadas;46.0;A
125;2019;Proporcion Personas con Habilidades Digitales Avanzadas;49.0;A
125;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
125;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
114;2015;Proporcion Personas con Habilidades Digitales Avanzadas;;A
114;2016;Proporcion Personas con Habilidades Digitales Avanzadas;;A
114;2017;Proporcion Personas con Habilidades Digitales Avanzadas;58.0;A
114;2019;Proporcion Personas con Habilidades Digitales Avanzadas;62.0;A
114;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
114;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
120;2015;Proporcion Personas con Habilidades Digitales Avanzadas;49.0;A
120;2016;Proporcion Personas con Habilidades Digitales Avanzadas;45.0;A
120;2017;Proporcion Personas con Habilidades Digitales Avanzadas;51.0;A
120;2019;Proporcion Personas con Habilidades Digitales Avanzadas;51.0;A
120;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
120;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
132;2015;Proporcion Personas con Habilidades Digitales Avanzadas;;A
132;2016;Proporcion Personas con Habilidades Digitales Avanzadas;;A
132;2017;Proporcion Personas con Habilidades Digitales Avanzadas;43.0;A
132;2019;Proporcion Personas con Habilidades Digitales Avanzadas;49.0;A
132;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
132;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
158;2015;Proporcion Personas con Habilidades Digitales Avanzadas;;A
158;2016;Proporcion Personas con Habilidades Digitales Avanzadas;;A
158;2017;Proporcion Personas con Habilidades Digitales Avanzadas;14.0;A
158;2019;Proporcion Personas con Habilidades Digitales Avanzadas;;A
158;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
158;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
156;2015;Proporcion Personas con Habilidades Digitales Avanzadas;14.0;A
156;2016;Proporcion Personas con Habilidades Digitales Avanzadas;13.0;A
156;2017;Proporcion Personas con Habilidades Digitales Avanzadas;12.0;A
156;2019;Proporcion Personas con Habilidades Digitales Avanzadas;15.0;A
156;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
156;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
101;2015;Proporcion Personas con Habilidades Digitales Avanzadas;;A
101;2016;Proporcion Personas con Habilidades Digitales Avanzadas;;A
101;2017;Proporcion Personas con Habilidades Digitales Avanzadas;;A
101;2019;Proporcion Personas con Habilidades Digitales Avanzadas;7.0;A
101;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
101;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
157;2015;Proporcion Personas con Habilidades Digitales Avanzadas;12.0;A
157;2016;Proporcion Personas con Habilidades Digitales Avanzadas;;A
157;2017;Proporcion Personas con Habilidades Digitales Avanzadas;19.0;A
157;2019;Proporcion Personas con Habilidades Digitales Avanzadas;20.0;A
157;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
157;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
436;2015;Proporcion Personas con Habilidades Digitales Avanzadas;12.0;A
436;2016;Proporcion Personas con Habilidades Digitales Avanzadas;16.0;A
436;2017;Proporcion Personas con Habilidades Digitales Avanzadas;20.0;A
436;2019;Proporcion Personas con Habilidades Digitales Avanzadas;24.0;A
436;2020;Proporcion Personas con Habilidades Digitales Avanzadas;;A
436;2021;Proporcion Personas con Habilidades Digitales Avanzadas;;A
C01;2015;estado Personas con Habilidades Digitales Avanzadas;;A
C01;2016;estado Personas con Habilidades Digitales Avanzadas;;A
C01;2017;estado Personas con Habilidades Digitales Avanzadas;;A
C01;2019;estado Personas con Habilidades Digitales Avanzadas;;A
C01;2020;estado Personas con Habilidades Digitales Avanzadas;;A
C01;2021;estado Personas con Habilidades Digitales Avanzadas;;A
108;2015;estado Personas con Habilidades Digitales Avanzadas;;A
108;2016;estado Personas con Habilidades Digitales Avanzadas;;A
108;2017;estado Personas con Habilidades Digitales Avanzadas;;A
108;2019;estado Personas con Habilidades Digitales Avanzadas;;A
108;2020;estado Personas con Habilidades Digitales Avanzadas;;A
108;2021;estado Personas con Habilidades Digitales Avanzadas;;A
UE28;2015;estado Personas con Habilidades Digitales Avanzadas;;A
UE28;2016;estado Personas con Habilidades Digitales Avanzadas;;A
UE28;2017;estado Personas con Habilidades Digitales Avanzadas;;A
UE28;2019;estado Personas con Habilidades Digitales Avanzadas;;A
UE28;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
UE28;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
UE27NRU;2015;estado Personas con Habilidades Digitales Avanzadas;;A
UE27NRU;2016;estado Personas con Habilidades Digitales Avanzadas;;A
UE27NRU;2017;estado Personas con Habilidades Digitales Avanzadas;;A
UE27NRU;2019;estado Personas con Habilidades Digitales Avanzadas;;A
UE27NRU;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
UE27NRU;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
UE27;2015;estado Personas con Habilidades Digitales Avanzadas;;A
UE27;2016;estado Personas con Habilidades Digitales Avanzadas;;A
UE27;2017;estado Personas con Habilidades Digitales Avanzadas;;A
UE27;2019;estado Personas con Habilidades Digitales Avanzadas;--;A
UE27;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
UE27;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
UE15;2015;estado Personas con Habilidades Digitales Avanzadas;;A
UE15;2016;estado Personas con Habilidades Digitales Avanzadas;;A
UE15;2017;estado Personas con Habilidades Digitales Avanzadas;;A
UE15;2019;estado Personas con Habilidades Digitales Avanzadas;--;A
UE15;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
UE15;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
103;2015;estado Personas con Habilidades Digitales Avanzadas;;A
103;2016;estado Personas con Habilidades Digitales Avanzadas;;A
103;2017;estado Personas con Habilidades Digitales Avanzadas;;A
103;2019;estado Personas con Habilidades Digitales Avanzadas;;A
103;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
103;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
104;2015;estado Personas con Habilidades Digitales Avanzadas;;A
104;2016;estado Personas con Habilidades Digitales Avanzadas;;A
104;2017;estado Personas con Habilidades Digitales Avanzadas;;A
104;2019;estado Personas con Habilidades Digitales Avanzadas;;A
104;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
104;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
143;2015;estado Personas con Habilidades Digitales Avanzadas;;A
143;2016;estado Personas con Habilidades Digitales Avanzadas;;A
143;2017;estado Personas con Habilidades Digitales Avanzadas;;A
143;2019;estado Personas con Habilidades Digitales Avanzadas;b;A
143;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
143;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
107;2015;estado Personas con Habilidades Digitales Avanzadas;;A
107;2016;estado Personas con Habilidades Digitales Avanzadas;;A
107;2017;estado Personas con Habilidades Digitales Avanzadas;;A
107;2019;estado Personas con Habilidades Digitales Avanzadas;;A
107;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
107;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
126;2015;estado Personas con Habilidades Digitales Avanzadas;;A
126;2016;estado Personas con Habilidades Digitales Avanzadas;;A
126;2017;estado Personas con Habilidades Digitales Avanzadas;;A
126;2019;estado Personas con Habilidades Digitales Avanzadas;;A
126;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
126;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
141;2015;estado Personas con Habilidades Digitales Avanzadas;;A
141;2016;estado Personas con Habilidades Digitales Avanzadas;;A
141;2017;estado Personas con Habilidades Digitales Avanzadas;;A
141;2019;estado Personas con Habilidades Digitales Avanzadas;;A
141;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
141;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
113;2015;estado Personas con Habilidades Digitales Avanzadas;;A
113;2016;estado Personas con Habilidades Digitales Avanzadas;;A
113;2017;estado Personas con Habilidades Digitales Avanzadas;;A
113;2019;estado Personas con Habilidades Digitales Avanzadas;;A
113;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
113;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
111;2015;estado Personas con Habilidades Digitales Avanzadas;;A
111;2016;estado Personas con Habilidades Digitales Avanzadas;;A
111;2017;estado Personas con Habilidades Digitales Avanzadas;;A
111;2019;estado Personas con Habilidades Digitales Avanzadas;;A
111;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
111;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
110;2015;estado Personas con Habilidades Digitales Avanzadas;;A
110;2016;estado Personas con Habilidades Digitales Avanzadas;;A
110;2017;estado Personas con Habilidades Digitales Avanzadas;;A
110;2019;estado Personas con Habilidades Digitales Avanzadas;;A
110;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
110;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
146;2015;estado Personas con Habilidades Digitales Avanzadas;;A
146;2016;estado Personas con Habilidades Digitales Avanzadas;;A
146;2017;estado Personas con Habilidades Digitales Avanzadas;;A
146;2019;estado Personas con Habilidades Digitales Avanzadas;;A
146;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
146;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
115;2015;estado Personas con Habilidades Digitales Avanzadas;;A
115;2016;estado Personas con Habilidades Digitales Avanzadas;;A
115;2017;estado Personas con Habilidades Digitales Avanzadas;--;A
115;2019;estado Personas con Habilidades Digitales Avanzadas;b;A
115;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
115;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
106;2015;estado Personas con Habilidades Digitales Avanzadas;;A
106;2016;estado Personas con Habilidades Digitales Avanzadas;;A
106;2017;estado Personas con Habilidades Digitales Avanzadas;;A
106;2019;estado Personas con Habilidades Digitales Avanzadas;;A
106;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
106;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
136;2015;estado Personas con Habilidades Digitales Avanzadas;;A
136;2016;estado Personas con Habilidades Digitales Avanzadas;b;A
136;2017;estado Personas con Habilidades Digitales Avanzadas;;A
136;2019;estado Personas con Habilidades Digitales Avanzadas;b;A
136;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
136;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
142;2015;estado Personas con Habilidades Digitales Avanzadas;;A
142;2016;estado Personas con Habilidades Digitales Avanzadas;;A
142;2017;estado Personas con Habilidades Digitales Avanzadas;;A
142;2019;estado Personas con Habilidades Digitales Avanzadas;;A
142;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
142;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
117;2015;estado Personas con Habilidades Digitales Avanzadas;;A
117;2016;estado Personas con Habilidades Digitales Avanzadas;;A
117;2017;estado Personas con Habilidades Digitales Avanzadas;;A
117;2019;estado Personas con Habilidades Digitales Avanzadas;b;A
117;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
117;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
112;2015;estado Personas con Habilidades Digitales Avanzadas;;A
112;2016;estado Personas con Habilidades Digitales Avanzadas;;A
112;2017;estado Personas con Habilidades Digitales Avanzadas;;A
112;2019;estado Personas con Habilidades Digitales Avanzadas;;A
112;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
112;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
118;2015;estado Personas con Habilidades Digitales Avanzadas;;A
118;2016;estado Personas con Habilidades Digitales Avanzadas;;A
118;2017;estado Personas con Habilidades Digitales Avanzadas;;A
118;2019;estado Personas con Habilidades Digitales Avanzadas;;A
118;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
118;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
121;2015;estado Personas con Habilidades Digitales Avanzadas;;A
121;2016;estado Personas con Habilidades Digitales Avanzadas;;A
121;2017;estado Personas con Habilidades Digitales Avanzadas;;A
121;2019;estado Personas con Habilidades Digitales Avanzadas;;A
121;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
121;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
102;2015;estado Personas con Habilidades Digitales Avanzadas;;A
102;2016;estado Personas con Habilidades Digitales Avanzadas;;A
102;2017;estado Personas con Habilidades Digitales Avanzadas;;A
102;2019;estado Personas con Habilidades Digitales Avanzadas;;A
102;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
102;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
122;2015;estado Personas con Habilidades Digitales Avanzadas;;A
122;2016;estado Personas con Habilidades Digitales Avanzadas;;A
122;2017;estado Personas con Habilidades Digitales Avanzadas;;A
122;2019;estado Personas con Habilidades Digitales Avanzadas;;A
122;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
122;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
123;2015;estado Personas con Habilidades Digitales Avanzadas;;A
123;2016;estado Personas con Habilidades Digitales Avanzadas;;A
123;2017;estado Personas con Habilidades Digitales Avanzadas;;A
123;2019;estado Personas con Habilidades Digitales Avanzadas;;A
123;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
123;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
128;2015;estado Personas con Habilidades Digitales Avanzadas;;A
128;2016;estado Personas con Habilidades Digitales Avanzadas;;A
128;2017;estado Personas con Habilidades Digitales Avanzadas;;A
128;2019;estado Personas con Habilidades Digitales Avanzadas;;A
128;2020;estado Personas con Habilidades Digitales Avanzadas;--;A
128;2021;estado Personas con Habilidades Digitales Avanzadas;--;A
147;2015;estado Personas con Habilidades Digitales Avanzadas;;A
147;2016;estado Personas con Habilidades Digitales Avanzadas;;A
