D_TEMPORAL_0;D_TERRITORIO_0;D_NACIONACONYUGES_0;INDICATOR;OBS_VALUE;FREQ
2007;23;22;Divorcios;44.65751664;A
2007;23;20;Divorcios;44.65751664;A
2007;23;2;Divorcios;18.132579976;A
2007;23;3;Divorcios;26.524936664;A
2007;29;00;Divorcios;4555.859999734;A
2007;29;11;Divorcios;3939.797204758;A
2007;29;10;Divorcios;3939.797204758;A
2007;29;1;Divorcios;3939.797204758;A
2007;29;22;Divorcios;584.09989239;A
2007;29;20;Divorcios;391.306019718;A
2007;29;2;Divorcios;180.174233876;A
2007;29;3;Divorcios;211.131785842;A
2007;29;30;Divorcios;192.793872672;A
2007;29;4;Divorcios;144.006636114;A
2007;29;5;Divorcios;48.787236558;A
2007;29;NC0;Divorcios;31.962902586;A
2007;29;NC;Divorcios;31.962902586;A
2007;41;00;Divorcios;5064.959999957;A
2007;41;11;Divorcios;4867.702644191;A
2007;41;10;Divorcios;4867.702644191;A
2007;41;1;Divorcios;4867.702644191;A
2007;41;22;Divorcios;192.20977973;A
2007;41;20;Divorcios;166.464315018;A
2007;41;2;Divorcios;68.27623994;A
2007;41;3;Divorcios;98.188075078;A
2007;41;30;Divorcios;25.745464712;A
2007;41;4;Divorcios;20.697888676;A
2007;41;5;Divorcios;5.047576036;A
2007;41;NC0;Divorcios;5.047576036;A
2007;41;NC;Divorcios;5.047576036;A
2006;C01;00;Divorcios;21218.50087;A
2006;C01;NC0;Divorcios;21218.50087;A
2006;C01;NC;Divorcios;21218.50087;A
2006;04;00;Divorcios;1595.879802;A
2006;04;NC0;Divorcios;1595.879802;A
2006;04;NC;Divorcios;1595.879802;A
2006;11;00;Divorcios;3145.260002;A
2006;11;NC0;Divorcios;3145.260002;A
2006;11;NC;Divorcios;3145.260002;A
2006;14;00;Divorcios;1834.890112;A
2006;14;NC0;Divorcios;1834.890112;A
2006;14;NC;Divorcios;1834.890112;A
2006;18;00;Divorcios;2080.80049;A
2006;18;NC0;Divorcios;2080.80049;A
2006;18;NC;Divorcios;2080.80049;A
2006;21;00;Divorcios;1332.84986;A
2006;21;NC0;Divorcios;1332.84986;A
2006;21;NC;Divorcios;1332.84986;A
2006;23;00;Divorcios;1309.440144;A
2006;23;NC0;Divorcios;1309.440144;A
2006;23;NC;Divorcios;1309.440144;A
2006;29;00;Divorcios;4712.309813;A
2006;29;NC0;Divorcios;4712.309813;A
2006;29;NC;Divorcios;4712.309813;A
2006;41;00;Divorcios;5207.070647;A
2006;41;NC0;Divorcios;5207.070647;A
2006;41;NC;Divorcios;5207.070647;A
2005;C01;00;Divorcios;10748.000406;A
2005;C01;NC0;Divorcios;10748.000406;A
2005;C01;NC;Divorcios;10748.000406;A
2005;04;00;Divorcios;833.000224;A
2005;04;NC0;Divorcios;833.000224;A
2005;04;NC;Divorcios;833.000224;A
2005;11;00;Divorcios;1642.999986;A
2005;11;NC0;Divorcios;1642.999986;A
2005;11;NC;Divorcios;1642.999986;A
2005;14;00;Divorcios;939.000159;A
2005;14;NC0;Divorcios;939.000159;A
2005;14;NC;Divorcios;939.000159;A
2005;18;00;Divorcios;959.000189;A
2005;18;NC0;Divorcios;959.000189;A
2005;18;NC;Divorcios;959.000189;A
2005;21;00;Divorcios;726.999975;A
2005;21;NC0;Divorcios;726.999975;A
2005;21;NC;Divorcios;726.999975;A
2005;23;00;Divorcios;636.999935;A
2005;23;NC0;Divorcios;636.999935;A
2005;23;NC;Divorcios;636.999935;A
2005;29;00;Divorcios;2312.000002;A
2005;29;NC0;Divorcios;2312.000002;A
2005;29;NC;Divorcios;2312.000002;A
2005;41;00;Divorcios;2697.999936;A
2005;41;NC0;Divorcios;2697.999936;A
2005;41;NC;Divorcios;2697.999936;A
2004;C01;00;Divorcios;7744.999297;A
2004;C01;NC0;Divorcios;7744.999297;A
2004;C01;NC;Divorcios;7744.999297;A
2004;04;00;Divorcios;623.000146;A
2004;04;NC0;Divorcios;623.000146;A
2004;04;NC;Divorcios;623.000146;A
2004;11;00;Divorcios;1177.000044;A
2004;11;NC0;Divorcios;1177.000044;A
2004;11;NC;Divorcios;1177.000044;A
2004;14;00;Divorcios;607.00024;A
2004;14;NC0;Divorcios;607.00024;A
2004;14;NC;Divorcios;607.00024;A
2004;18;00;Divorcios;873.000025;A
2004;18;NC0;Divorcios;873.000025;A
2004;18;NC;Divorcios;873.000025;A
2004;21;00;Divorcios;473.000077;A
2004;21;NC0;Divorcios;473.000077;A
2004;21;NC;Divorcios;473.000077;A
2004;23;00;Divorcios;411.9999;A
2004;23;NC0;Divorcios;411.9999;A
2004;23;NC;Divorcios;411.9999;A
2004;29;00;Divorcios;1704.999483;A
2004;29;NC0;Divorcios;1704.999483;A
2004;29;NC;Divorcios;1704.999483;A
2004;41;00;Divorcios;1874.999382;A
2004;41;NC0;Divorcios;1874.999382;A
2004;41;NC;Divorcios;1874.999382;A
2003;C01;00;Divorcios;6791.000174;A
2003;C01;NC0;Divorcios;6791.000174;A
2003;C01;NC;Divorcios;6791.000174;A
2003;04;00;Divorcios;513.000075;A
2003;04;NC0;Divorcios;513.000075;A
2003;04;NC;Divorcios;513.000075;A
2003;11;00;Divorcios;1006.00038;A
2003;11;NC0;Divorcios;1006.00038;A
2003;11;NC;Divorcios;1006.00038;A
2003;14;00;Divorcios;567.99999;A
2003;14;NC0;Divorcios;567.99999;A
2003;14;NC;Divorcios;567.99999;A
2003;18;00;Divorcios;787.999854;A
2003;18;NC0;Divorcios;787.999854;A
2003;18;NC;Divorcios;787.999854;A
2003;21;00;Divorcios;439.999954;A
2003;21;NC0;Divorcios;439.999954;A
2003;21;NC;Divorcios;439.999954;A
2003;23;00;Divorcios;408.000085;A
2003;23;NC0;Divorcios;408.000085;A
2003;23;NC;Divorcios;408.000085;A
2003;29;00;Divorcios;1500.999744;A
2003;29;NC0;Divorcios;1500.999744;A
2003;29;NC;Divorcios;1500.999744;A
2003;41;00;Divorcios;1567.000092;A
2003;41;NC0;Divorcios;1567.000092;A
2003;41;NC;Divorcios;1567.000092;A
2002;C01;00;Divorcios;6363.999709;A
2002;C01;NC0;Divorcios;6363.999709;A
2002;C01;NC;Divorcios;6363.999709;A
2002;04;00;Divorcios;462.9999;A
2002;04;NC0;Divorcios;462.9999;A
2002;04;NC;Divorcios;462.9999;A
2002;11;00;Divorcios;957.999859;A
2002;11;NC0;Divorcios;957.999859;A
2002;11;NC;Divorcios;957.999859;A
2002;14;00;Divorcios;493.999804;A
2002;14;NC0;Divorcios;493.999804;A
2002;14;NC;Divorcios;493.999804;A
2002;18;00;Divorcios;746.999952;A
2002;18;NC0;Divorcios;746.999952;A
2002;18;NC;Divorcios;746.999952;A
2002;21;00;Divorcios;333.0;A
2002;21;NC0;Divorcios;333.0;A
2002;21;NC;Divorcios;333.0;A
2002;23;00;Divorcios;356.999936;A
2002;23;NC0;Divorcios;356.999936;A
2002;23;NC;Divorcios;356.999936;A
2002;29;00;Divorcios;1505.000544;A
2002;29;NC0;Divorcios;1505.000544;A
2002;29;NC;Divorcios;1505.000544;A
2002;41;00;Divorcios;1506.999714;A
2002;41;NC0;Divorcios;1506.999714;A
2002;41;NC;Divorcios;1506.999714;A
2001;C01;00;Divorcios;5750.999337;A
2001;C01;NC0;Divorcios;5750.999337;A
2001;C01;NC;Divorcios;5750.999337;A
2001;04;00;Divorcios;423.999939;A
2001;04;NC0;Divorcios;423.999939;A
2001;04;NC;Divorcios;423.999939;A
2001;11;00;Divorcios;862.99983;A
2001;11;NC0;Divorcios;862.99983;A
2001;11;NC;Divorcios;862.99983;A
2001;14;00;Divorcios;500.000085;A
2001;14;NC0;Divorcios;500.000085;A
2001;14;NC;Divorcios;500.000085;A
2001;18;00;Divorcios;630.000204;A
2001;18;NC0;Divorcios;630.000204;A
2001;18;NC;Divorcios;630.000204;A
2001;21;00;Divorcios;327.999998;A
2001;21;NC0;Divorcios;327.999998;A
2001;21;NC;Divorcios;327.999998;A
2001;23;00;Divorcios;297.999919;A
2001;23;NC0;Divorcios;297.999919;A
2001;23;NC;Divorcios;297.999919;A
2001;29;00;Divorcios;1340.999712;A
2001;29;NC0;Divorcios;1340.999712;A
2001;29;NC;Divorcios;1340.999712;A
2001;41;00;Divorcios;1366.99965;A
2001;41;NC0;Divorcios;1366.99965;A
2001;41;NC;Divorcios;1366.99965;A
2000;C01;00;Divorcios;5740.00032;A
2000;C01;NC0;Divorcios;5740.00032;A
2000;C01;NC;Divorcios;5740.00032;A
2000;04;00;Divorcios;411.0;A
2000;04;NC0;Divorcios;411.0;A
2000;04;NC;Divorcios;411.0;A
2000;11;00;Divorcios;936.000311;A
2000;11;NC0;Divorcios;936.000311;A
2000;11;NC;Divorcios;936.000311;A
2000;14;00;Divorcios;464.000102;A
2000;14;NC0;Divorcios;464.000102;A
2000;14;NC;Divorcios;464.000102;A
2000;18;00;Divorcios;665.999884;A
2000;18;NC0;Divorcios;665.999884;A
2000;18;NC;Divorcios;665.999884;A
2000;21;00;Divorcios;376.999989;A
2000;21;NC0;Divorcios;376.999989;A
2000;21;NC;Divorcios;376.999989;A
2000;23;00;Divorcios;255.999936;A
2000;23;NC0;Divorcios;255.999936;A
2000;23;NC;Divorcios;255.999936;A
2000;29;00;Divorcios;1409.0005;A
2000;29;NC0;Divorcios;1409.0005;A
2000;29;NC;Divorcios;1409.0005;A
2000;41;00;Divorcios;1220.999598;A
2000;41;NC0;Divorcios;1220.999598;A
2000;41;NC;Divorcios;1220.999598;A
1999;C01;00;Divorcios;5117.000106;A
1999;C01;NC0;Divorcios;5117.000106;A
1999;C01;NC;Divorcios;5117.000106;A
1999;04;00;Divorcios;386.000076;A
1999;04;NC0;Divorcios;386.000076;A
1999;04;NC;Divorcios;386.000076;A
1999;11;00;Divorcios;839.999809;A
1999;11;NC0;Divorcios;839.999809;A
1999;11;NC;Divorcios;839.999809;A
1999;14;00;Divorcios;382.999968;A
1999;14;NC0;Divorcios;382.999968;A
1999;14;NC;Divorcios;382.999968;A
1999;18;00;Divorcios;575.999946;A
1999;18;NC0;Divorcios;575.999946;A
1999;18;NC;Divorcios;575.999946;A
1999;21;00;Divorcios;300.00003;A
1999;21;NC0;Divorcios;300.00003;A
1999;21;NC;Divorcios;300.00003;A
1999;23;00;Divorcios;301.999996;A
1999;23;NC0;Divorcios;301.999996;A
1999;23;NC;Divorcios;301.999996;A
1999;29;00;Divorcios;1150.000369;A
1999;29;NC0;Divorcios;1150.000369;A
1999;29;NC;Divorcios;1150.000369;A
1999;41;00;Divorcios;1179.999912;A
1999;41;NC0;Divorcios;1179.999912;A
1999;41;NC;Divorcios;1179.999912;A
1998;C01;00;Divorcios;5076.99993;A
1998;C01;NC0;Divorcios;5076.99993;A
1998;C01;NC;Divorcios;5076.99993;A
1998;04;00;Divorcios;367.000102;A
1998;04;NC0;Divorcios;367.000102;A
1998;04;NC;Divorcios;367.000102;A
1998;11;00;Divorcios;769.999972;A
1998;11;NC0;Divorcios;769.999972;A
1998;11;NC;Divorcios;769.999972;A
1998;14;00;Divorcios;430.999854;A
1998;14;NC0;Divorcios;430.999854;A
1998;14;NC;Divorcios;430.999854;A
1998;18;00;Divorcios;552.0;A
1998;18;NC0;Divorcios;552.0;A
1998;18;NC;Divorcios;552.0;A
1998;21;00;Divorcios;309.0;A
1998;21;NC0;Divorcios;309.0;A
1998;21;NC;Divorcios;309.0;A
1998;23;00;Divorcios;301.999984;A
1998;23;NC0;Divorcios;301.999984;A
1998;23;NC;Divorcios;301.999984;A
1998;29;00;Divorcios;1159.999858;A
1998;29;NC0;Divorcios;1159.999858;A
1998;29;NC;Divorcios;1159.999858;A
1998;41;00;Divorcios;1186.00016;A
1998;41;NC0;Divorcios;1186.00016;A
1998;41;NC;Divorcios;1186.00016;A
2020;C01;00;Separaciones;569.10667;A
2020;C01;11;Separaciones;527.51518;A
2020;C01;10;Separaciones;527.51518;A
2020;C01;1;Separaciones;527.51518;A
2020;C01;22;Separaciones;41.59149;A
2020;C01;20;Separaciones;25.93669;A
2020;C01;2;Separaciones;14.9417;A
2020;C01;3;Separaciones;10.99499;A
2020;C01;30;Separaciones;15.6548;A
2020;C01;4;Separaciones;12.15993;A
2020;C01;5;Separaciones;3.49487;A
2020;04;00;Separaciones;32.35418;A
2020;04;11;Separaciones;28.08446;A
2020;04;10;Separaciones;28.08446;A
2020;04;1;Separaciones;28.08446;A
2020;04;22;Separaciones;4.26972;A
2020;04;20;Separaciones;;A
2020;04;2;Separaciones;;A
2020;04;3;Separaciones;;A
2020;04;30;Separaciones;4.26972;A
2020;04;4;Separaciones;4.26972;A
2020;04;5;Separaciones;;A
2020;11;00;Separaciones;91.37225;A
2020;11;11;Separaciones;85.05593;A
2020;11;10;Separaciones;85.05593;A
2020;11;1;Separaciones;85.05593;A
2020;11;22;Separaciones;6.31632;A
2020;11;20;Separaciones;4.21088;A
2020;11;2;Separaciones;;A
2020;11;3;Separaciones;4.21088;A
2020;11;30;Separaciones;2.10544;A
2020;11;4;Separaciones;2.10544;A
2020;11;5;Separaciones;;A
2020;14;00;Separaciones;55.28281;A
2020;14;11;Separaciones;55.28281;A
2020;14;10;Separaciones;55.28281;A
2020;14;1;Separaciones;55.28281;A
2020;14;22;Separaciones;;A
2020;14;20;Separaciones;;A
2020;14;2;Separaciones;;A
2020;14;3;Separaciones;;A
2020;14;30;Separaciones;;A
2020;14;4;Separaciones;;A
2020;18;00;Separaciones;68.52691;A
2020;18;11;Separaciones;65.93052;A
2020;18;10;Separaciones;65.93052;A
2020;18;1;Separaciones;65.93052;A
2020;18;22;Separaciones;2.59639;A
2020;18;20;Separaciones;2.59639;A
2020;18;2;Separaciones;2.59639;A
2020;18;3;Separaciones;;A
2020;18;30;Separaciones;;A
2020;18;4;Separaciones;;A
2020;18;5;Separaciones;;A
2020;21;00;Separaciones;18.33693;A
2020;21;11;Separaciones;14.55379;A
2020;21;10;Separaciones;14.55379;A
2020;21;1;Separaciones;14.55379;A
2020;21;22;Separaciones;3.78314;A
2020;21;20;Separaciones;3.78314;A
2020;21;2;Separaciones;3.78314;A
2020;21;3;Separaciones;;A
2020;21;30;Separaciones;;A
2020;21;4;Separaciones;;A
2020;21;5;Separaciones;;A
2020;23;00;Separaciones;35.30201;A
2020;23;11;Separaciones;35.30201;A
2020;23;10;Separaciones;35.30201;A
2020;23;1;Separaciones;35.30201;A
2020;23;22;Separaciones;;A
2020;23;20;Separaciones;;A
2020;23;2;Separaciones;;A
2020;23;3;Separaciones;;A
2020;23;30;Separaciones;;A
2020;23;4;Separaciones;;A
2020;29;00;Separaciones;142.65563;A
2020;29;11;Separaciones;128.61244;A
2020;29;10;Separaciones;128.61244;A
2020;29;1;Separaciones;128.61244;A
2020;29;22;Separaciones;14.04319;A
2020;29;20;Separaciones;8.19717;A
2020;29;2;Separaciones;5.84602;A
2020;29;3;Separaciones;2.35115;A
2020;29;30;Separaciones;5.84602;A
2020;29;4;Separaciones;2.35115;A
2020;29;5;Separaciones;3.49487;A
2020;41;00;Separaciones;125.27595;A
2020;41;11;Separaciones;114.69322;A
2020;41;10;Separaciones;114.69322;A
2020;41;1;Separaciones;114.69322;A
2020;41;22;Separaciones;10.58273;A
2020;41;20;Separaciones;7.14911;A
2020;41;2;Separaciones;2.71615;A
2020;41;3;Separaciones;4.43296;A
2020;41;30;Separaciones;3.43362;A
2020;41;4;Separaciones;3.43362;A
2020;41;5;Separaciones;;A
2019;C01;00;Separaciones;731.04555;A
2019;C01;11;Separaciones;697.09046;A
2019;C01;10;Separaciones;697.09046;A
2019;C01;1;Separaciones;697.09046;A
2019;C01;22;Separaciones;33.95509;A
2019;C01;20;Separaciones;26.68622;A
2019;C01;2;Separaciones;13.58975;A
2019;C01;3;Separaciones;13.09647;A
2019;C01;30;Separaciones;7.26887;A
2019;C01;4;Separaciones;7.26887;A
2019;C01;5;Separaciones;;A
2019;04;00;Separaciones;36.5805;A
2019;04;11;Separaciones;30.48939;A
2019;04;10;Separaciones;30.48939;A
2019;04;1;Separaciones;30.48939;A
2019;04;22;Separaciones;6.09111;A
2019;04;20;Separaciones;4.06074;A
2019;04;2;Separaciones;2.03037;A
2019;04;3;Separaciones;2.03037;A
2019;04;30;Separaciones;2.03037;A
2019;04;4;Separaciones;2.03037;A
2019;04;5;Separaciones;;A
2019;11;00;Separaciones;117.39034;A
2019;11;11;Separaciones;105.60935;A
2019;11;10;Separaciones;105.60935;A
2019;11;1;Separaciones;105.60935;A
2019;11;22;Separaciones;11.78099;A
2019;11;20;Separaciones;11.78099;A
2019;11;2;Separaciones;3.06043;A
2019;11;3;Separaciones;8.72056;A
2019;11;30;Separaciones;;A
2019;11;4;Separaciones;;A
2019;11;5;Separaciones;;A
2019;14;00;Separaciones;71.72973;A
2019;14;11;Separaciones;70.2674;A
2019;14;10;Separaciones;70.2674;A
2019;14;1;Separaciones;70.2674;A
2019;14;22;Separaciones;1.46233;A
2019;14;20;Separaciones;1.46233;A
2019;14;2;Separaciones;1.46233;A
2019;14;3;Separaciones;;A
2019;14;30;Separaciones;;A
2019;14;4;Separaciones;;A
2019;18;00;Separaciones;60.09424;A
2019;18;11;Separaciones;57.20128;A
2019;18;10;Separaciones;57.20128;A
2019;18;1;Separaciones;57.20128;A
2019;18;22;Separaciones;2.89296;A
2019;18;20;Separaciones;;A
2019;18;2;Separaciones;;A
2019;18;3;Separaciones;;A
2019;18;30;Separaciones;2.89296;A
2019;18;4;Separaciones;2.89296;A
2019;21;00;Separaciones;28.45104;A
2019;21;11;Separaciones;28.45104;A
2019;21;10;Separaciones;28.45104;A
2019;21;1;Separaciones;28.45104;A
2019;21;22;Separaciones;;A
2019;21;20;Separaciones;;A
2019;21;2;Separaciones;;A
2019;21;3;Separaciones;;A
2019;21;30;Separaciones;;A
2019;21;4;Separaciones;;A
2019;21;5;Separaciones;;A
2019;23;00;Separaciones;53.24972;A
2019;23;11;Separaciones;53.24972;A
2019;23;10;Separaciones;53.24972;A
2019;23;1;Separaciones;53.24972;A
2019;23;22;Separaciones;;A
2019;23;20;Separaciones;;A
2019;23;2;Separaciones;;A
2019;23;3;Separaciones;;A
2019;23;30;Separaciones;;A
2019;23;4;Separaciones;;A
2019;23;5;Separaciones;;A
2019;29;00;Separaciones;201.02437;A
2019;29;11;Separaciones;189.29667;A
2019;29;10;Separaciones;189.29667;A
2019;29;1;Separaciones;189.29667;A
2019;29;22;Separaciones;11.7277;A
2019;29;20;Separaciones;9.38216;A
2019;29;2;Separaciones;7.03662;A
2019;29;3;Separaciones;2.34554;A
2019;29;30;Separaciones;2.34554;A
2019;29;4;Separaciones;2.34554;A
2019;29;5;Separaciones;;A
2019;41;00;Separaciones;162.52561;A
2019;41;11;Separaciones;162.52561;A
2019;41;10;Separaciones;162.52561;A
2019;41;1;Separaciones;162.52561;A
2019;41;22;Separaciones;;A
2019;41;20;Separaciones;;A
2019;41;2;Separaciones;;A
2019;41;3;Separaciones;;A
2019;41;30;Separaciones;;A
2019;41;4;Separaciones;;A
2019;41;5;Separaciones;;A
2018;C01;00;Separaciones;820.8281;A
2018;C01;11;Separaciones;803.2073;A
2018;C01;10;Separaciones;803.2073;A
2018;C01;1;Separaciones;803.2073;A
2018;C01;22;Separaciones;17.6208;A
2018;C01;20;Separaciones;12.0513;A
2018;C01;2;Separaciones;9.917;A
2018;C01;3;Separaciones;2.1343;A
2018;C01;30;Separaciones;5.5695;A
2018;C01;4;Separaciones;4.1004;A
2018;C01;5;Separaciones;1.4691;A
2018;04;00;Separaciones;26.8855;A
2018;04;11;Separaciones;26.8855;A
2018;04;10;Separaciones;26.8855;A
2018;04;1;Separaciones;26.8855;A
2018;04;22;Separaciones;;A
2018;04;20;Separaciones;;A
2018;04;2;Separaciones;;A
2018;04;3;Separaciones;;A
2018;04;30;Separaciones;;A
2018;04;4;Separaciones;;A
2018;04;5;Separaciones;;A
2018;11;00;Separaciones;131.8558;A
2018;11;11;Separaciones;129.6777;A
2018;11;10;Separaciones;129.6777;A
2018;11;1;Separaciones;129.6777;A
2018;11;22;Separaciones;2.1781;A
2018;11;20;Separaciones;2.1781;A
2018;11;2;Separaciones;2.1781;A
2018;11;3;Separaciones;;A
2018;11;30;Separaciones;;A
2018;11;4;Separaciones;;A
2018;11;5;Separaciones;;A
2018;14;00;Separaciones;94.772;A
2018;14;11;Separaciones;94.772;A
2018;14;10;Separaciones;94.772;A
2018;14;1;Separaciones;94.772;A
2018;14;22;Separaciones;;A
2018;14;20;Separaciones;;A
2018;14;2;Separaciones;;A
2018;14;3;Separaciones;;A
2018;14;30;Separaciones;;A
2018;14;4;Separaciones;;A
2018;14;5;Separaciones;;A
2018;18;00;Separaciones;120.6111;A
2018;18;11;Separaciones;118.2735;A
2018;18;10;Separaciones;118.2735;A
2018;18;1;Separaciones;118.2735;A
2018;18;22;Separaciones;2.3376;A
2018;18;20;Separaciones;2.3376;A
2018;18;2;Separaciones;2.3376;A
2018;18;3;Separaciones;;A
2018;18;30;Separaciones;;A
2018;18;4;Separaciones;;A
2018;18;5;Separaciones;;A
2018;21;00;Separaciones;27.635;A
2018;21;11;Separaciones;27.635;A
2018;21;10;Separaciones;27.635;A
2018;21;1;Separaciones;27.635;A
2018;21;22;Separaciones;;A
2018;21;20;Separaciones;;A
2018;21;2;Separaciones;;A
2018;21;3;Separaciones;;A
2018;21;30;Separaciones;;A
2018;21;4;Separaciones;;A
2018;21;5;Separaciones;;A
2018;23;00;Separaciones;86.754;A
2018;23;11;Separaciones;86.754;A
2018;23;10;Separaciones;86.754;A
2018;23;1;Separaciones;86.754;A
2018;23;22;Separaciones;;A
2018;23;20;Separaciones;;A
2018;23;2;Separaciones;;A
2018;23;3;Separaciones;;A
2018;23;30;Separaciones;;A
2018;23;4;Separaciones;;A
2018;29;00;Separaciones;134.7646;A
2018;29;11;Separaciones;128.8663;A
2018;29;10;Separaciones;128.8663;A
2018;29;1;Separaciones;128.8663;A
2018;29;22;Separaciones;5.8983;A
2018;29;20;Separaciones;3.9322;A
2018;29;2;Separaciones;3.9322;A
2018;29;3;Separaciones;;A
2018;29;30;Separaciones;1.9661;A
2018;29;4;Separaciones;1.9661;A
2018;29;5;Separaciones;;A
2018;41;00;Separaciones;197.5501;A
2018;41;11;Separaciones;190.3433;A
2018;41;10;Separaciones;190.3433;A
2018;41;1;Separaciones;190.3433;A
2018;41;22;Separaciones;7.2068;A
2018;41;20;Separaciones;3.6034;A
2018;41;2;Separaciones;1.4691;A
2018;41;3;Separaciones;2.1343;A
2018;41;30;Separaciones;3.6034;A
2018;41;4;Separaciones;2.1343;A
2018;41;5;Separaciones;1.4691;A
2017;C01;00;Separaciones;839.597;A
2017;C01;11;Separaciones;821.8596;A
2017;C01;10;Separaciones;821.8596;A
2017;C01;1;Separaciones;821.8596;A
2017;C01;22;Separaciones;17.7374;A
2017;C01;20;Separaciones;13.1313;A
2017;C01;2;Separaciones;3.8565;A
2017;C01;3;Separaciones;9.2748;A
2017;C01;30;Separaciones;4.6061;A
2017;C01;4;Separaciones;4.6061;A
2017;C01;5;Separaciones;;A
2017;04;00;Separaciones;35.0423;A
2017;04;11;Separaciones;35.0423;A
2017;04;10;Separaciones;35.0423;A
2017;04;1;Separaciones;35.0423;A
2017;04;22;Separaciones;;A
2017;04;20;Separaciones;;A
2017;04;2;Separaciones;;A
2017;04;3;Separaciones;;A
2017;04;30;Separaciones;;A
2017;04;4;Separaciones;;A
2017;04;5;Separaciones;;A
2017;11;00;Separaciones;163.034;A
2017;11;11;Separaciones;163.034;A
2017;11;10;Separaciones;163.034;A
2017;11;1;Separaciones;163.034;A
2017;11;22;Separaciones;;A
2017;11;20;Separaciones;;A
2017;11;2;Separaciones;;A
2017;11;3;Separaciones;;A
2017;11;30;Separaciones;;A
2017;11;4;Separaciones;;A
2017;11;5;Separaciones;;A
2017;14;00;Separaciones;92.572;A
2017;14;11;Separaciones;92.572;A
2017;14;10;Separaciones;92.572;A
2017;14;1;Separaciones;92.572;A
2017;14;22;Separaciones;;A
2017;14;20;Separaciones;;A
2017;14;2;Separaciones;;A
2017;14;3;Separaciones;;A
2017;14;30;Separaciones;;A
2017;14;4;Separaciones;;A
2017;14;5;Separaciones;;A
2017;18;00;Separaciones;91.1584;A
2017;18;11;Separaciones;89.1432;A
2017;18;10;Separaciones;89.1432;A
2017;18;1;Separaciones;89.1432;A
2017;18;22;Separaciones;2.0152;A
2017;18;20;Separaciones;2.0152;A
2017;18;2;Separaciones;;A
2017;18;3;Separaciones;2.0152;A
2017;18;30;Separaciones;;A
2017;18;4;Separaciones;;A
2017;18;5;Separaciones;;A
2017;21;00;Separaciones;32.839;A
2017;21;11;Separaciones;30.8582;A
2017;21;10;Separaciones;30.8582;A
2017;21;1;Separaciones;30.8582;A
2017;21;22;Separaciones;1.9808;A
2017;21;20;Separaciones;1.9808;A
2017;21;2;Separaciones;;A
2017;21;3;Separaciones;1.9808;A
2017;21;30;Separaciones;;A
2017;21;4;Separaciones;;A
2017;21;5;Separaciones;;A
2017;23;00;Separaciones;76.0582;A
2017;23;11;Separaciones;74.011;A
2017;23;10;Separaciones;74.011;A
2017;23;1;Separaciones;74.011;A
2017;23;22;Separaciones;2.0472;A
2017;23;20;Separaciones;2.0472;A
2017;23;2;Separaciones;;A
2017;23;3;Separaciones;2.0472;A
2017;23;30;Separaciones;;A
2017;23;4;Separaciones;;A
2017;29;00;Separaciones;159.5805;A
2017;29;11;Separaciones;149.2608;A
2017;29;10;Separaciones;149.2608;A
2017;29;1;Separaciones;149.2608;A
2017;29;22;Separaciones;10.3197;A
2017;29;20;Separaciones;7.0881;A
2017;29;2;Separaciones;3.8565;A
2017;29;3;Separaciones;3.2316;A
2017;29;30;Separaciones;3.2316;A
2017;29;4;Separaciones;3.2316;A
2017;29;5;Separaciones;;A
2017;41;00;Separaciones;189.3126;A
2017;41;11;Separaciones;187.9381;A
2017;41;10;Separaciones;187.9381;A
2017;41;1;Separaciones;187.9381;A
2017;41;22;Separaciones;1.3745;A
2017;41;20;Separaciones;;A
2017;41;2;Separaciones;;A
2017;41;3;Separaciones;;A
2017;41;30;Separaciones;1.3745;A
2017;41;4;Separaciones;1.3745;A
2017;41;5;Separaciones;;A
2016;C01;00;Separaciones;902.9587;A
2016;C01;11;Separaciones;868.0872;A
2016;C01;10;Separaciones;868.0872;A
2016;C01;1;Separaciones;868.0872;A
2016;C01;22;Separaciones;34.8715;A
2016;C01;20;Separaciones;22.5625;A
2016;C01;2;Separaciones;15.7481;A
2016;C01;3;Separaciones;6.8144;A
2016;C01;30;Separaciones;12.309;A
2016;C01;4;Separaciones;6.2306;A
2016;C01;5;Separaciones;6.0784;A
2016;04;00;Separaciones;42.5671;A
2016;04;11;Separaciones;41.2372;A
2016;04;10;Separaciones;41.2372;A
2016;04;1;Separaciones;41.2372;A
2016;04;22;Separaciones;1.3299;A
2016;04;20;Separaciones;1.3299;A
2016;04;2;Separaciones;1.3299;A
2016;04;3;Separaciones;;A
2016;04;30;Separaciones;;A
2016;04;4;Separaciones;;A
2016;04;5;Separaciones;;A
2016;11;00;Separaciones;139.4344;A
2016;11;11;Separaciones;136.2812;A
2016;11;10;Separaciones;136.2812;A
2016;11;1;Separaciones;136.2812;A
2016;11;22;Separaciones;3.1532;A
2016;11;20;Separaciones;1.5766;A
2016;11;2;Separaciones;1.5766;A
2016;11;3;Separaciones;;A
2016;11;30;Separaciones;1.5766;A
2016;11;4;Separaciones;;A
2016;11;5;Separaciones;1.5766;A
2016;14;00;Separaciones;115.2214;A
2016;14;11;Separaciones;112.6116;A
2016;14;10;Separaciones;112.6116;A
2016;14;1;Separaciones;112.6116;A
2016;14;22;Separaciones;2.6098;A
2016;14;20;Separaciones;2.6098;A
2016;14;2;Separaciones;2.6098;A
