D_TEMPORAL_0;D_TERRITORIO_0;D_NUMHIJOSMENORED_0;INDICATOR;OBS_VALUE;FREQ
2019;23;4;Divorcios;6.08044;A
2019;29;000;Divorcios;3795.50761;A
2019;29;0;Divorcios;1900.31129;A
2019;29;1;Divorcios;966.36248;A
2019;29;2;Divorcios;827.97562;A
2019;29;3;Divorcios;89.13052;A
2019;29;4;Divorcios;9.38216;A
2019;29;05+;Divorcios;2.34554;A
2019;41;000;Divorcios;4059.5542;A
2019;41;0;Divorcios;1703.728;A
2019;41;1;Divorcios;1106.28908;A
2019;41;2;Divorcios;1092.48204;A
2019;41;3;Divorcios;139.79628;A
2019;41;4;Divorcios;17.2588;A
2018;C01;000;Divorcios;16934.828;A
2018;C01;0;Divorcios;7818.8216;A
2018;C01;1;Divorcios;4462.5654;A
2018;C01;2;Divorcios;4126.0726;A
2018;C01;3;Divorcios;478.5613;A
2018;C01;4;Divorcios;43.9028;A
2018;C01;05+;Divorcios;4.9043;A
2018;04;000;Divorcios;1456.1395;A
2018;04;0;Divorcios;673.2158;A
2018;04;1;Divorcios;406.925;A
2018;04;2;Divorcios;336.9339;A
2018;04;3;Divorcios;37.4371;A
2018;04;4;Divorcios;1.6277;A
2018;11;000;Divorcios;2490.3415;A
2018;11;0;Divorcios;1102.8918;A
2018;11;1;Divorcios;731.8416;A
2018;11;2;Divorcios;594.6213;A
2018;11;3;Divorcios;60.9868;A
2018;11;4;Divorcios;;A
2018;14;000;Divorcios;1405.7198;A
2018;14;0;Divorcios;610.6478;A
2018;14;1;Divorcios;377.856;A
2018;14;2;Divorcios;377.856;A
2018;14;3;Divorcios;34.112;A
2018;14;4;Divorcios;5.248;A
2018;14;05+;Divorcios;;A
2018;18;000;Divorcios;1684.5826;A
2018;18;0;Divorcios;822.0082;A
2018;18;1;Divorcios;399.7296;A
2018;18;2;Divorcios;404.4048;A
2018;18;3;Divorcios;53.7648;A
2018;18;4;Divorcios;4.6752;A
2018;21;000;Divorcios;986.218;A
2018;21;0;Divorcios;432.72;A
2018;21;1;Divorcios;287.452;A
2018;21;2;Divorcios;253.814;A
2018;21;3;Divorcios;9.174;A
2018;21;4;Divorcios;3.058;A
2018;23;000;Divorcios;1108.2069;A
2018;23;0;Divorcios;627.8725;A
2018;23;1;Divorcios;214.7649;A
2018;23;2;Divorcios;240.1672;A
2018;23;3;Divorcios;23.093;A
2018;23;4;Divorcios;2.3093;A
2018;29;000;Divorcios;3718.358;A
2018;29;0;Divorcios;1836.8003;A
2018;29;1;Divorcios;920.1348;A
2018;29;2;Divorcios;823.7959;A
2018;29;3;Divorcios;121.8982;A
2018;29;4;Divorcios;13.7627;A
2018;29;05+;Divorcios;1.9661;A
2018;41;000;Divorcios;4085.2617;A
2018;41;0;Divorcios;1712.6652;A
2018;41;1;Divorcios;1123.8615;A
2018;41;2;Divorcios;1094.4795;A
2018;41;3;Divorcios;138.0954;A
2018;41;4;Divorcios;13.2219;A
2018;41;05+;Divorcios;2.9382;A
2017;C01;000;Divorcios;17436.6101;A
2017;C01;0;Divorcios;8012.7218;A
2017;C01;1;Divorcios;4613.873;A
2017;C01;2;Divorcios;4198.5134;A
2017;C01;3;Divorcios;549.6071;A
2017;C01;4;Divorcios;55.2921;A
2017;C01;05+;Divorcios;6.6027;A
2017;04;000;Divorcios;1454.7143;A
2017;04;0;Divorcios;709.3263;A
2017;04;1;Divorcios;403.118;A
2017;04;2;Divorcios;304.24;A
2017;04;3;Divorcios;27.3816;A
2017;04;4;Divorcios;9.1272;A
2017;04;05+;Divorcios;1.5212;A
2017;11;000;Divorcios;2406.3281;A
2017;11;0;Divorcios;1047.8127;A
2017;11;1;Divorcios;680.1036;A
2017;11;2;Divorcios;603.9726;A
2017;11;3;Divorcios;69.3638;A
2017;11;4;Divorcios;3.3836;A
2017;11;05+;Divorcios;1.6918;A
2017;14;000;Divorcios;1426.032;A
2017;14;0;Divorcios;586.859;A
2017;14;1;Divorcios;435.578;A
2017;14;2;Divorcios;360.951;A
2017;14;3;Divorcios;39.598;A
2017;14;4;Divorcios;3.046;A
2017;18;000;Divorcios;1990.6668;A
2017;18;0;Divorcios;912.5348;A
2017;18;1;Divorcios;465.5112;A
2017;18;2;Divorcios;519.9216;A
2017;18;3;Divorcios;84.6384;A
2017;18;4;Divorcios;6.0456;A
2017;18;05+;Divorcios;2.0152;A
2017;21;000;Divorcios;1060.4795;A
2017;21;0;Divorcios;458.3163;A
2017;21;1;Divorcios;301.0816;A
2017;21;2;Divorcios;269.3888;A
2017;21;3;Divorcios;29.712;A
2017;21;4;Divorcios;1.9808;A
2017;23;000;Divorcios;1127.8821;A
2017;23;0;Divorcios;616.0821;A
2017;23;1;Divorcios;247.7112;A
2017;23;2;Divorcios;229.2864;A
2017;23;3;Divorcios;32.7552;A
2017;23;4;Divorcios;2.0472;A
2017;29;000;Divorcios;3652.1307;A
2017;29;0;Divorcios;1827.8925;A
2017;29;1;Divorcios;909.6954;A
2017;29;2;Divorcios;783.663;A
2017;29;3;Divorcios;116.3376;A
2017;29;4;Divorcios;14.5422;A
2017;41;000;Divorcios;4318.3766;A
2017;41;0;Divorcios;1853.8981;A
2017;41;1;Divorcios;1171.074;A
2017;41;2;Divorcios;1127.09;A
2017;41;3;Divorcios;149.8205;A
2017;41;4;Divorcios;15.1195;A
2017;41;05+;Divorcios;1.3745;A
2016;C01;000;Divorcios;16968.2676;A
2016;C01;0;Divorcios;7577.9682;A
2016;C01;1;Divorcios;4777.3752;A
2016;C01;2;Divorcios;4003.6689;A
2016;C01;3;Divorcios;554.4398;A
2016;C01;4;Divorcios;46.2014;A
2016;C01;05+;Divorcios;8.6141;A
2016;04;000;Divorcios;1425.5804;A
2016;04;0;Divorcios;676.8467;A
2016;04;1;Divorcios;387.0009;A
2016;04;2;Divorcios;316.5162;A
2016;04;3;Divorcios;43.8867;A
2016;04;4;Divorcios;1.3299;A
2016;11;000;Divorcios;2275.825;A
2016;11;0;Divorcios;908.9128;A
2016;11;1;Divorcios;733.119;A
2016;11;2;Divorcios;550.2334;A
2016;11;3;Divorcios;77.2534;A
2016;11;4;Divorcios;6.3064;A
2016;14;000;Divorcios;1473.292;A
2016;14;0;Divorcios;606.8384;A
2016;14;1;Divorcios;444.9709;A
2016;14;2;Divorcios;388.8602;A
2016;14;3;Divorcios;27.4029;A
2016;14;4;Divorcios;3.9147;A
2016;14;05+;Divorcios;1.3049;A
2016;18;000;Divorcios;1937.4432;A
2016;18;0;Divorcios;927.824;A
2016;18;1;Divorcios;463.3184;A
2016;18;2;Divorcios;463.3184;A
2016;18;3;Divorcios;76.0672;A
2016;18;4;Divorcios;6.9152;A
2016;21;000;Divorcios;1053.5608;A
2016;21;0;Divorcios;420.6736;A
2016;21;1;Divorcios;332.0064;A
2016;21;2;Divorcios;264.5676;A
2016;21;3;Divorcios;32.8548;A
2016;21;4;Divorcios;1.7292;A
2016;21;05+;Divorcios;1.7292;A
2016;23;000;Divorcios;1120.7404;A
2016;23;0;Divorcios;528.7996;A
2016;23;1;Divorcios;287.0016;A
2016;23;2;Divorcios;261.59;A
2016;23;3;Divorcios;40.3596;A
2016;23;4;Divorcios;1.4948;A
2016;23;05+;Divorcios;1.4948;A
2016;29;000;Divorcios;3657.8326;A
2016;29;0;Divorcios;1798.5892;A
2016;29;1;Divorcios;951.3804;A
2016;29;2;Divorcios;780.312;A
2016;29;3;Divorcios;117.0468;A
2016;29;4;Divorcios;9.0036;A
2016;29;05+;Divorcios;1.5006;A
2016;41;000;Divorcios;4023.9932;A
2016;41;0;Divorcios;1709.4839;A
2016;41;1;Divorcios;1178.5776;A
2016;41;2;Divorcios;978.2711;A
2016;41;3;Divorcios;139.5684;A
2016;41;4;Divorcios;15.5076;A
2016;41;05+;Divorcios;2.5846;A
2015;C01;000;Divorcios;17029.5907;A
2015;C01;0;Divorcios;7637.8795;A
2015;C01;1;Divorcios;4781.808;A
2015;C01;2;Divorcios;4063.8332;A
2015;C01;3;Divorcios;495.7448;A
2015;C01;4;Divorcios;42.8632;A
2015;C01;05+;Divorcios;7.462;A
2015;04;000;Divorcios;1398.5163;A
2015;04;0;Divorcios;681.8319;A
2015;04;1;Divorcios;369.3924;A
2015;04;2;Divorcios;306.2484;A
2015;04;3;Divorcios;34.7292;A
2015;04;4;Divorcios;4.7358;A
2015;04;05+;Divorcios;1.5786;A
2015;11;000;Divorcios;2355.5567;A
2015;11;0;Divorcios;999.2329;A
2015;11;1;Divorcios;734.7418;A
2015;11;2;Divorcios;533.923;A
2015;11;3;Divorcios;84.4714;A
2015;11;4;Divorcios;3.1876;A
2015;14;000;Divorcios;1621.987;A
2015;14;0;Divorcios;674.665;A
2015;14;1;Divorcios;430.4655;A
2015;14;2;Divorcios;475.1505;A
2015;14;3;Divorcios;37.2375;A
2015;14;4;Divorcios;4.4685;A
2015;18;000;Divorcios;1864.9266;A
2015;18;0;Divorcios;842.1216;A
2015;18;1;Divorcios;488.196;A
2015;18;2;Divorcios;462.411;A
2015;18;3;Divorcios;65.322;A
2015;18;4;Divorcios;5.157;A
2015;18;05+;Divorcios;1.719;A
2015;21;000;Divorcios;1022.9657;A
2015;21;0;Divorcios;403.3454;A
2015;21;1;Divorcios;312.039;A
2015;21;2;Divorcios;279.3492;A
2015;21;3;Divorcios;26.7462;A
2015;21;4;Divorcios;1.4859;A
2015;23;000;Divorcios;1197.5493;A
2015;23;0;Divorcios;542.8172;A
2015;23;1;Divorcios;355.4694;A
2015;23;2;Divorcios;262.8043;A
2015;23;3;Divorcios;34.9393;A
2015;23;4;Divorcios;1.5191;A
2015;29;000;Divorcios;3560.4711;A
2015;29;0;Divorcios;1801.9869;A
2015;29;1;Divorcios;901.6789;A
2015;29;2;Divorcios;740.4144;A
2015;29;3;Divorcios;95.3564;A
2015;29;4;Divorcios;18.2299;A
2015;29;05+;Divorcios;2.8046;A
2015;41;000;Divorcios;4007.618;A
2015;41;0;Divorcios;1691.8786;A
2015;41;1;Divorcios;1189.825;A
2015;41;2;Divorcios;1003.5324;A
2015;41;3;Divorcios;116.9428;A
2015;41;4;Divorcios;4.0794;A
2015;41;05+;Divorcios;1.3598;A
2014;C01;000;Divorcios;17376.98787;A
2014;C01;0;Divorcios;7428.1654;A
2014;C01;1;Divorcios;5046.60286;A
2014;C01;2;Divorcios;4263.84878;A
2014;C01;3;Divorcios;581.93644;A
2014;C01;4;Divorcios;45.93276;A
2014;C01;05+;Divorcios;10.50163;A
2014;04;000;Divorcios;1315.503;A
2014;04;0;Divorcios;570.852;A
2014;04;1;Divorcios;373.032;A
2014;04;2;Divorcios;322.164;A
2014;04;3;Divorcios;42.39;A
2014;04;4;Divorcios;4.239;A
2014;04;05+;Divorcios;2.826;A
2014;11;000;Divorcios;2485.68082;A
2014;11;0;Divorcios;1003.89044;A
2014;11;1;Divorcios;758.92915;A
2014;11;2;Divorcios;619.16596;A
2014;11;3;Divorcios;94.67829;A
2014;11;4;Divorcios;7.51415;A
2014;11;05+;Divorcios;1.50283;A
2014;14;000;Divorcios;1712.10316;A
2014;14;0;Divorcios;717.81757;A
2014;14;1;Divorcios;506.30288;A
2014;14;2;Divorcios;426.36032;A
2014;14;3;Divorcios;59.95692;A
2014;14;05+;Divorcios;1.66547;A
2014;18;000;Divorcios;1848.68385;A
2014;18;0;Divorcios;785.34885;A
2014;18;1;Divorcios;537.7437;A
2014;18;2;Divorcios;442.04355;A
2014;18;3;Divorcios;80.50965;A
2014;18;4;Divorcios;3.0381;A
2014;21;000;Divorcios;1140.17566;A
2014;21;0;Divorcios;421.55378;A
2014;21;1;Divorcios;383.35931;A
2014;21;2;Divorcios;289.99505;A
2014;21;3;Divorcios;41.02369;A
2014;21;4;Divorcios;4.24383;A
2014;23;000;Divorcios;1180.1112;A
2014;23;0;Divorcios;478.5028;A
2014;23;1;Divorcios;364.0144;A
2014;23;2;Divorcios;306.7702;A
2014;23;3;Divorcios;29.356;A
2014;23;4;Divorcios;1.4678;A
2014;29;000;Divorcios;3567.8708;A
2014;29;0;Divorcios;1696.9927;A
2014;29;1;Divorcios;920.9486;A
2014;29;2;Divorcios;827.5657;A
2014;29;3;Divorcios;107.87335;A
2014;29;4;Divorcios;11.27035;A
2014;29;05+;Divorcios;3.2201;A
2014;41;000;Divorcios;4126.85938;A
2014;41;0;Divorcios;1753.20726;A
2014;41;1;Divorcios;1202.27282;A
2014;41;2;Divorcios;1029.784;A
2014;41;3;Divorcios;126.14854;A
2014;41;4;Divorcios;14.15953;A
2014;41;05+;Divorcios;1.28723;A
2013;C01;000;Divorcios;16473.17478;A
2013;C01;0;Divorcios;7220.07376;A
2013;C01;1;Divorcios;4952.98014;A
2013;C01;2;Divorcios;3768.42882;A
2013;C01;3;Divorcios;496.23918;A
2013;C01;4;Divorcios;27.20316;A
2013;C01;05+;Divorcios;8.24972;A
2013;04;000;Divorcios;1267.4696;A
2013;04;0;Divorcios;607.466;A
2013;04;1;Divorcios;338.2108;A
2013;04;2;Divorcios;284.0314;A
2013;04;3;Divorcios;32.836;A
2013;04;4;Divorcios;4.9254;A
2013;11;000;Divorcios;2358.7305;A
2013;11;0;Divorcios;1009.41945;A
2013;11;1;Divorcios;707.61915;A
2013;11;2;Divorcios;565.5093;A
2013;11;3;Divorcios;71.78745;A
2013;11;4;Divorcios;4.39515;A
2013;14;000;Divorcios;1452.76866;A
2013;14;0;Divorcios;609.05054;A
2013;14;1;Divorcios;486.96914;A
2013;14;2;Divorcios;322.83748;A
2013;14;3;Divorcios;31.19858;A
2013;14;4;Divorcios;1.35646;A
2013;14;05+;Divorcios;1.35646;A
2013;18;000;Divorcios;1822.15704;A
2013;18;0;Divorcios;800.60343;A
2013;18;1;Divorcios;542.82822;A
2013;18;2;Divorcios;413.25867;A
2013;18;3;Divorcios;61.37505;A
2013;18;4;Divorcios;2.72778;A
2013;18;05+;Divorcios;1.36389;A
2013;21;000;Divorcios;995.33511;A
2013;21;0;Divorcios;432.31727;A
2013;21;1;Divorcios;294.43535;A
2013;21;2;Divorcios;241.29336;A
2013;21;3;Divorcios;22.98032;A
2013;21;4;Divorcios;2.87254;A
2013;21;05+;Divorcios;1.43627;A
2013;23;000;Divorcios;1155.71547;A
2013;23;0;Divorcios;506.59567;A
2013;23;1;Divorcios;347.13798;A
2013;23;2;Divorcios;249.77001;A
2013;23;3;Divorcios;50.80068;A
2013;23;4;Divorcios;1.41113;A
2013;29;000;Divorcios;3581.6334;A
2013;29;0;Divorcios;1628.5374;A
2013;29;1;Divorcios;1062.714;A
2013;29;2;Divorcios;769.7496;A
2013;29;3;Divorcios;116.3241;A
2013;29;4;Divorcios;2.8722;A
2013;29;05+;Divorcios;1.4361;A
2013;41;000;Divorcios;3839.365;A
2013;41;0;Divorcios;1626.084;A
2013;41;1;Divorcios;1173.0655;A
2013;41;2;Divorcios;921.979;A
2013;41;3;Divorcios;108.937;A
2013;41;4;Divorcios;6.6425;A
2013;41;05+;Divorcios;2.657;A
2012;C01;000;Divorcios;19100.05171;A
2012;C01;0;Divorcios;8277.67408;A
2012;C01;1;Divorcios;5744.25856;A
2012;C01;2;Divorcios;4438.21973;A
2012;C01;3;Divorcios;588.12709;A
2012;C01;4;Divorcios;39.34058;A
2012;C01;05+;Divorcios;12.43167;A
2012;04;000;Divorcios;1673.28115;A
2012;04;0;Divorcios;794.03702;A
2012;04;1;Divorcios;480.34575;A
2012;04;2;Divorcios;365.83438;A
2012;04;3;Divorcios;27.03896;A
2012;04;4;Divorcios;6.02504;A
2012;11;000;Divorcios;2751.43454;A
2012;11;0;Divorcios;1192.61732;A
2012;11;1;Divorcios;845.30394;A
2012;11;2;Divorcios;623.70872;A
2012;11;3;Divorcios;79.38752;A
2012;11;4;Divorcios;5.20852;A
2012;11;05+;Divorcios;5.20852;A
2012;14;000;Divorcios;1519.27045;A
2012;14;0;Divorcios;677.43838;A
2012;14;1;Divorcios;443.3598;A
2012;14;2;Divorcios;363.37422;A
2012;14;3;Divorcios;29.24019;A
2012;14;4;Divorcios;4.60962;A
2012;14;05+;Divorcios;1.24824;A
2012;18;000;Divorcios;2194.10578;A
2012;18;0;Divorcios;898.12826;A
2012;18;1;Divorcios;630.93392;A
2012;18;2;Divorcios;565.05708;A
2012;18;3;Divorcios;93.88036;A
2012;18;4;Divorcios;6.10616;A
2012;21;000;Divorcios;1090.26737;A
2012;21;0;Divorcios;435.22177;A
2012;21;1;Divorcios;342.97663;A
2012;21;2;Divorcios;283.31119;A
2012;21;3;Divorcios;27.37762;A
2012;21;4;Divorcios;1.38016;A
2012;23;000;Divorcios;1282.34085;A
2012;23;0;Divorcios;549.47948;A
2012;23;1;Divorcios;362.85464;A
2012;23;2;Divorcios;311.92896;A
2012;23;3;Divorcios;54.36695;A
2012;23;4;Divorcios;1.85541;A
2012;23;05+;Divorcios;1.85541;A
2012;29;000;Divorcios;4090.46015;A
2012;29;0;Divorcios;1852.62459;A
2012;29;1;Divorcios;1241.96483;A
2012;29;2;Divorcios;859.054;A
2012;29;3;Divorcios;125.03559;A
2012;29;4;Divorcios;10.23833;A
2012;29;05+;Divorcios;1.54281;A
2012;41;000;Divorcios;4498.89142;A
2012;41;0;Divorcios;1878.12726;A
2012;41;1;Divorcios;1396.51905;A
2012;41;2;Divorcios;1065.95118;A
2012;41;3;Divorcios;151.7999;A
2012;41;4;Divorcios;3.91734;A
2012;41;05+;Divorcios;2.57669;A
2011;C01;000;Divorcios;18257.58564089;A
2011;C01;0;Divorcios;7846.04933399;A
2011;C01;1;Divorcios;5527.79355028;A
2011;C01;2;Divorcios;4267.80886431;A
2011;C01;3;Divorcios;556.81508384;A
2011;C01;4;Divorcios;51.27548841;A
2011;C01;05+;Divorcios;7.84332006;A
2011;04;000;Divorcios;1426.82187464;A
2011;04;0;Divorcios;583.52640992;A
2011;04;1;Divorcios;473.24332963;A
2011;04;2;Divorcios;325.8645722;A
2011;04;3;Divorcios;33.50802275;A
2011;04;4;Divorcios;8.94397693;A
2011;04;05+;Divorcios;1.73556321;A
2011;11;000;Divorcios;2822.48660103;A
2011;11;0;Divorcios;1202.3111071;A
2011;11;1;Divorcios;876.25066798;A
2011;11;2;Divorcios;687.0078043;A
2011;11;3;Divorcios;54.20382726;A
2011;11;4;Divorcios;2.71319439;A
2011;14;000;Divorcios;1607.8291226;A
2011;14;0;Divorcios;694.5188753;A
2011;14;1;Divorcios;460.81061422;A
2011;14;2;Divorcios;405.63396368;A
2011;14;3;Divorcios;45.24572844;A
2011;14;4;Divorcios;1.61994096;A
2011;14;05+;Divorcios;;A
2011;18;000;Divorcios;2058.63585768;A
2011;18;0;Divorcios;942.86928504;A
2011;18;1;Divorcios;588.47517352;A
2011;18;2;Divorcios;447.82141032;A
2011;18;3;Divorcios;77.16153716;A
2011;18;4;Divorcios;2.30845164;A
2011;18;05+;Divorcios;;A
2011;21;000;Divorcios;976.40048302;A
2011;21;0;Divorcios;372.33923021;A
2011;21;1;Divorcios;331.09876328;A
2011;21;2;Divorcios;238.67755323;A
2011;21;3;Divorcios;29.82189314;A
2011;21;4;Divorcios;4.46304316;A
2011;23;000;Divorcios;1223.16206129;A
2011;23;0;Divorcios;453.89824154;A
2011;23;1;Divorcios;401.44938377;A
2011;23;2;Divorcios;321.72581146;A
2011;23;3;Divorcios;42.65822548;A
2011;23;4;Divorcios;3.43039904;A
2011;29;000;Divorcios;3827.02436747;A
2011;29;0;Divorcios;1750.01485096;A
2011;29;1;Divorcios;1095.64919368;A
2011;29;2;Divorcios;839.63571072;A
2011;29;3;Divorcios;127.68371955;A
2011;29;4;Divorcios;12.54909087;A
2011;29;05+;Divorcios;1.49180169;A
2011;41;000;Divorcios;4315.22527316;A
2011;41;0;Divorcios;1846.57133392;A
2011;41;1;Divorcios;1300.8164242;A
2011;41;2;Divorcios;1001.4420384;A
2011;41;3;Divorcios;146.53213006;A
2011;41;4;Divorcios;15.24739142;A
2011;41;05+;Divorcios;4.61595516;A
2010;C01;000;Divorcios;18373.44232079;A
2010;C01;0;Divorcios;8065.31128136;A
2010;C01;1;Divorcios;5593.03758546;A
2010;C01;2;Divorcios;4025.1756401;A
2010;C01;3;Divorcios;625.40437014;A
2010;C01;4;Divorcios;56.08979426;A
2010;C01;05+;Divorcios;8.42364947;A
2010;04;000;Divorcios;1362.40772485;A
2010;04;0;Divorcios;637.91482471;A
2010;04;1;Divorcios;427.86772925;A
2010;04;2;Divorcios;246.61045796;A
2010;04;3;Divorcios;46.42308397;A
2010;04;4;Divorcios;3.59162896;A
2010;04;05+;Divorcios;;A
2010;11;000;Divorcios;2718.61775842;A
2010;11;0;Divorcios;1205.02172308;A
2010;11;1;Divorcios;821.67696864;A
2010;11;2;Divorcios;584.38205406;A
2010;11;3;Divorcios;105.28180038;A
2010;11;4;Divorcios;2.25521226;A
2010;11;05+;Divorcios;;A
2010;14;000;Divorcios;1659.02026916;A
2010;14;0;Divorcios;711.70786281;A
2010;14;1;Divorcios;529.88168197;A
2010;14;2;Divorcios;342.19432698;A
2010;14;3;Divorcios;71.5255726;A
2010;14;4;Divorcios;3.7108248;A
2010;14;05+;Divorcios;;A
2010;18;000;Divorcios;2005.38373943;A
2010;18;0;Divorcios;896.31338402;A
2010;18;1;Divorcios;560.3100903;A
2010;18;2;Divorcios;460.52129936;A
2010;18;3;Divorcios;80.13866957;A
2010;18;4;Divorcios;8.10029618;A
2010;18;05+;Divorcios;;A
2010;21;000;Divorcios;992.51673019;A
2010;21;0;Divorcios;365.54317683;A
2010;21;1;Divorcios;343.41205939;A
2010;21;2;Divorcios;262.43037653;A
2010;21;3;Divorcios;21.13111744;A
2010;21;05+;Divorcios;;A
2010;23;000;Divorcios;1193.6878551;A
2010;23;0;Divorcios;503.40566671;A
2010;23;1;Divorcios;363.363745;A
2010;23;2;Divorcios;278.57335401;A
2010;23;3;Divorcios;44.49493093;A
2010;23;4;Divorcios;3.85015845;A
2010;23;05+;Divorcios;;A
2010;29;000;Divorcios;3876.9745934;A
2010;29;0;Divorcios;1813.05202636;A
2010;29;1;Divorcios;1132.46632564;A
2010;29;2;Divorcios;806.15460836;A
2010;29;3;Divorcios;102.6103785;A
2010;29;4;Divorcios;17.86002722;A
2010;29;05+;Divorcios;4.83122732;A
2010;41;000;Divorcios;4564.83365024;A
2010;41;0;Divorcios;1932.35261684;A
2010;41;1;Divorcios;1414.05898527;A
2010;41;2;Divorcios;1044.30916284;A
2010;41;3;Divorcios;153.79881675;A
2010;41;4;Divorcios;16.72164639;A
2010;41;05+;Divorcios;3.59242215;A
2009;C01;000;Divorcios;17493.840001105;A
2009;C01;0;Divorcios;7367.016376294;A
2009;C01;1;Divorcios;5521.814068235;A
2009;C01;2;Divorcios;3957.4437141;A
2009;C01;3;Divorcios;575.932710851;A
2009;C01;4;Divorcios;60.759239981;A
2009;C01;05+;Divorcios;10.873891644;A
2009;04;000;Divorcios;1275.959999958;A
2009;04;0;Divorcios;548.909408698;A
2009;04;1;Divorcios;419.489501416;A
2009;04;2;Divorcios;259.262625628;A
2009;04;3;Divorcios;48.298464216;A
2009;11;000;Divorcios;2773.590000972;A
2009;11;0;Divorcios;1093.429997348;A
2009;11;1;Divorcios;855.462367554;A
2009;11;2;Divorcios;677.050289865;A
2009;11;3;Divorcios;134.155363482;A
2009;11;4;Divorcios;11.439459358;A
2009;11;05+;Divorcios;2.052523365;A
2009;14;000;Divorcios;1537.74000012;A
2009;14;0;Divorcios;615.243080616;A
2009;14;1;Divorcios;501.057156437;A
2009;14;2;Divorcios;364.214502398;A
2009;14;3;Divorcios;43.048862563;A
2009;14;4;Divorcios;12.480331755;A
2009;14;05+;Divorcios;1.696066351;A
2009;18;000;Divorcios;1967.070000359;A
2009;18;0;Divorcios;839.845352239;A
2009;18;1;Divorcios;599.679329655;A
2009;18;2;Divorcios;449.50807857;A
2009;18;3;Divorcios;65.872741165;A
2009;18;4;Divorcios;9.96278683;A
2009;18;05+;Divorcios;2.2017119;A
2009;21;000;Divorcios;1012.380000091;A
2009;21;0;Divorcios;412.989034729;A
2009;21;1;Divorcios;362.026130413;A
2009;21;2;Divorcios;212.712945661;A
2009;21;3;Divorcios;24.651889288;A
2009;23;000;Divorcios;1122.459999905;A
2009;23;0;Divorcios;446.674941824;A
2009;23;1;Divorcios;351.158982528;A
2009;23;2;Divorcios;280.162726721;A
2009;23;3;Divorcios;44.463348832;A
2009;29;000;Divorcios;3607.690000055;A
2009;29;0;Divorcios;1605.336062765;A
2009;29;1;Divorcios;1113.386260257;A
2009;29;2;Divorcios;783.271417692;A
2009;29;3;Divorcios;86.55806244;A
2009;29;4;Divorcios;14.214606873;A
2009;29;05+;Divorcios;4.923590028;A
2009;41;000;Divorcios;4196.949999645;A
2009;41;0;Divorcios;1804.588498075;A
2009;41;1;Divorcios;1319.554339975;A
2009;41;2;Divorcios;931.261127565;A
2009;41;3;Divorcios;128.883978865;A
2009;41;4;Divorcios;12.662055165;A
2008;C01;000;Divorcios;19784.701197956;A
2008;C01;0;Divorcios;8103.188624682;A
2008;C01;1;Divorcios;6355.905095753;A
2008;C01;2;Divorcios;4444.27677642;A
2008;C01;3;Divorcios;772.892093966;A
2008;C01;4;Divorcios;78.265547275;A
2008;C01;05+;Divorcios;30.17305986;A
2008;04;000;Divorcios;1459.899390218;A
2008;04;0;Divorcios;653.907917411;A
2008;04;1;Divorcios;461.515033195;A
2008;04;2;Divorcios;276.858285841;A
2008;04;3;Divorcios;56.31026775;A
2008;04;4;Divorcios;7.073157822;A
2008;04;05+;Divorcios;4.234728199;A
2008;11;000;Divorcios;3029.88628849;A
2008;11;0;Divorcios;1138.362894625;A
2008;11;1;Divorcios;1040.263783822;A
2008;11;2;Divorcios;701.11409692;A
2008;11;3;Divorcios;124.83595297;A
2008;11;4;Divorcios;16.765567315;A
2008;11;05+;Divorcios;8.543992838;A
2008;14;000;Divorcios;1595.530376772;A
2008;14;0;Divorcios;618.687382398;A
2008;14;1;Divorcios;524.206859958;A
2008;14;2;Divorcios;382.073191764;A
2008;14;3;Divorcios;62.14778022;A
2008;14;4;Divorcios;5.610108288;A
2008;14;05+;Divorcios;2.805054144;A
2008;18;000;Divorcios;2172.357568834;A
2008;18;0;Divorcios;883.302283714;A
2008;18;1;Divorcios;657.604541729;A
2008;18;2;Divorcios;533.789154224;A
2008;18;3;Divorcios;89.381332709;A
2008;18;4;Divorcios;8.280256458;A
2008;21;000;Divorcios;1165.944181717;A
2008;21;0;Divorcios;446.223359771;A
2008;21;1;Divorcios;395.408269821;A
2008;21;2;Divorcios;265.339802842;A
2008;21;3;Divorcios;53.037579906;A
2008;21;4;Divorcios;4.739714513;A
2008;21;05+;Divorcios;1.195454864;A
2008;23;000;Divorcios;1297.204501345;A
2008;23;0;Divorcios;486.759187946;A
2008;23;1;Divorcios;427.859535971;A
2008;23;2;Divorcios;316.126193846;A
2008;23;3;Divorcios;57.279188614;A
2008;23;4;Divorcios;6.120263312;A
2008;23;05+;Divorcios;3.060131656;A
2008;29;000;Divorcios;4187.089941605;A
2008;29;0;Divorcios;1892.061196537;A
2008;29;1;Divorcios;1224.411584981;A
2008;29;2;Divorcios;908.064020032;A
2008;29;3;Divorcios;143.568736121;A
2008;29;4;Divorcios;14.579650821;A
2008;29;05+;Divorcios;4.404753113;A
2008;41;000;Divorcios;4876.788948975;A
2008;41;0;Divorcios;1983.88440228;A
2008;41;1;Divorcios;1624.635486276;A
2008;41;2;Divorcios;1060.912030951;A
2008;41;3;Divorcios;186.331255676;A
2008;41;4;Divorcios;15.096828746;A
2008;41;05+;Divorcios;5.928945046;A
2007;C01;000;Divorcios;21609.099999161;A
2007;C01;0;Divorcios;9235.18263709;A
2007;C01;1;Divorcios;6525.329655391;A
2007;C01;2;Divorcios;4934.439281881;A
