D_TEMPORAL_0;D_TERRITORIO_0;D_CUSTODIA_0;INDICATOR;OBS_VALUE;FREQ
2012;18;3;Separaciones;2.24489;A
2012;18;4;Separaciones;;A
2012;18;NP;Separaciones;61.65197;A
2012;21;00;Separaciones;60.6245;A
2012;21;1;Separaciones;4.64866;A
2012;21;2;Separaciones;24.08205;A
2012;21;3;Separaciones;;A
2012;21;4;Separaciones;;A
2012;21;NP;Separaciones;31.89379;A
2012;23;00;Separaciones;141.41699;A
2012;23;1;Separaciones;7.49754;A
2012;23;2;Separaciones;66.44159;A
2012;23;3;Separaciones;1.63297;A
2012;23;4;Separaciones;2.59863;A
2012;23;NP;Separaciones;63.24626;A
2012;29;00;Separaciones;271.91439;A
2012;29;1;Separaciones;11.82708;A
2012;29;2;Separaciones;112.02402;A
2012;29;3;Separaciones;8.12904;A
2012;29;4;Separaciones;;A
2012;29;NP;Separaciones;139.93425;A
2012;41;00;Separaciones;305.92832;A
2012;41;1;Separaciones;16.81531;A
2012;41;2;Separaciones;124.09559;A
2012;41;3;Separaciones;8.71932;A
2012;41;4;Separaciones;;A
2012;41;NP;Separaciones;156.2981;A
2011;C01;00;Separaciones;1399.03667512;A
2011;C01;1;Separaciones;34.06864707;A
2011;C01;2;Separaciones;697.32245802;A
2011;C01;3;Separaciones;70.03230069;A
2011;C01;4;Separaciones;;A
2011;C01;NP;Separaciones;597.61326934;A
2011;04;00;Separaciones;85.45557379;A
2011;04;1;Separaciones;;A
2011;04;2;Separaciones;35.19885202;A
2011;04;3;Separaciones;2.15112425;A
2011;04;4;Separaciones;;A
2011;04;NP;Separaciones;48.10559752;A
2011;11;00;Separaciones;246.54489022;A
2011;11;1;Separaciones;4.2119112;A
2011;11;2;Separaciones;119.06053391;A
2011;11;3;Separaciones;12.66883105;A
2011;11;4;Separaciones;;A
2011;11;NP;Separaciones;110.60361406;A
2011;14;00;Separaciones;180.74680224;A
2011;14;1;Separaciones;7.13570151;A
2011;14;2;Separaciones;93.0705023;A
2011;14;3;Separaciones;;A
2011;14;4;Separaciones;;A
2011;14;NP;Separaciones;80.54059843;A
2011;18;00;Separaciones;166.89356225;A
2011;18;1;Separaciones;10.71297247;A
2011;18;2;Separaciones;96.87772732;A
2011;18;3;Separaciones;2.01861499;A
2011;18;4;Separaciones;;A
2011;18;NP;Separaciones;57.28424747;A
2011;21;00;Separaciones;59.07766582;A
2011;21;1;Separaciones;1.50783566;A
2011;21;2;Separaciones;27.27707942;A
2011;21;3;Separaciones;3.01567132;A
2011;21;NP;Separaciones;27.27707942;A
2011;23;00;Separaciones;112.55728429;A
2011;23;1;Separaciones;1.50676476;A
2011;23;2;Separaciones;52.98403964;A
2011;23;3;Separaciones;4.20542135;A
2011;23;4;Separaciones;;A
2011;23;NP;Separaciones;53.86105854;A
2011;29;00;Separaciones;242.68781176;A
2011;29;1;Separaciones;5.75719072;A
2011;29;2;Separaciones;117.67647466;A
2011;29;3;Separaciones;25.87276473;A
2011;29;4;Separaciones;;A
2011;29;NP;Separaciones;93.38138165;A
2011;41;00;Separaciones;305.07308475;A
2011;41;1;Separaciones;3.23627075;A
2011;41;2;Separaciones;155.17724875;A
2011;41;3;Separaciones;20.099873;A
2011;41;4;Separaciones;;A
2011;41;NP;Separaciones;126.55969225;A
2010;C01;00;Separaciones;1530.47424568;A
2010;C01;1;Separaciones;44.16218901;A
2010;C01;2;Separaciones;839.81120331;A
2010;C01;3;Separaciones;51.46062972;A
2010;C01;4;Separaciones;;A
2010;C01;NP;Separaciones;595.04022364;A
2010;04;00;Separaciones;67.26164627;A
2010;04;1;Separaciones;1.55149012;A
2010;04;2;Separaciones;54.84972531;A
2010;04;3;Separaciones;;A
2010;04;NP;Separaciones;10.86043084;A
2010;11;00;Separaciones;276.67635717;A
2010;11;1;Separaciones;7.50743623;A
2010;11;2;Separaciones;155.49540358;A
2010;11;3;Separaciones;7.50743623;A
2010;11;4;Separaciones;;A
2010;11;NP;Separaciones;106.16608113;A
2010;14;00;Separaciones;201.9348937;A
2010;14;1;Separaciones;6.42960298;A
2010;14;2;Separaciones;126.00320836;A
2010;14;3;Separaciones;7.73820364;A
2010;14;4;Separaciones;;A
2010;14;NP;Separaciones;61.76387872;A
2010;18;00;Separaciones;185.5777762;A
2010;18;1;Separaciones;5.24007438;A
2010;18;2;Separaciones;91.1879967;A
2010;18;3;Separaciones;1.29290843;A
2010;18;4;Separaciones;;A
2010;18;NP;Separaciones;87.85679669;A
2010;21;00;Separaciones;67.9660588;A
2010;21;1;Separaciones;5.43265294;A
2010;21;2;Separaciones;33.2638758;A
2010;21;3;Separaciones;1.05313268;A
2010;21;4;Separaciones;;A
2010;21;NP;Separaciones;28.21639738;A
2010;23;00;Separaciones;120.14646873;A
2010;23;1;Separaciones;3.96547842;A
2010;23;2;Separaciones;64.99833874;A
2010;23;3;Separaciones;1.51247779;A
2010;23;4;Separaciones;;A
2010;23;NP;Separaciones;49.67017378;A
2010;29;00;Separaciones;269.07493748;A
2010;29;1;Separaciones;6.84455129;A
2010;29;2;Separaciones;144.56123394;A
2010;29;3;Separaciones;10.84942205;A
2010;29;4;Separaciones;;A
2010;29;NP;Separaciones;106.8197302;A
2010;41;00;Separaciones;341.83610733;A
2010;41;1;Separaciones;7.19090265;A
2010;41;2;Separaciones;169.45142088;A
2010;41;3;Separaciones;21.5070489;A
2010;41;4;Separaciones;;A
2010;41;NP;Separaciones;143.6867349;A
2009;C01;00;Separaciones;1592.640000016;A
2009;C01;1;Separaciones;65.0094417393;A
2009;C01;2;Separaciones;817.3133701379;A
2009;C01;3;Separaciones;80.9405019825;A
2009;C01;4;Separaciones;4.6322916667;A
2009;C01;NP;Separaciones;622.7443944896;A
2009;C01;NC;Separaciones;2.0;A
2009;04;00;Separaciones;82.4700000021;A
2009;04;1;Separaciones;;A
2009;04;2;Separaciones;33.0831914903;A
2009;04;3;Separaciones;10.8308936172;A
2009;04;4;Separaciones;;A
2009;04;NP;Separaciones;38.5559148946;A
2009;11;00;Separaciones;275.3500000001;A
2009;11;1;Separaciones;7.0325531915;A
2009;11;2;Separaciones;153.5655319152;A
2009;11;3;Separaciones;14.0534042553;A
2009;11;4;Separaciones;;A
2009;11;NP;Separaciones;100.6985106381;A
2009;11;NC;Separaciones;;A
2009;14;00;Separaciones;191.580000002;A
2009;14;1;Separaciones;14.90454433;A
2009;14;2;Separaciones;116.92918763;A
2009;14;3;Separaciones;1.217628866;A
2009;14;4;Separaciones;;A
2009;14;NP;Separaciones;58.528639176;A
2009;18;00;Separaciones;187.1600000002;A
2009;18;1;Separaciones;13.5055769231;A
2009;18;2;Separaciones;109.8235096155;A
2009;18;3;Separaciones;1.143125;A
2009;18;4;Separaciones;1.143125;A
2009;18;NP;Separaciones;61.5446634616;A
2009;21;00;Separaciones;80.0000000014;A
2009;21;1;Separaciones;;A
2009;21;2;Separaciones;30.1878985514;A
2009;21;3;Separaciones;5.1469927537;A
2009;21;4;Separaciones;3.4891666667;A
2009;21;NP;Separaciones;41.1759420296;A
2009;23;00;Separaciones;140.120000003;A
2009;23;1;Separaciones;5.0633333335;A
2009;23;2;Separaciones;78.5850000017;A
2009;23;3;Separaciones;5.4870000001;A
2009;23;4;Separaciones;;A
2009;23;NP;Separaciones;50.9846666677;A
2009;23;NC;Separaciones;;A
2009;29;00;Separaciones;262.8999999998;A
2009;29;1;Separaciones;4.2282051282;A
2009;29;2;Separaciones;106.6512820512;A
2009;29;3;Separaciones;32.6846153846;A
2009;29;4;Separaciones;;A
2009;29;NP;Separaciones;118.3358974358;A
2009;29;NC;Separaciones;1.0;A
2009;41;00;Separaciones;373.0600000074;A
2009;41;1;Separaciones;20.275228833;A
2009;41;2;Separaciones;188.4877688826;A
2009;41;3;Separaciones;10.3768421056;A
2009;41;4;Separaciones;;A
2009;41;NP;Separaciones;152.9201601862;A
2009;41;NC;Separaciones;1.0;A
2008;C01;00;Separaciones;1692.7371674121;A
2008;C01;1;Separaciones;13.8357344666;A
2008;C01;2;Separaciones;866.3739132522;A
2008;C01;3;Separaciones;109.6470406983;A
2008;C01;4;Separaciones;1.164925775;A
2008;C01;NP;Separaciones;701.71555322;A
2008;04;00;Separaciones;96.2877203913;A
2008;04;1;Separaciones;;A
2008;04;2;Separaciones;34.2450609213;A
2008;04;3;Separaciones;8.819809134;A
2008;04;NP;Separaciones;53.222850336;A
2008;11;00;Separaciones;285.8106521385;A
2008;11;1;Separaciones;2.32985155;A
2008;11;2;Separaciones;141.2968408848;A
2008;11;3;Separaciones;26.4617879183;A
2008;11;4;Separaciones;1.164925775;A
2008;11;NP;Separaciones;114.5572460104;A
2008;14;00;Separaciones;227.038028358;A
2008;14;1;Separaciones;2.0841581138;A
2008;14;2;Separaciones;121.7018817326;A
2008;14;3;Separaciones;4.4758460308;A
2008;14;NP;Separaciones;98.7761424808;A
2008;18;00;Separaciones;182.40095509;A
2008;18;1;Separaciones;2.061022525;A
2008;18;2;Separaciones;101.1139681926;A
2008;18;3;Separaciones;3.0915337875;A
2008;18;NP;Separaciones;76.1344305849;A
2008;21;00;Separaciones;100.3696713296;A
2008;21;1;Separaciones;;A
2008;21;2;Separaciones;62.2464475531;A
2008;21;3;Separaciones;7.8246447553;A
2008;21;4;Separaciones;;A
2008;21;NP;Separaciones;30.2985790212;A
2008;23;00;Separaciones;135.4196187528;A
2008;23;1;Separaciones;2.3418610854;A
2008;23;2;Separaciones;82.7718074256;A
2008;23;3;Separaciones;4.4628142368;A
2008;23;4;Separaciones;;A
2008;23;NP;Separaciones;45.843136005;A
2008;29;00;Separaciones;266.3862143614;A
2008;29;1;Separaciones;;A
2008;29;2;Separaciones;108.2765383626;A
2008;29;3;Separaciones;37.5554250908;A
2008;29;4;Separaciones;;A
2008;29;NP;Separaciones;120.554250908;A
2008;41;00;Separaciones;399.0243069905;A
2008;41;1;Separaciones;5.0188411924;A
2008;41;2;Separaciones;214.7213681796;A
2008;41;3;Separaciones;16.9551797448;A
2008;41;4;Separaciones;;A
2008;41;NP;Separaciones;162.3289178737;A
2007;C01;00;Separaciones;2252.190000142;A
2007;C01;1;Separaciones;36.487350812;A
2007;C01;2;Separaciones;1191.829035206;A
2007;C01;3;Separaciones;138.078203544;A
2007;C01;NP;Separaciones;885.79541058;A
2007;04;00;Separaciones;121.410000006;A
2007;04;1;Separaciones;;A
2007;04;2;Separaciones;62.580000002;A
2007;04;3;Separaciones;12.962727274;A
2007;04;NP;Separaciones;45.86727273;A
2007;11;00;Separaciones;345.03999999;A
2007;11;1;Separaciones;4.482872444;A
2007;11;2;Separaciones;191.268013625;A
2007;11;3;Separaciones;9.503544303;A
2007;11;NP;Separaciones;139.785569618;A
2007;14;00;Separaciones;269.900000005;A
2007;14;1;Separaciones;2.0;A
2007;14;2;Separaciones;170.952727276;A
2007;14;3;Separaciones;3.0;A
2007;14;NP;Separaciones;93.947272729;A
2007;18;00;Separaciones;229.899999993;A
2007;18;1;Separaciones;6.088617886;A
2007;18;2;Separaciones;114.803252029;A
2007;18;3;Separaciones;8.201626016;A
2007;18;NP;Separaciones;100.806504062;A
2007;21;00;Separaciones;120.089999991;A
2007;21;1;Separaciones;3.743207547;A
2007;21;2;Separaciones;68.482641504;A
2007;21;3;Separaciones;5.216037735;A
2007;21;NP;Separaciones;42.648113205;A
2007;23;00;Separaciones;213.10999998;A
2007;23;1;Separaciones;1.40525641;A
2007;23;2;Separaciones;124.37730768;A
2007;23;3;Separaciones;18.55852564;A
2007;23;NP;Separaciones;68.76891025;A
2007;29;00;Separaciones;424.9200001;A
2007;29;1;Separaciones;7.343384166;A
2007;29;2;Separaciones;195.01746339;A
2007;29;3;Separaciones;43.224739014;A
2007;29;NP;Separaciones;179.33441353;A
2007;41;00;Separaciones;527.820000077;A
2007;41;1;Separaciones;11.424012359;A
2007;41;2;Separaciones;264.3476297;A
2007;41;3;Separaciones;37.411003562;A
2007;41;NP;Separaciones;214.637354456;A
2006;C01;00;Separaciones;4085.709783;A
2006;C01;NC;Separaciones;4085.709783;A
2006;04;00;Separaciones;267.840027;A
2006;04;NC;Separaciones;267.840027;A
2006;11;00;Separaciones;640.770013;A
2006;11;NC;Separaciones;640.770013;A
2006;14;00;Separaciones;451.979978;A
2006;14;NC;Separaciones;451.979978;A
2006;18;00;Separaciones;537.299946;A
2006;18;NC;Separaciones;537.299946;A
2006;21;00;Separaciones;286.899984;A
2006;21;NC;Separaciones;286.899984;A
2006;23;00;Separaciones;326.429937;A
2006;23;NC;Separaciones;326.429937;A
2006;29;00;Separaciones;657.509904;A
2006;29;NC;Separaciones;657.509904;A
2006;41;00;Separaciones;916.979994;A
2006;41;NC;Separaciones;916.979994;A
2005;C01;00;Separaciones;11613.00000646;A
2005;C01;NC;Separaciones;11613.00000646;A
2005;04;00;Separaciones;808.99999851;A
2005;04;NC;Separaciones;808.99999851;A
2005;11;00;Separaciones;1853.00000467;A
2005;11;NC;Separaciones;1853.00000467;A
2005;14;00;Separaciones;1087.99999705;A
2005;14;NC;Separaciones;1087.99999705;A
2005;18;00;Separaciones;1255.99999686;A
2005;18;NC;Separaciones;1255.99999686;A
2005;21;00;Separaciones;779.00000184;A
2005;21;NC;Separaciones;779.00000184;A
2005;23;00;Separaciones;816.99999969;A
2005;23;NC;Separaciones;816.99999969;A
2005;29;00;Separaciones;2263.00000248;A
2005;29;NC;Separaciones;2263.00000248;A
2005;41;00;Separaciones;2748.00000536;A
2005;41;NC;Separaciones;2748.00000536;A
2004;C01;00;Separaciones;14276.001079;A
2004;C01;NC;Separaciones;14276.001079;A
2004;04;00;Separaciones;1112.00024;A
2004;04;NC;Separaciones;1112.00024;A
2004;11;00;Separaciones;2093.000459;A
2004;11;NC;Separaciones;2093.000459;A
2004;14;00;Separaciones;1267.00032;A
2004;14;NC;Separaciones;1267.00032;A
2004;18;00;Separaciones;1612.9995;A
2004;18;NC;Separaciones;1612.9995;A
2004;21;00;Separaciones;935.999804;A
2004;21;NC;Separaciones;935.999804;A
2004;23;00;Separaciones;895.000176;A
2004;23;NC;Separaciones;895.000176;A
2004;29;00;Separaciones;2906.000692;A
2004;29;NC;Separaciones;2906.000692;A
2004;41;00;Separaciones;3453.999888;A
2004;41;NC;Separaciones;3453.999888;A
2003;C01;00;Separaciones;12967.001106;A
2003;C01;NC;Separaciones;12967.001106;A
2003;04;00;Separaciones;910.999995;A
2003;04;NC;Separaciones;910.999995;A
2003;11;00;Separaciones;1905.00024;A
2003;11;NC;Separaciones;1905.00024;A
2003;14;00;Separaciones;1177.00044;A
2003;14;NC;Separaciones;1177.00044;A
2003;18;00;Separaciones;1573.999476;A
2003;18;NC;Separaciones;1573.999476;A
2003;21;00;Separaciones;761.00001;A
2003;21;NC;Separaciones;761.00001;A
2003;23;00;Separaciones;810.000224;A
2003;23;NC;Separaciones;810.000224;A
2003;29;00;Separaciones;2759.000618;A
2003;29;NC;Separaciones;2759.000618;A
2003;41;00;Separaciones;3070.000103;A
2003;41;NC;Separaciones;3070.000103;A
2002;C01;00;Separaciones;12611.000178;A
2002;C01;NC;Separaciones;12611.000178;A
2002;04;00;Separaciones;1013.99996;A
2002;04;NC;Separaciones;1013.99996;A
2002;11;00;Separaciones;1800.000576;A
2002;11;NC;Separaciones;1800.000576;A
2002;14;00;Separaciones;1117.999998;A
2002;14;NC;Separaciones;1117.999998;A
2002;18;00;Separaciones;1362.000035;A
2002;18;NC;Separaciones;1362.000035;A
2002;21;00;Separaciones;693.999885;A
2002;21;NC;Separaciones;693.999885;A
2002;23;00;Separaciones;793.999797;A
2002;23;NC;Separaciones;793.999797;A
2002;29;00;Separaciones;2621.999218;A
2002;29;NC;Separaciones;2621.999218;A
2002;41;00;Separaciones;3207.000709;A
2002;41;NC;Separaciones;3207.000709;A
2001;C01;00;Separaciones;10770.998593;A
2001;C01;NC;Separaciones;10770.998593;A
2001;04;00;Separaciones;733.999794;A
2001;04;NC;Separaciones;733.999794;A
2001;11;00;Separaciones;1631.99998;A
2001;11;NC;Separaciones;1631.99998;A
2001;14;00;Separaciones;1051.99975;A
2001;14;NC;Separaciones;1051.99975;A
2001;18;00;Separaciones;1143.999663;A
2001;18;NC;Separaciones;1143.999663;A
2001;21;00;Separaciones;718.99982;A
2001;21;NC;Separaciones;718.99982;A
2001;23;00;Separaciones;708.0;A
2001;23;NC;Separaciones;708.0;A
2001;29;00;Separaciones;2181.999582;A
2001;29;NC;Separaciones;2181.999582;A
2001;41;00;Separaciones;2600.000004;A
2001;41;NC;Separaciones;2600.000004;A
2000;C01;00;Separaciones;10759.000045;A
2000;C01;NC;Separaciones;10759.000045;A
2000;04;00;Separaciones;759.000089;A
2000;04;NC;Separaciones;759.000089;A
2000;11;00;Separaciones;1694.00028;A
2000;11;NC;Separaciones;1694.00028;A
2000;14;00;Separaciones;904.999872;A
2000;14;NC;Separaciones;904.999872;A
2000;18;00;Separaciones;1188.000051;A
2000;18;NC;Separaciones;1188.000051;A
2000;21;00;Separaciones;655.000038;A
2000;21;NC;Separaciones;655.000038;A
2000;23;00;Separaciones;667.000116;A
2000;23;NC;Separaciones;667.000116;A
2000;29;00;Separaciones;2343.999334;A
2000;29;NC;Separaciones;2343.999334;A
2000;41;00;Separaciones;2547.000265;A
2000;41;NC;Separaciones;2547.000265;A
1999;C01;00;Separaciones;9376.389167;A
1999;C01;NC;Separaciones;9376.389167;A
1999;04;00;Separaciones;638.000217;A
1999;04;NC;Separaciones;638.000217;A
1999;11;00;Separaciones;1402.999689;A
1999;11;NC;Separaciones;1402.999689;A
1999;14;00;Separaciones;865.999735;A
1999;14;NC;Separaciones;865.999735;A
1999;18;00;Separaciones;1033.000086;A
1999;18;NC;Separaciones;1033.000086;A
1999;21;00;Separaciones;549.999954;A
1999;21;NC;Separaciones;549.999954;A
1999;23;00;Separaciones;601.0002;A
1999;23;NC;Separaciones;601.0002;A
1999;29;00;Separaciones;2020.999806;A
1999;29;NC;Separaciones;2020.999806;A
1999;41;00;Separaciones;2264.38948;A
1999;41;NC;Separaciones;2264.38948;A
1998;C01;00;Separaciones;9329.556592;A
1998;C01;NC;Separaciones;9329.556592;A
1998;04;00;Separaciones;673.999758;A
1998;04;NC;Separaciones;673.999758;A
1998;11;00;Separaciones;1387.9998;A
1998;11;NC;Separaciones;1387.9998;A
1998;14;00;Separaciones;894.99984;A
1998;14;NC;Separaciones;894.99984;A
1998;18;00;Separaciones;945.99972;A
1998;18;NC;Separaciones;945.99972;A
1998;21;00;Separaciones;570.000144;A
1998;21;NC;Separaciones;570.000144;A
1998;23;00;Separaciones;594.000154;A
1998;23;NC;Separaciones;594.000154;A
1998;29;00;Separaciones;1871.99972;A
1998;29;NC;Separaciones;1871.99972;A
1998;41;00;Separaciones;2390.557456;A
1998;41;NC;Separaciones;2390.557456;A
2020;C01;00;Nulidades;5.05742;A
2020;C01;1;Nulidades;;A
2020;C01;2;Nulidades;;A
2020;C01;3;Nulidades;;A
2020;C01;4;Nulidades;;A
2020;C01;NP;Nulidades;5.05742;A
2020;04;00;Nulidades;2.13486;A
2020;04;1;Nulidades;;A
2020;04;2;Nulidades;;A
2020;04;3;Nulidades;;A
2020;04;NP;Nulidades;2.13486;A
2020;11;00;Nulidades;;A
2020;11;1;Nulidades;;A
2020;11;2;Nulidades;;A
2020;11;3;Nulidades;;A
2020;11;4;Nulidades;;A
2020;11;NP;Nulidades;;A
2020;14;00;Nulidades;;A
2020;14;1;Nulidades;;A
2020;14;2;Nulidades;;A
2020;14;3;Nulidades;;A
2020;14;4;Nulidades;;A
2020;14;NP;Nulidades;;A
2020;18;00;Nulidades;;A
2020;18;1;Nulidades;;A
2020;18;2;Nulidades;;A
2020;18;3;Nulidades;;A
2020;18;4;Nulidades;;A
2020;18;NP;Nulidades;;A
2020;21;00;Nulidades;;A
2020;21;1;Nulidades;;A
2020;21;2;Nulidades;;A
2020;21;3;Nulidades;;A
2020;21;NP;Nulidades;;A
2020;23;00;Nulidades;2.92256;A
2020;23;1;Nulidades;;A
2020;23;2;Nulidades;;A
2020;23;3;Nulidades;;A
2020;23;NP;Nulidades;2.92256;A
2020;29;00;Nulidades;;A
2020;29;1;Nulidades;;A
2020;29;2;Nulidades;;A
2020;29;3;Nulidades;;A
2020;29;NP;Nulidades;;A
2020;41;00;Nulidades;;A
2020;41;1;Nulidades;;A
2020;41;2;Nulidades;;A
2020;41;3;Nulidades;;A
2020;41;4;Nulidades;;A
2020;41;NP;Nulidades;;A
2019;C01;00;Nulidades;13.00912;A
2019;C01;1;Nulidades;;A
2019;C01;2;Nulidades;4.12316;A
2019;C01;3;Nulidades;6.54042;A
2019;C01;4;Nulidades;;A
2019;C01;NP;Nulidades;2.34554;A
2019;04;00;Nulidades;;A
2019;04;1;Nulidades;;A
2019;04;2;Nulidades;;A
2019;04;3;Nulidades;;A
2019;04;NP;Nulidades;;A
2019;11;00;Nulidades;6.54042;A
2019;11;1;Nulidades;;A
2019;11;2;Nulidades;;A
2019;11;3;Nulidades;6.54042;A
2019;11;4;Nulidades;;A
2019;11;NP;Nulidades;;A
2019;14;00;Nulidades;;A
2019;14;1;Nulidades;;A
2019;14;2;Nulidades;;A
2019;14;3;Nulidades;;A
2019;14;4;Nulidades;;A
2019;14;NP;Nulidades;;A
2019;18;00;Nulidades;2.39728;A
2019;18;1;Nulidades;;A
2019;18;2;Nulidades;2.39728;A
2019;18;3;Nulidades;;A
2019;18;4;Nulidades;;A
2019;18;NP;Nulidades;;A
2019;21;00;Nulidades;;A
2019;21;1;Nulidades;;A
2019;21;2;Nulidades;;A
2019;21;3;Nulidades;;A
2019;21;4;Nulidades;;A
2019;21;NP;Nulidades;;A
2019;23;00;Nulidades;;A
2019;23;1;Nulidades;;A
2019;23;2;Nulidades;;A
2019;23;3;Nulidades;;A
2019;23;4;Nulidades;;A
2019;23;NP;Nulidades;;A
2019;29;00;Nulidades;2.34554;A
2019;29;1;Nulidades;;A
2019;29;2;Nulidades;;A
2019;29;3;Nulidades;;A
2019;29;4;Nulidades;;A
2019;29;NP;Nulidades;2.34554;A
2019;41;00;Nulidades;1.72588;A
2019;41;1;Nulidades;;A
2019;41;2;Nulidades;1.72588;A
2019;41;3;Nulidades;;A
2019;41;4;Nulidades;;A
2019;41;NP;Nulidades;;A
2018;C01;00;Nulidades;15.9558;A
2018;C01;1;Nulidades;4.1442;A
2018;C01;2;Nulidades;;A
2018;C01;3;Nulidades;;A
2018;C01;4;Nulidades;;A
2018;C01;NP;Nulidades;11.8116;A
2018;04;00;Nulidades;1.6277;A
2018;04;1;Nulidades;;A
2018;04;2;Nulidades;;A
2018;04;3;Nulidades;;A
2018;04;4;Nulidades;;A
2018;04;NP;Nulidades;1.6277;A
2018;11;00;Nulidades;8.7124;A
2018;11;1;Nulidades;2.1781;A
2018;11;2;Nulidades;;A
2018;11;3;Nulidades;;A
2018;11;NP;Nulidades;6.5343;A
2018;14;00;Nulidades;1.312;A
2018;14;1;Nulidades;;A
2018;14;2;Nulidades;;A
2018;14;3;Nulidades;;A
2018;14;4;Nulidades;;A
2018;14;NP;Nulidades;1.312;A
2018;18;00;Nulidades;2.3376;A
2018;18;1;Nulidades;;A
2018;18;2;Nulidades;;A
2018;18;3;Nulidades;;A
2018;18;4;Nulidades;;A
2018;18;NP;Nulidades;2.3376;A
2018;21;00;Nulidades;;A
2018;21;1;Nulidades;;A
2018;21;2;Nulidades;;A
2018;21;3;Nulidades;;A
2018;21;4;Nulidades;;A
2018;21;NP;Nulidades;;A
2018;23;00;Nulidades;;A
2018;23;1;Nulidades;;A
2018;23;2;Nulidades;;A
2018;23;3;Nulidades;;A
2018;23;4;Nulidades;;A
2018;23;NP;Nulidades;;A
2018;29;00;Nulidades;1.9661;A
2018;29;1;Nulidades;1.9661;A
2018;29;2;Nulidades;;A
2018;29;3;Nulidades;;A
2018;29;4;Nulidades;;A
2018;29;NP;Nulidades;;A
2018;41;00;Nulidades;;A
2018;41;1;Nulidades;;A
2018;41;2;Nulidades;;A
2018;41;3;Nulidades;;A
2018;41;4;Nulidades;;A
2018;41;NP;Nulidades;;A
2017;C01;00;Nulidades;18.7654;A
2017;C01;1;Nulidades;;A
2017;C01;2;Nulidades;;A
2017;C01;3;Nulidades;;A
2017;C01;4;Nulidades;;A
2017;C01;NP;Nulidades;18.7654;A
2017;04;00;Nulidades;1.5212;A
2017;04;1;Nulidades;;A
2017;04;2;Nulidades;;A
2017;04;3;Nulidades;;A
2017;04;4;Nulidades;;A
2017;04;NP;Nulidades;1.5212;A
2017;11;00;Nulidades;;A
2017;11;1;Nulidades;;A
2017;11;2;Nulidades;;A
2017;11;3;Nulidades;;A
2017;11;4;Nulidades;;A
2017;11;NP;Nulidades;;A
2017;14;00;Nulidades;1.523;A
2017;14;1;Nulidades;;A
2017;14;2;Nulidades;;A
2017;14;3;Nulidades;;A
2017;14;4;Nulidades;;A
2017;14;NP;Nulidades;1.523;A
2017;18;00;Nulidades;4.0304;A
2017;18;1;Nulidades;;A
2017;18;2;Nulidades;;A
2017;18;3;Nulidades;;A
2017;18;4;Nulidades;;A
2017;18;NP;Nulidades;4.0304;A
2017;21;00;Nulidades;;A
2017;21;1;Nulidades;;A
2017;21;2;Nulidades;;A
2017;21;3;Nulidades;;A
2017;21;4;Nulidades;;A
2017;21;NP;Nulidades;;A
2017;23;00;Nulidades;4.0944;A
2017;23;1;Nulidades;;A
2017;23;2;Nulidades;;A
2017;23;3;Nulidades;;A
2017;23;NP;Nulidades;4.0944;A
2017;29;00;Nulidades;4.8474;A
2017;29;1;Nulidades;;A
2017;29;2;Nulidades;;A
2017;29;3;Nulidades;;A
2017;29;4;Nulidades;;A
2017;29;NP;Nulidades;4.8474;A
2017;41;00;Nulidades;2.749;A
2017;41;1;Nulidades;;A
2017;41;2;Nulidades;;A
2017;41;3;Nulidades;;A
2017;41;4;Nulidades;;A
2017;41;NP;Nulidades;2.749;A
2016;C01;00;Nulidades;13.6103;A
2016;C01;1;Nulidades;;A
2016;C01;2;Nulidades;3.0215;A
2016;C01;3;Nulidades;;A
2016;C01;4;Nulidades;;A
2016;C01;NP;Nulidades;10.5888;A
2016;04;00;Nulidades;1.3299;A
2016;04;1;Nulidades;;A
2016;04;2;Nulidades;;A
2016;04;3;Nulidades;;A
2016;04;4;Nulidades;;A
2016;04;NP;Nulidades;1.3299;A
2016;11;00;Nulidades;;A
2016;11;1;Nulidades;;A
2016;11;2;Nulidades;;A
2016;11;3;Nulidades;;A
2016;11;4;Nulidades;;A
2016;11;NP;Nulidades;;A
2016;14;00;Nulidades;1.3049;A
2016;14;1;Nulidades;;A
2016;14;2;Nulidades;;A
2016;14;3;Nulidades;;A
2016;14;4;Nulidades;;A
2016;14;NP;Nulidades;1.3049;A
2016;18;00;Nulidades;1.7288;A
2016;18;1;Nulidades;;A
2016;18;2;Nulidades;;A
2016;18;3;Nulidades;;A
2016;18;4;Nulidades;;A
2016;18;NP;Nulidades;1.7288;A
2016;21;00;Nulidades;3.4584;A
2016;21;1;Nulidades;;A
2016;21;2;Nulidades;1.7292;A
2016;21;3;Nulidades;;A
2016;21;4;Nulidades;;A
2016;21;NP;Nulidades;1.7292;A
2016;23;00;Nulidades;1.4948;A
2016;23;1;Nulidades;;A
2016;23;2;Nulidades;;A
2016;23;3;Nulidades;;A
2016;23;4;Nulidades;;A
2016;23;NP;Nulidades;1.4948;A
2016;29;00;Nulidades;3.0012;A
2016;29;1;Nulidades;;A
2016;29;2;Nulidades;;A
2016;29;3;Nulidades;;A
2016;29;4;Nulidades;;A
2016;29;NP;Nulidades;3.0012;A
2016;41;00;Nulidades;1.2923;A
2016;41;1;Nulidades;;A
2016;41;2;Nulidades;1.2923;A
2016;41;3;Nulidades;;A
2016;41;4;Nulidades;;A
